,name,team,age,league,position,apps,minutesPlayed,goal,assistTotal,yellowCard,redCards,passRate,aerialWonPerGame,manOfMatch,tacklePerGame,interceptionPerGame,foulsPerGame,offsideWonPerGame,clearancePerGame,wasDribbledPerGame,outFielderBlockPerGame,goalOwn,shotsPerGame,keyPassPerGame,dribbleWonPerGame,foulGivenPerGame,offsideGivenPerGame,dispossessedPerGame,turnOverPerGame,totalPassesPerGame,passSuccess,accurateCrossesPerGame,accurateLongPassPerGame,accurateThroughBallPerGame,rating
1242,Pascal Stenzel,"Stuttgart,",26,Bundesliga,DF,2,224,0,1,0,0,77.2,0,0,1,0.4,0.1,0,0.3,0.2,0.1,0,0.2,0.2,0,0.2,0,0,0.4,11.2,77.2,0.3,2,0,6.31
1243,Scott McKenna,"Nottingham Forest,",26,Premier League,DF,14,1260,0,0,4,0,81.2,1.7,0,0.8,0.7,0.5,0.4,4.7,0.2,0.9,0,0.1,0.5,0.4,0.3,0,0.1,0.1,41.4,81.2,0.1,2.1,0,6.31
1244,Kevin Kampl,"RBL,",32,Bundesliga,MF,9,722,0,0,4,0,91.2,0.2,0,1.1,0.7,0.7,0,0.1,0.4,0.3,0,0.3,0.2,0.1,0.3,0,0.4,0.5,34.3,91.2,0.1,1.4,0.1,6.31
1245,Rasmus Højlund,"Atalanta,",19,Serie A,FW,4,433,1,1,1,0,76.6,0.9,0,0.2,0,0.8,0,0,0.1,0,0,1.1,0.6,0.3,0.6,0.1,1,1.9,9.7,76.6,0,0.2,0,6.31
1246,Luka Milivojevic,"Crystal Palace,",31,Premier League,MF,2,274,0,0,0,0,83.4,0.6,0,1,0.7,0.9,0,0.9,0,0.1,0,0.6,0.1,0,0.2,0,0.6,0.2,16.8,83.4,0,0.9,0,6.31
1247,Borja Mayoral,"Getafe,",25,La Liga,FW,14,1116,1,0,2,0,74.9,0.9,0,0.3,0,0.7,0,0.1,0.1,0,0,1.2,0.4,0.5,1.6,0.3,1.6,1.4,19.6,74.9,0.1,0.6,0.1,6.31
1248,Davie Selke,"Hertha Berlin,",27,Bundesliga,FW,3,276,1,1,1,0,62.1,1.7,0,0.2,0.1,0.5,0,0.4,0.1,0.1,0,0.5,0.3,0.1,0.5,0,0.3,0.6,5.1,62.1,0,0,0,6.31
1249,Nélson Semedo,"Wolves,",29,Premier League,DF,8,679,0,1,3,1,81.8,0.5,0,2,0.4,0.8,0,1.4,0.3,0.3,0,0.1,0.5,0.3,0.5,0,0.5,1.1,19.8,81.8,0.3,0.8,0.1,6.31
1250,Samuel Moutoussamy,"Nantes,",26,Ligue 1,MF,10,832,0,1,4,0,85.6,0.4,0,1.6,0.7,1,0,0.3,0.9,0.1,0,1.1,0.5,0.1,0.5,0,0.4,0.5,27.2,85.6,0,1.1,0,6.31
1251,Théo Bongonda,"Cadiz,",27,La Liga,MF,5,447,1,0,0,0,78.8,0.3,0,0.6,0.1,0.2,0,0.2,0.4,0,0,0.8,0.2,0.6,0.7,0.1,0.6,1.3,11,78.8,0.1,0.2,0,6.31
1252,Enzo Ebosse,"Udinese,",23,Serie A,DF,7,760,0,0,3,0,83.4,1,0,0.7,0.6,0.5,0,1.4,0.2,0.4,0,0.2,0.1,0.2,0.2,0.1,0.2,0.5,31.5,83.4,0.1,2.5,0,6.31
1253,Papu Gómez,"Sevilla,",34,La Liga,MF,6,647,0,1,4,0,91.3,0.2,0,0.4,0.3,0.3,0.1,0.4,0.2,0.1,0,1.3,0.6,0.3,1.1,0.2,0.9,0.9,28.6,91.3,0.6,2.1,0.2,6.31
1254,Amadou Haidara,"RBL,",24,Bundesliga,MF,4,465,1,1,2,0,83,0.4,0,0.5,0.4,0.6,0,0.5,0.5,0.2,0,0.8,0.3,0,0.2,0,0.5,0.4,21.2,83,0,1.1,0.1,6.31
1255,Shandon Baptiste,"Brentford,",24,Premier League,MF,4,428,0,0,1,0,84.3,0.3,0,0.6,0.4,0.5,0,0.6,0.4,0.1,0,0.2,0.5,0.3,0.9,0.1,0.4,0.8,14.8,84.3,0.3,0.7,0.1,6.31
1256,Bonke Innocent,"Lorient,",26,Ligue 1,MF,7,612,0,1,2,0,90.8,0.3,0,1,0.7,1.1,0,1.5,0.8,0.2,0,0.2,0.3,0.2,0.1,0,0.2,0.2,21.8,90.8,0,0.6,0,6.31
1257,Agustín Álvarez Martínez,"Sassuolo,",21,Serie A,FW,0,163,1,1,1,0,87.2,0.6,0,0.2,0.2,0.4,0,0.1,0,0.1,0,1.1,0.1,0.2,0.1,0.2,0.3,0.8,3.9,87.2,0,0.4,0,6.31
1258,Milan Djuric,"Verona,",32,Serie A,FW,2,277,0,0,2,0,49.5,4.3,0,0,0,0.5,0,0.4,0,0.1,0,0.3,0.4,0,0.6,0.2,0,0.5,9.7,49.5,0,0,0,6.3
1259,Florian Dietz,"FC Koln,",24,Bundesliga,FW,4,394,1,0,1,0,55.1,2.2,0,0.2,0,1,0,0.2,0.3,0.1,0,1.5,0.4,0.1,0.1,0.1,0.8,1.6,6.3,55.1,0,0,0,6.3
1260,Gumbau,"Elche,",27,La Liga,MF,9,834,0,3,5,0,84.1,0.4,0,0.9,0.5,1.5,0,1,0.5,0.4,0,0.6,1.1,0.1,0.5,0,0.2,0.5,29.5,84.1,1.1,2.5,0,6.3
1261,Jordi Osei-Tutu,"Bochum,",24,Bundesliga,DF,5,495,0,0,1,0,75,0.2,0,1.3,0.3,0.3,0.1,0.4,0.4,0.3,0,0.7,0.2,0.6,0.8,0.2,0.8,1.5,8,75,0.1,0.4,0,6.3
1262,Alfred Duncan,"Fiorentina,",29,Serie A,MF,2,285,0,0,0,0,79.1,0.3,0,0.8,0.3,0.8,0,0.3,0.4,0,0,0.1,0.2,0.3,0.2,0,0.6,0.4,17,79.1,0.3,1,0.1,6.3
1263,Óscar Mingueza,"Celta Vigo,",23,La Liga,DF,4,475,0,0,2,0,84.4,0.3,0,1.9,0.4,0.9,0.1,0.8,0.1,0.3,0,0.3,0.3,0.2,0.2,0,0.4,0.3,28.2,84.4,0.3,1.3,0,6.3
1264,Ronaldo Vieira,"Sampdoria,",24,Serie A,MF,5,531,0,0,1,0,91.1,0.6,0,1.1,0.8,1,0,0.6,0.3,0.3,0,0.2,0,0.1,0.5,0,0.2,0.2,29.7,91.1,0,1.3,0,6.3
1265,Sebastian Polter,"Schalke,",31,Bundesliga,MF,4,458,1,2,2,0,56.9,1.9,0,0.3,0,1.4,0,0.4,0.1,0,0,0.4,0.4,0.1,0.5,0.1,0.6,1.6,7.8,56.9,0.1,0.1,0,6.3
1266,Islam Slimani,"Brest,",34,Ligue 1,FW,10,837,1,1,4,0,73.1,1.8,0,0.3,0.1,1.4,0,0.8,0.2,0,0,1.2,1,0.1,0.9,0.6,1,2.9,27.7,73.1,0.1,0.8,0.2,6.3
1267,Sven Michel,"Union Berlin,",32,Bundesliga,MF,0,220,3,0,2,0,62.2,1.2,0,0.2,0,0.5,0,0.2,0,0,0,0.5,0.1,0.1,0.1,0.2,0.2,1,7.5,62.2,0.1,0.3,0,6.3
1268,Sebastian Rudy,"Hoffenheim,",32,Bundesliga,DF,1,243,0,1,0,0,80.3,0,0,1,0.2,0.5,0,0.8,0.5,0.1,0,0,0.4,0,0.3,0,0.2,0.5,12.7,80.3,0.4,0.8,0,6.29
1269,Fran Beltrán,"Celta Vigo,",23,La Liga,MF,13,1126,0,1,1,0,92.4,0.5,0,0.7,1,0.7,0,0.4,0.9,0.1,0,0.8,0.6,0.3,0.2,0.1,0.4,1,54.4,92.4,0.2,2.9,0,6.29
1270,Iván Alejo,"Cadiz,",27,La Liga,MF,8,660,0,1,5,0,70.1,1.2,0,1.8,0.2,1.9,0,0.3,1.1,0.1,0,0.7,0.7,0.3,1.7,0.1,1.3,1.7,10.6,70.1,0.7,0.2,0,6.29
1271,Tanguy Nianzou,"Sevilla,",20,La Liga,DF,8,643,0,0,0,1,91.2,1,0,1,0.8,0.3,0.4,1.8,0,0.4,0,0.3,0,0.3,0.6,0,0.1,0.1,35.1,91.2,0,1,0,6.29
1272,Federico Di Francesco,"Lecce,",28,Serie A,MF,8,654,1,1,4,0,70.9,0.2,0,0.5,0.1,1.2,0,0.5,0.5,0,0,0.6,0.6,0.3,0.7,0.3,0.7,1.2,10.1,70.9,0,0.3,0.1,6.29
1273,Mitchel Bakker,"Leverkusen,",22,Bundesliga,DF,9,765,1,1,1,1,76.8,0.5,0,0.6,0.5,0.7,0.1,0.7,0.2,0.2,0,0.5,0.5,0.2,0.5,0,0.5,0.9,29.5,76.8,0.2,1.2,0,6.29
1274,Omar Mascarell,"Elche,",29,La Liga,MF,12,1016,0,0,3,0,86.4,0.8,0,1.5,1.2,0.8,0,1.5,1.2,0.3,0,0.2,0.5,0.3,0.3,0,0.4,0.6,41.2,86.4,0.2,2.6,0,6.29
1275,Mikkel Damsgaard,"Brentford,",22,Premier League,MF,1,261,0,0,2,0,74.1,0.1,0,0.9,0.2,0.6,0,0.3,0.9,0,0,0.3,0.4,0.3,0.4,0,0.1,0.9,12,74.1,0.3,0.3,0,6.29
1276,Marcus Coco,"Nantes,",26,Ligue 1,MF,3,215,0,0,0,0,76.8,0.8,0,0.8,0.7,0.7,0.1,0,0.6,0.3,0,0.3,0.3,0.1,0.6,0.2,0.6,0.9,9.1,76.8,0.2,0.4,0,6.29
1277,Ivan Rakitic,"Sevilla,",34,La Liga,MF,6,524,0,0,1,1,82.6,0.6,0,0.9,0.8,0.5,0,0.7,0.6,0,0,0.7,0.9,0,0.9,0.1,0.3,0.6,36.1,82.6,0.4,1.5,0.1,6.28
1278,Stuart Armstrong,"Southampton,",30,Premier League,MF,7,690,1,0,2,0,81.8,0.4,0,0.9,0.2,0.5,0,0.4,0.9,0,0,0.9,0.7,0.5,0.8,0.1,0.9,0.9,21.6,81.8,0.4,0.9,0.1,6.28
1279,Jesús Navas,"Sevilla,",37,La Liga,DF,6,624,0,0,3,0,81,0.4,0,0.6,0.3,0.1,0.2,0.7,0.6,0.3,1,0.5,0.9,0.2,1.3,0.1,0.2,0.9,33.1,81,0.9,2.9,0,6.28
1280,Valery Fernández,"Girona,",23,La Liga,MF,4,397,0,1,1,0,88.6,0,0,0.7,0.2,0.1,0,0,0.1,0,0,0.4,1.3,0.4,1,0.1,0.8,1,11.7,88.6,0.1,0.4,0,6.28
1281,Thorgan Hazard,"Borussia Dortmund,",29,Bundesliga,MF,2,455,0,0,1,0,80,0.3,0,1.2,0.4,1,0,0.3,0.4,0,0,0.6,0.8,0.2,0.4,0.3,0,0.5,18.6,80,0.4,0.5,0,6.28
1282,Andreas Bruus,"Troyes,",23,Ligue 1,DF,5,505,0,1,2,0,73.6,0,0,0.4,0.6,0.1,0,0.4,0.1,0.1,0,0.2,1,0.3,0.3,0,0,0.8,18.1,73.6,1.7,1.4,0,6.28
1283,Enzo Millot,"Stuttgart,",20,Bundesliga,MF,3,350,0,0,2,0,84.1,0.2,0,0.9,0.8,0.5,0,0.4,0.3,0.2,0,0.5,0.3,0.4,0.5,0,0.5,0.8,12.5,84.1,0.1,0.1,0,6.27
1284,Julian Jeanvier,"Auxerre,",30,Ligue 1,DF,9,728,1,0,1,1,88.5,0.8,0,1.1,1.2,1,0.1,4.8,0.3,1,0,0.4,0,0,0.4,0,0,0.4,35.9,88.5,0,1.9,0,6.27
1285,Khalil Fayad,"Montpellier,",18,Ligue 1,MF,4,326,0,1,0,1,82.3,0.2,0,1.6,0.2,0.9,0,0.2,0.3,0,0,0.4,0.3,0.3,0.4,0,0.6,0.4,21.3,82.3,0,0.8,0.1,6.27
1286,Cyriel Dessers,"Cremonese,",27,Serie A,FW,11,865,2,1,1,0,63.2,0.4,0,0.5,0.2,1.4,0,0.2,0,0.1,0,2.1,1,0.4,0.3,0.8,0.8,2.4,11.1,63.2,0,0.3,0,6.27
1287,Ezequiel Ponce,"Elche,",25,La Liga,MF,4,506,2,0,2,0,73.7,1.2,0,0.4,0,1.4,0,0.7,0.2,0.1,0,0.9,0.3,0.2,0.2,0.3,1.3,1.2,8.8,73.7,0,0.3,0.1,6.27
1288,Clément Grenier,"Mallorca,",31,La Liga,MF,4,404,0,0,6,0,80.2,0,0,1.1,0.5,1.3,0,0.4,0.2,0,0,0.2,0.6,0.2,0.5,0,0.2,0.9,16.2,80.2,0.3,0.6,0,6.27
1289,Djené Dakonam,"Getafe,",30,La Liga,DF,12,1004,0,0,4,0,84.2,1.2,0,0.8,1,1.3,0.5,1.9,0.3,0.3,0,0.2,0.1,0.4,1.3,0.1,0.9,0.6,31.7,84.2,0.2,2.4,0,6.27
1290,Keidi Bare,"Espanyol,",25,La Liga,MF,3,328,0,0,0,0,84.8,0.4,0,0.6,1,0.8,0,0.4,0.4,0.2,0,0.4,0.2,0.2,0.6,0,0.3,0.2,14.9,84.8,0.1,1,0,6.27
1291,Yves Bissouma,"Tottenham,",26,Premier League,MF,6,602,0,0,3,0,91.6,0.1,0,0.6,0.6,0.7,0,0.4,0.2,0.3,0,0.4,0.3,0.2,0.4,0,0.4,0.7,29,91.6,0,0.5,0,6.27
1292,Angelo Fulgini,"Mainz,",26,Bundesliga,MF,5,490,0,1,0,0,82.3,0.3,0,0.4,0.4,0.5,0.1,0.3,0.4,0,0,0.4,0.4,0.6,0.9,0.1,0.5,0.9,14.5,82.3,0.1,0.2,0,6.27
1293,Yannik Keitel,"Freiburg,",22,Bundesliga,MF,4,345,0,1,2,0,83.1,0.5,0,0.5,0.7,1.2,0,0,0,0,0,0,0.2,0.3,0.2,0,0.1,0.2,12.9,83.1,0,0.9,0,6.27
1294,Tanguy Ndombélé,"Napoli,",25,Serie A,MF,6,467,0,0,2,0,89.5,0.3,0,0.5,0.2,0.6,0,0.3,0.2,0,0,0.9,0.5,0.8,1.1,0,0.7,1,25.7,89.5,0,0.1,0,6.26
1295,Léo Leroy,"Montpellier,",22,Ligue 1,MF,2,251,0,0,3,0,71.2,0.8,0,1.6,0.2,0.8,0,0.1,0.8,0.1,0,0.4,0.2,0.2,0.3,0,0.4,0.6,12.3,71.2,0,0.2,0,6.26
1296,Gonzalo Escalante,"Cremonese,",29,Serie A,MF,7,556,0,1,0,1,77.6,1,0,1.8,1.1,0.7,0,0.4,0.3,0.1,0,0.7,0.4,0.1,0.6,0,0.8,0.8,31.8,77.6,0,1.1,0,6.26
1297,Andrea Petagna,"Monza,",27,Serie A,FW,6,534,1,1,0,0,73.8,0.5,0,0.3,0.2,0.9,0,0.6,0,0.2,0,0.8,0.6,0.4,0.7,0.4,1.3,1.9,12.6,73.8,0,0.6,0,6.26
1298,Armando Broja,"Chelsea,",21,Premier League,FW,2,290,1,0,0,0,62.3,0.8,0,0.3,0.1,0.2,0,0.1,0,0.1,0,0.5,0.1,0.5,0.5,0.3,0.8,1.3,4.4,62.3,0,0,0,6.26
1299,Brian Ocampo,"Cadiz,",23,La Liga,MF,7,562,0,0,1,0,77.4,0.5,0,0.8,0.1,1.9,0,0.2,0.4,0,0,0.5,0.5,0.8,1.3,0.1,1.5,1.2,14.6,77.4,0.5,0.7,0,6.26
1300,Emre Can,"Borussia Dortmund,",28,Bundesliga,DF,3,394,0,0,4,0,88.8,0.5,0,1.7,0.5,0.9,0,1.1,0.5,0,0,0.3,0,0.1,0.3,0,0,0.7,24.1,88.8,0,1.4,0,6.26
1301,Neal Maupay,"Everton,",26,Premier League,MF,6,554,1,0,1,0,82.1,0.5,0,0.5,0.1,0.7,0,0,0,0,0,1.3,0.5,0.1,1,0.1,0.8,2,11.2,82.1,0,0.3,0,6.26
1302,Gonçalo Paciência,"Celta Vigo,",28,La Liga,FW,3,328,1,0,1,1,56.3,1.4,0,0.5,0,1,0,0.2,0.2,0.1,0,1.5,0.3,0.3,0.9,0,0.5,2,6.4,56.3,0.1,0.2,0,6.26
1303,José Mari,"Cadiz,",35,La Liga,MF,2,282,0,0,1,0,80.9,0.3,0,1,0.5,0.3,0,0.4,0.4,0.1,0,0.2,0.5,0.2,0.6,0,0.6,0.4,13.1,80.9,0,1.8,0,6.26
1304,Marvin Schwäbe,"FC Koln,",27,Bundesliga,GK,15,1350,0,0,0,0,79.4,0.1,1,0,0.1,0,0,0.5,0,0,0,0,0,0,0.1,0,0,0.1,39.5,79.4,0,4.7,0,6.26
1305,Gauthier Hein,"Auxerre,",26,Ligue 1,MF,8,672,1,0,0,0,89.3,0.1,0,0.9,0.3,0.5,0,0.3,0.6,0,0,0.7,0.7,0.4,0.4,0,0.9,0.6,20.8,89.3,0.3,2.1,0,6.26
1306,Iké Ugbo,"Troyes,",24,Ligue 1,FW,5,385,1,1,0,0,72.7,0.2,0,0.3,0.1,0.2,0,0.2,0.2,0.1,0,0.5,0.2,0.2,0.2,0.2,0.2,0.7,3.4,72.7,0,0,0,6.26
1307,Jim Allevinah,"Clermont Foot,",27,Ligue 1,MF,5,542,1,0,1,0,83.2,0.2,0,0.7,0.1,0.6,0,0.1,0.9,0,0,0.9,0.2,0.7,1.6,0.1,0.9,1.4,12.8,83.2,0.2,0.2,0,6.25
1308,Dion Lopy,"Reims,",20,Ligue 1,MF,8,608,0,0,2,2,84.1,0.6,0,1.5,1.2,1.4,0,1,1.5,0.2,0,0.5,0.5,0.5,0.7,0,0.7,1.2,24,84.1,0,1.5,0,6.25
1309,Erhan Masovic,"Bochum,",24,Bundesliga,DF,7,719,0,0,0,0,83.6,1.2,0,1.3,0.4,0.5,0.3,1.9,0.5,0.8,1,0.1,0.4,0.1,0.2,0,0.1,0.2,28.4,83.6,0,1.8,0,6.25
1310,Pablo Sarabia,"PSG,",30,Ligue 1,DF,3,314,0,0,1,0,83.6,0,0,0.3,0.2,0.3,0,0,0.5,0,0,0.3,0.8,0.1,0.4,0.2,0.5,0.8,11.7,83.6,0.5,0,0.1,6.25
1311,Oliver Burke,"Werder Bremen,",25,Bundesliga,MF,1,242,2,0,0,0,72.2,0.5,0,0.1,0,0.2,0,0,0,0,0,0.6,0.3,0.1,0.3,0.2,0.3,0.9,5.1,72.2,0,0,0,6.25
1312,Christian Pulisic,"Chelsea,",24,Premier League,MF,3,415,1,1,1,0,82.8,0.3,0,0.7,0.2,0.6,0,0.3,0.2,0,0,0.8,0.7,0.4,0.7,0,0.4,1.2,12.1,82.8,0,0.4,0,6.25
1313,Valerio Verre,"Sampdoria,",28,Serie A,MF,3,426,0,0,5,0,77.1,0.5,0,0.8,0.6,0.9,0.1,0.1,0.3,0.1,0,0.7,0.7,0.5,0.4,0.1,0.8,1.1,19.4,77.1,0.4,1.5,0.1,6.25
1314,Dyego Sousa,"Almeria,",33,La Liga,FW,2,302,0,1,1,0,69.6,1.2,0,0.4,0,0.6,0,0.8,0,0.1,0,0.8,0.5,0.3,0.4,0.3,0.4,1.9,9.2,69.6,0,0.1,0.1,6.25
1315,Kieran Tierney,"Arsenal,",25,Premier League,DF,3,346,0,0,0,0,77.7,0,0,0.5,0.5,0.2,0,0.9,0.1,0.1,0,0.4,0.2,0,0.3,0,0,0.4,17.2,77.7,0.1,1.1,0,6.25
1316,Lucas Alario,"Eintracht Frankfurt,",30,Bundesliga,FW,2,234,1,0,0,0,70.9,0.8,0,0.3,0,0.6,0,0.9,0,0,0,0.8,0.1,0.5,0.2,0.3,0.6,0.1,5.5,70.9,0,0.2,0,6.25
1317,Kingsley Ehizibue,"Udinese,",27,Serie A,DF,2,339,0,0,2,0,75.3,0.5,0,0.8,0.1,0.7,0,0.6,0.1,0.1,0,0.2,0.1,0.2,0.5,0.1,0.3,0.5,13.3,75.3,0.3,0.5,0,6.25
1318,Luca Kilian,"FC Koln,",23,Bundesliga,DF,13,1099,1,0,1,2,86.2,1.7,0,1.7,0.8,0.5,0.6,3.5,0.7,0.6,0,0.3,0.2,0.2,0.1,0,0.2,0.3,51.3,86.2,0,2.3,0,6.24
1319,Jon Moncayola,"Osasuna,",24,La Liga,MF,9,873,0,0,2,0,85,0.3,0,1.1,0.1,1.1,0,0.6,0.6,0.1,0,1.2,0.4,0.1,0.4,0.1,0.1,0.6,30.9,85,0,2.6,0.1,6.24
1320,Liam Henderson,"Empoli,",26,Serie A,MF,7,600,0,1,4,0,80.1,0.2,0,0.5,0.5,1.8,0,0.2,0.8,0.1,0,0.4,0.9,0,0.5,0.2,0.2,0.8,18.5,80.1,0.5,0.4,0,6.24
1321,Matthis Abline,"Rennes,",19,Ligue 1,FW,0,96,1,0,0,0,50,0.1,0,0.1,0.2,0.3,0,0.1,0,0,0,0.6,0.2,0,0.4,0.1,0,1,1.2,50,0,0.1,0.1,6.24
1322,Cédric Hountondji,"Angers,",28,Ligue 1,DF,15,1338,0,0,2,0,87.4,1.1,0,1,1.3,0.9,0.8,3,0.2,0.5,1,0.4,0.1,0.1,0.2,0,0.1,0.2,40.6,87.4,0,1.9,0,6.24
1323,Nicolò Zaniolo,"Roma,",23,Serie A,MF,10,772,1,0,3,0,69,0.4,0,0.7,0.1,1.5,0,0,0.3,0,0,2,0.7,0.8,2.6,0.4,2.9,3.1,14.4,69,0.3,0.8,0.1,6.24
1324,Taiwo Awoniyi,"Nottingham Forest,",25,Premier League,FW,6,512,3,0,0,0,78.3,0.5,0,0.4,0.1,0.5,0,0.5,0.1,0.1,0,1.2,0.4,0.1,0.5,0.5,0.7,2,7.1,78.3,0,0.1,0,6.24
1325,Birger Meling,"Rennes,",27,Ligue 1,DF,2,276,0,0,1,1,84.6,0.9,0,0.3,0.6,0.8,0,0.7,0.1,0.1,0,0,0,0.2,0.1,0.1,0.1,0.3,18.8,84.6,0.1,0.9,0,6.24
1326,Cédric Avinel,"AC Ajaccio,",36,Ligue 1,DF,8,696,1,0,1,1,84.4,1.4,1,0.7,1,0.6,0.4,4.3,0.1,0.4,0,0.2,0,0,0,0,0,0.1,27.8,84.4,0,1.7,0,6.24
1327,Jens Stage,"Werder Bremen,",26,Bundesliga,MF,6,560,0,1,0,0,62.1,0.6,0,0.9,0.8,0.3,0,0.7,0.4,0.3,0,0.3,0.4,0.1,0.6,0,0.2,0.9,12.6,62.1,0.1,0.1,0,6.24
1328,Daniel Caligiuri,"Augsburg,",34,Bundesliga,DF,2,255,1,0,1,0,62.8,0.2,0,0.7,0.3,0.5,0,0.2,0.1,0.2,0,0.5,0.3,0.4,0.3,0,0.3,0.5,9.4,62.8,0.3,0.7,0,6.24
1329,Ismaël Diallo,"AC Ajaccio,",25,Ligue 1,DF,10,927,0,0,3,0,77.8,0.8,0,1.2,0.7,1.5,0.2,1.8,0.6,0.2,0,0.1,0.4,0.3,1,0,0.3,0.9,28.9,77.8,0.2,1.9,0.2,6.24
1330,Achraf Dari,"Brest,",23,Ligue 1,DF,8,720,1,0,1,0,81.6,2,0,1.1,1.1,0.6,0.5,2.7,0.3,0.5,0,0.4,0.1,0,0.9,0.1,0.3,0.3,41.2,81.6,0,3.8,0,6.24
1331,Helibelton Palacios,"Elche,",29,La Liga,DF,8,707,0,0,3,0,81.3,0.7,0,1.3,0.8,1.6,0.8,2.3,0.3,0.3,0,0.3,0.3,0.4,0.7,0,0.2,0.4,25,81.3,0.2,0.6,0,6.24
1332,Adrien Tameze,"Verona,",28,Serie A,MF,12,1061,0,0,1,0,74.9,0.9,0,1.1,0.7,0.8,0.1,1.4,0.6,0.4,0,0.4,0.8,0.6,0.7,0.1,0.9,0.8,24.5,74.9,0.1,1.2,0,6.24
1333,Kaan Ayhan,"Sassuolo,",28,Serie A,DF,5,543,0,0,1,0,86.9,0.3,0,1,0.5,0.4,0.5,2.5,0,0.4,0,0.1,0,0,0.8,0,0.1,0,32.9,86.9,0,3.1,0,6.24
1334,Chris Wood,"Newcastle,",31,Premier League,FW,2,265,1,0,0,0,63.2,1.1,0,0.3,0,0.3,0,0.3,0.1,0.1,0,0.4,0.1,0.1,0.2,0,0.3,0.6,4.9,63.2,0,0.1,0,6.24
1335,Lilian Egloff,"Stuttgart,",20,Bundesliga,MF,2,231,0,0,1,0,62.3,0.1,0,1.2,0.1,0.3,0,0.1,0.1,0,0,0.9,0.4,0.2,0.6,0,0.6,0.9,6.8,62.3,0,0.1,0,6.23
1336,Brennan Johnson,"Nottingham Forest,",21,Premier League,MF,13,1189,2,0,2,0,61.3,0.7,0,0.5,0.1,0.8,0,0,0.1,0.1,0,1.3,0.5,0.7,0.3,0.6,0.5,1.9,12.4,61.3,0.1,0.2,0,6.23
1337,Dimitri Foulquier,"Valencia,",29,La Liga,DF,2,283,0,1,2,0,67.3,0.7,0,0.4,0.2,1,0,0.4,0,0,0,0.1,0.2,0.2,0.1,0,0,0.7,12.2,67.3,0.3,0.2,0,6.23
1338,Erik Botheim,"Salernitana,",22,Serie A,FW,3,326,1,1,1,0,65.4,0.9,0,0.3,0,0.5,0,0.1,0,0,0,0.3,0.4,0.1,0.4,0,0.4,0.5,5.8,65.4,0.1,0.1,0,6.23
1339,Jaidon Anthony,"Bournemouth,",23,Premier League,MF,1,265,2,0,0,0,72.1,0.4,0,0.6,0,0.1,0,0.5,0.6,0,0,0.6,0.1,0.2,0.3,0.1,0.5,0.1,8.6,72.1,0,0.4,0,6.23
1340,Domagoj Bradaric,"Salernitana,",22,Serie A,DF,4,501,0,1,1,0,84.5,0.4,0,0.6,0.4,0.5,0.1,0.5,0.2,0,0,0.4,0.5,0.4,0.5,0.2,0.3,0.9,19.3,84.5,0.5,0.6,0,6.23
1341,Florent Ogier,"Clermont Foot,",33,Ligue 1,DF,7,670,0,1,2,0,84.6,1.6,0,1.3,0.6,0.6,0.2,1.8,0.7,0.9,0,0.2,0.3,0,0.2,0,0,0.3,41,84.6,0,3,0,6.23
1342,Michel Aebischer,"Bologna,",25,Serie A,MF,7,623,1,0,2,0,83.3,0.4,0,0.2,0.2,0.5,0.1,0.2,0.3,0.1,0,0.7,0.4,0.1,1,0.3,0.5,0.8,18.9,83.3,0.1,1,0,6.23
1343,Javi Hernández,"Girona,",24,La Liga,DF,4,364,0,1,1,0,85.4,0.4,0,0.5,0.2,0.2,0.4,0.8,0.1,0,0,0.4,0.3,0.1,0.8,0,0.3,0.2,22.6,85.4,0.1,0.9,0,6.23
1344,Arnaut Danjuma,"Villarreal,",25,La Liga,MF,6,478,2,0,0,0,72.8,0,0,0.3,0,0.2,0,0.1,0.1,0,0,0.9,0.4,0.2,0.8,0.3,0.7,1.2,9,72.8,0.3,0,0,6.23
1345,Rayan Raveloson,"Auxerre,",25,Ligue 1,MF,8,726,0,0,0,0,87,0.6,0,0.9,1.2,0.7,0.2,1,0.2,0.1,0,0.8,0.3,0.2,1,0.1,0.3,1.3,23,87,0.2,1.4,0,6.23
1346,Raúl Guti,"Elche,",25,La Liga,MF,8,622,0,0,1,0,85.6,0.2,0,1.2,0.6,0.4,0,0.2,0.7,0.2,0,0.5,0,0.2,1.3,0,0.9,0.9,19,85.6,0,0.9,0,6.23
1347,Anthony Lozano,"Cadiz,",29,La Liga,MF,8,757,0,0,2,0,67.9,2.7,0,0.1,0.2,1.8,0.2,0.9,0.2,0.1,0,1.1,0.5,0.8,1.3,0.3,1.5,2.8,11.7,67.9,0.1,0,0,6.22
1348,Kristoffer Askildsen,"Lecce,",21,Serie A,MF,6,503,0,0,2,0,68.8,0.9,0,0.4,0.7,0.8,0,0.4,0.3,0.2,0,0.8,0.4,0.1,0.4,0.1,0.3,0.6,12.8,68.8,0.4,1.2,0,6.22
1349,Moussa Diarra,"Toulouse,",22,Ligue 1,DF,5,551,0,0,0,0,84.9,0.5,0,1.2,1,0.8,0.2,1.2,0.3,0.4,0,0.1,0.1,0.3,0.4,0,0.2,0.5,19.9,84.9,0.1,0.8,0,6.22
1350,Tom Cairney,"Fulham,",31,Premier League,MF,1,330,0,0,0,0,89.6,0.2,0,0.5,0.1,0.1,0,0,0,0.1,0,0.5,0.5,0.3,0.3,0,0.3,0.7,17.3,89.6,0.3,0.9,0,6.22
