,name,team,age,league,position,apps,minutesPlayed,goal,assistTotal,yellowCard,redCards,passRate,aerialWonPerGame,manOfMatch,tacklePerGame,interceptionPerGame,foulsPerGame,offsideWonPerGame,clearancePerGame,wasDribbledPerGame,outFielderBlockPerGame,goalOwn,shotsPerGame,keyPassPerGame,dribbleWonPerGame,foulGivenPerGame,offsideGivenPerGame,dispossessedPerGame,turnOverPerGame,totalPassesPerGame,passSuccess,accurateCrossesPerGame,accurateLongPassPerGame,accurateThroughBallPerGame,rating
1134,Nemanja Maksimovic,"Getafe,",27,La Liga,MF,10,718,0,0,0,0,82.6,0.7,0,1.1,0.8,0.4,0,0.7,0.3,0.8,0,0.3,0.3,0,0.4,0,0.3,0.7,15.8,82.6,0.1,0.3,0,6.39
1135,Marlon Santos,"Monza,",27,Serie A,DF,10,826,0,0,3,0,92.9,1.8,0,1.3,0.8,1,0.3,2,0.4,0.2,1,0.3,0.1,0,0.4,0,0.1,0.2,48.8,92.9,0.3,1.9,0,6.39
1136,Sofyan Amrabat,"Fiorentina,",26,Serie A,MF,10,819,0,0,7,0,90.8,0.3,0,1.2,0.8,1.8,0,0.5,0.4,0.2,0,0.4,0.5,0.4,0.9,0,0.8,1,44.2,90.8,0.4,4.8,0,6.39
1137,Michail Antonio,"West Ham,",32,Premier League,DF,6,605,2,1,1,0,56.6,1.1,0,0.2,0.1,0.8,0,0.2,0.1,0.1,0,1,0.5,0.6,1,0.5,1.2,1.6,7.6,56.6,0.1,0.1,0,6.39
1138,Miguel Veloso,"Verona,",36,Serie A,MF,10,824,0,0,4,0,76.3,0.4,0,1.4,0.3,0.9,0,0.5,0.4,0.4,1,0.9,0.9,0.2,0.5,0,0.1,0.4,26.6,76.3,1,2.3,0.1,6.38
1139,Gonçalo Guedes,"Wolves,",26,Premier League,MF,8,693,1,1,1,0,75.1,0.6,0,0.6,0.1,0.8,0,0.2,0.3,0,0,1.6,0.8,0.3,1.9,0.4,0.6,1.3,14.1,75.1,0.6,0.7,0,6.38
1140,Leandro Paredes,"Juventus,",28,Serie A,MF,3,385,0,0,2,0,94.6,0.1,0,0.9,0.9,0.8,0,0.7,0.4,0,0,0.7,0.7,0.1,0.4,0,0.2,0.1,28.7,94.6,0.4,2.1,0,6.38
1141,Thomas Delaine,"Strasbourg,",30,Ligue 1,DF,8,714,0,1,2,0,70.5,0.7,0,1.3,0.4,1.1,0.1,0.4,0.5,0.2,0,0.3,0.4,0.6,0.8,0,0.1,1.1,22.9,70.5,0.7,0.3,0,6.38
1142,Elvis Rexhbecaj,"Augsburg,",25,Bundesliga,MF,14,1223,0,0,5,0,60.1,1.4,0,1.9,0.5,1.3,0.1,1,1.2,0.4,0,0.5,0.3,0.1,2.4,0,0.5,1.6,25.4,60.1,0.1,0.9,0,6.38
1143,Íñigo Eguaras,"Almeria,",30,La Liga,MF,6,495,1,1,2,0,84.9,0.2,0,0.6,0.4,0.3,0,0.8,0.5,0.3,0,0.4,0.5,0.2,0.3,0,0.1,0.3,25.9,84.9,0.1,1.8,0.3,6.38
1144,Rodri,"Real Betis,",22,La Liga,MF,10,704,1,0,0,0,90.3,0,0,0.5,0.5,0.3,0,0,0.2,0,0,0.5,0.3,0.4,1.4,0.1,0.9,1.5,29.2,90.3,0.2,0.8,0,6.38
1145,Joseba Zaldúa,"Cadiz,",30,La Liga,DF,7,640,0,1,4,0,70.1,1.9,0,1.5,1.1,1.1,0.4,2.1,0.3,0.2,0,0.1,0.2,0.3,0.4,0.2,0.3,0.7,21.4,70.1,0.3,1.1,0,6.38
1146,Lee Buchanan,"Werder Bremen,",21,Bundesliga,DF,1,217,1,0,1,0,75.3,0.6,0,0.7,0.8,0.4,0.1,1.1,0.1,0,0,0.4,0.2,0,0.3,0,0.2,0.6,9.9,75.3,0.1,0.9,0,6.38
1147,Sergi Gómez,"Espanyol,",30,La Liga,DF,10,895,0,0,0,1,86.6,1.2,0,1,1.1,0.5,0.8,5,0.1,0.5,0,0.2,0.1,0,0.2,0,0,0.4,40.6,86.6,0.1,3.4,0,6.38
1148,Thilo Kehrer,"West Ham,",26,Premier League,DF,13,1170,0,0,4,0,85.5,1.2,0,1.7,1.5,1.2,0.3,2.6,1.1,0.2,1,0.4,0.2,0.2,0.6,0,0.2,0.8,47.3,85.5,0.1,2,0,6.38
1149,Alexis Claude-Maurice,"Lens,",24,Ligue 1,MF,1,213,0,2,0,0,80.9,0.3,0,0.7,0.1,0.3,0,0.1,0.3,0,0,0.6,0.6,0.4,0.4,0,0.7,0.7,9.9,80.9,0.1,0.1,0,6.38
1150,Fred,"Man Utd,",29,Premier League,MF,4,394,1,0,2,0,81.3,0.1,0,0.8,0.7,0.8,0,0.2,0.5,0,0,1.3,0.8,0.1,0.4,0,0.5,1,22.8,81.3,0.1,0.7,0.1,6.38
1151,Daniel-Kofi Kyereh,"Freiburg,",26,Bundesliga,MF,5,432,2,0,1,0,79.3,0.8,0,0.6,0,1.1,0,0.4,0.3,0,0,1,0.2,0.2,1.6,0.2,1.2,1.9,15,79.3,0,0.2,0,6.38
1152,Josko Gvardiol,"RBL,",20,Bundesliga,DF,8,765,0,0,0,0,89.1,0.8,0,0.4,0.6,0.3,0.5,1.5,0.3,0.3,1,0.5,0.3,0.6,0.7,0,0.2,0.2,55,89.1,0.1,3.3,0,6.37
1153,Nicolò Cambiaghi,"Empoli,",21,Serie A,FW,1,247,1,0,1,0,81.5,0.1,0,0.9,0.2,0.1,0,0.3,0.2,0,0,0.7,0.2,0.4,1.1,0,0.4,0.6,9,81.5,0,0.3,0,6.37
1154,Riccardo Saponara,"Fiorentina,",30,Serie A,MF,4,445,0,2,1,0,81.1,0.3,0,0.3,0.1,0.2,0,0.3,0.2,0,0,1.1,0.8,0.6,0.7,0.1,0.3,0.5,14.6,81.1,0.3,0.3,0.1,6.37
1155,Gianluca Caprari,"Monza,",29,Serie A,MF,13,971,1,1,1,0,85.4,0.2,0,0.6,0.1,1.1,0,0,0.3,0.1,0,1.6,0.9,0.5,1.5,0.2,0.9,2.3,26.5,85.4,0.5,0.7,0,6.37
1156,Philippe Coutinho,"Aston Villa,",30,Premier League,MF,6,570,0,0,2,0,82.4,0.3,0,0.8,0.2,0.9,0,0,0.3,0,0,1.3,0.5,0.9,0.7,0.2,0.8,1.2,22.3,82.4,0.2,0.4,0,6.37
1157,Falaye Sacko,"Montpellier,",27,Ligue 1,DF,10,882,0,2,1,0,82.3,0.3,0,1.5,1.2,0.7,0.3,1.5,0.3,0.5,1,0.3,0.8,0.4,0.7,0.3,0.1,1.1,29.6,82.3,0.4,0.8,0,6.37
1158,Jeison Murillo,"Sampdoria,",30,Serie A,DF,7,638,0,0,2,0,82.2,2.7,0,1.7,0.6,0.9,0.7,2.6,0.4,0.8,1,0.1,0.1,0.1,1.4,0,0.1,0.6,37.4,82.2,0,2.4,0,6.37
1159,Alex Ferrari,"Sampdoria,",28,Serie A,DF,10,869,0,0,3,0,85.1,1.8,0,0.8,1.6,1,0.8,2,0.3,0.8,0,0.4,0.3,0.3,0.6,0,0.3,0.8,37.5,85.1,0,2.5,0,6.37
1160,Lucas Boyé,"Elche,",26,La Liga,MF,9,736,1,2,2,1,80.1,0.7,0,0.8,0.5,1.4,0,1.1,0.3,0.2,0,0.8,0.6,1.4,1.1,0.2,2.2,4.3,15.1,80.1,0.4,0.8,0.1,6.37
1161,Tommaso Pobega,"AC Milan,",23,Serie A,MF,5,444,0,0,1,0,75.8,0.6,0,1.3,0.7,1.7,0,0.6,0.4,0.2,0,0.8,0.3,0.2,0.4,0,0.3,0.7,19.8,75.8,0,1,0,6.37
1162,Steve Cook,"Nottingham Forest,",31,Premier League,DF,11,959,0,0,4,0,80.7,2.3,0,0.7,1,0.4,0.9,4.2,0.1,0.9,0,0.3,0.3,0.1,0.2,0,0.2,0.3,37.9,80.7,0.1,2.7,0,6.37
1163,Clément Vidal,"AC Ajaccio,",22,Ligue 1,DF,6,574,0,0,1,1,80.7,2.3,0,1.2,1.1,0.6,0.2,1.8,0.3,0.7,0,0.7,0.1,0,0.6,0.1,0,0.3,34,80.7,0.1,3.1,0,6.37
1164,Enzo Tchato Mbiayi,"Montpellier,",20,Ligue 1,DF,7,690,1,1,0,0,75.3,0.9,0,1.2,0.3,0.4,0.1,1.8,0.5,0,0,0.3,0.3,0.3,0.5,0.2,0.3,0.7,19.6,75.3,0.6,0.6,0,6.37
1165,Grejohn Kyei,"Clermont Foot,",27,Ligue 1,FW,6,596,2,1,2,0,70.5,0.7,1,0.3,0.1,1.6,0,0.3,0.1,0.1,0,1,0.2,0.6,0.6,0.4,1.4,1.8,8.7,70.5,0.1,0.4,0,6.37
1166,Mathieu Coutadeur,"AC Ajaccio,",36,Ligue 1,MF,9,805,0,0,0,0,85.3,0.4,0,0.9,0.8,0.2,0,0.8,0.3,0,0,0.2,0.6,0.3,0.5,0,0.2,0.8,45.3,85.3,0.1,3.4,0,6.37
1167,Ilia Gruev,"Werder Bremen,",22,Bundesliga,MF,9,718,0,0,1,0,87.4,0.5,0,1.4,0.8,1.5,0.1,0.6,0.5,0.3,0,0.2,0.4,0,0.3,0,0.3,0.5,26.3,87.4,0.3,1.1,0,6.37
1168,Kevin Trapp,"Eintracht Frankfurt,",32,Bundesliga,GK,15,1350,0,0,2,0,59.1,0.1,0,0,0,0,0,0.7,0,0,0,0,0,0,0.1,0,0,0,21.5,59.1,0,3.6,0,6.37
1169,Cristian Gamboa,"Bochum,",33,Bundesliga,DF,15,1279,0,0,2,0,67,0.8,0,2.5,0.9,0.9,0.2,1.9,0.5,0.4,1,0.5,0.6,0.2,0.3,0.1,0.3,0.6,30.1,67,0.7,3.7,0,6.37
1170,Nicolas Haas,"Empoli,",26,Serie A,MF,9,748,1,0,2,0,76.1,0.1,0,1.7,0.3,1.3,0,1.1,0.7,0.2,0,0.5,0.4,0.1,0.7,0.1,0.6,1.2,19.2,76.1,0,0.6,0,6.37
1171,Mahdi Camara,"Brest,",24,Ligue 1,DF,7,585,0,0,0,0,88.2,0.4,0,1.8,1.1,0.8,0,0.2,0.7,0.1,0,0.6,0.3,0.1,0.7,0,0.5,1.1,24.6,88.2,0,0.6,0,6.36
1172,Romain Hamouma,"AC Ajaccio,",35,Ligue 1,MF,8,598,2,1,1,2,81.7,0.7,0,0.4,0.1,1,0,0,0.2,0,0,1.1,1,0.9,0.6,0.1,0.6,2.3,16.9,81.7,0.9,0.5,0,6.36
1173,Mehdi Léris,"Sampdoria,",24,Serie A,MF,10,850,0,1,5,0,71.8,1.7,0,2.3,0.7,1.6,0.1,0.3,0.8,0,0,0.8,0.4,0.6,1.2,0.1,1.7,2.5,22.4,71.8,0.1,1.1,0,6.36
1174,Isaac Success,"Udinese,",26,Serie A,MF,8,760,0,3,2,0,64.6,1.3,0,0.3,0.1,1.2,0,0.7,0.1,0.1,0,0.7,0.6,0.4,2.2,0.5,1.2,2.6,16.4,64.6,0,0.4,0,6.36
1175,Leandro Barreiro,"Mainz,",22,Bundesliga,MF,7,666,0,0,2,0,70.9,0.9,0,0.9,0.8,0.7,0,0.4,0.3,0.3,0,0.7,0.5,0.2,0.4,0.1,0.5,1.1,12.2,70.9,0.1,0.3,0,6.36
1176,Juan Cruz,"Osasuna,",30,La Liga,DF,11,1004,0,0,4,0,81.2,0.4,0,1.1,0.5,0.7,0.4,1.8,0.2,0.3,0,0.1,0.6,0.4,0.2,0.1,0.2,0.8,27.4,81.2,0.7,0.7,0,6.36
1177,Largie Ramazani,"Almeria,",21,La Liga,FW,9,800,2,0,4,0,69,0.1,0,0.5,0.4,1.3,0,0,0.5,0,0,1.6,0.5,1.1,0.7,0.6,1,1.9,11.3,69,0.1,0.6,0.1,6.36
1178,Martin Hongla,"Verona,",24,Serie A,DF,6,524,0,0,4,0,80.8,0.6,0,0.9,0.7,1.2,0,0.9,0,0.1,0,0.6,0.3,0.9,0.4,0,0.3,0.4,22.6,80.8,0.1,1.3,0,6.36
1179,Aritz Elustondo,"Real Sociedad,",28,La Liga,DF,7,619,0,0,3,1,84.5,1.1,0,1.2,0.8,1.1,0.4,1.5,0.1,0.5,0,0.4,0.3,0.1,0.5,0,0.1,0.3,31.7,84.5,0.2,1.6,0,6.36
1180,Lewis O'Brien,"Nottingham Forest,",24,Premier League,DF,6,524,1,0,2,0,79.7,0.2,0,1.5,0.5,0.4,0.1,0.5,0.4,0.2,0,0.6,0.4,0.5,1.1,0,0.5,0.9,17.5,79.7,0,0.2,0,6.35
1181,Stanley Nsoki,"Hoffenheim,",23,Bundesliga,DF,7,644,0,0,1,0,80.3,1.2,0,0.6,1.3,0.8,0.6,1.9,0.4,0.4,0,0.2,0.1,0.4,0.8,0,0.3,0.4,45.2,80.3,0,2,0,6.35
1182,Raúl García,"Athletic Bilbao,",36,La Liga,MF,2,348,1,1,1,0,66.4,0.5,0,0.5,0.1,0.3,0,0.3,0.2,0.1,0,1.8,0.2,0.2,0.8,0.2,0.2,0.3,8.5,66.4,0.1,0.3,0.1,6.35
1183,Adam Armstrong,"Southampton,",25,Premier League,MF,11,879,1,1,0,0,77.5,0.1,0,0.6,0.1,0.6,0,0.2,0.3,0.2,0,1.1,0.7,0.5,0.4,0.1,0.9,1.1,14.6,77.5,0.1,0.5,0,6.35
1184,Jamie Vardy,"Leicester,",35,Premier League,MF,8,750,1,4,1,0,59.3,0.8,0,0.3,0.1,0.5,0,1.1,0.1,0,0,0.8,0.4,0.2,0.1,0.6,0.5,0.9,7.2,59.3,0,0.1,0,6.35
1185,Gauthier Gallon,"Troyes,",29,Ligue 1,GK,12,1080,0,0,3,0,70.6,0.3,0,0.1,0.2,0.1,0,0.7,0.1,0,0,0,0.1,0,0.1,0,0,0,24.1,70.6,0,3.3,0,6.35
1186,Jean-Paul Boëtius,"Hertha Berlin,",28,Bundesliga,MF,5,572,0,0,2,0,73.8,0.3,0,1.4,0.5,0.5,0.1,0.4,0.5,0,0,0.4,0.7,0.2,1.5,0,0.8,1.4,20.1,73.8,0.1,1.3,0,6.35
1187,Arnaud Souquet,"Montpellier,",30,Ligue 1,DF,3,339,0,0,1,0,75.7,0.9,0,2,0.4,0.6,0,0.3,0.3,0.3,0,0.1,0.3,0.2,0.6,0.1,0.1,0.5,10.3,75.7,0.1,0.4,0.1,6.35
1188,Remo Freuler,"Nottingham Forest,",30,Premier League,MF,9,834,0,0,2,0,80.4,0.7,0,1.6,1.1,1,0,1.5,0.5,0.3,0,0.3,0.3,0.3,0.5,0,0.3,0.4,32.5,80.4,0.1,1.2,0,6.35
1189,Kike García,"Osasuna,",33,La Liga,FW,3,419,2,0,3,0,71.8,1.4,0,0.1,0.1,0.8,0,0.4,0.1,0,0,1.4,0.4,0.3,0.8,0.2,0.6,1.5,6.1,71.8,0,0,0,6.35
1190,Pedro Bigas,"Elche,",32,La Liga,DF,12,972,0,0,2,0,82.1,0.7,0,1.3,1.5,0.5,0.8,3.3,0.4,0.5,0,0.5,0,0.2,0.5,0,0.2,0.2,38.3,82.1,0.1,2.5,0,6.35
1191,Adama Soumaoro,"Bologna,",30,Serie A,DF,9,786,0,0,1,1,92.4,1.2,0,1.2,0.8,1.1,0.2,3.2,0.1,0.5,0,0.2,0.1,0,0.3,0,0,0.3,34.1,92.4,0,1,0,6.35
1192,Denis Huseinbasic,"FC Koln,",21,Bundesliga,MF,3,372,2,1,1,0,85.7,0.3,0,1.6,0.2,0.8,0,0.2,0.8,0.1,0,0.8,0.4,0,0.2,0,0.8,1.3,14.8,85.7,0,0.4,0,6.34
1193,Mattia Caldara,"Spezia,",28,Serie A,DF,6,598,0,0,2,0,76.6,1,0,1.2,1.2,0.9,0.8,3.8,0.6,0.6,0,0.7,0.1,0.2,0.8,0,0.4,0.3,31.3,76.6,0,1.2,0,6.34
1194,Fabio Miretti,"Juventus,",19,Serie A,MF,6,621,0,1,1,0,72.1,0.2,0,0.9,0.2,0.9,0,0.3,0.6,0,0,1.1,0.8,0.5,0.8,0,0.9,1.8,19.8,72.1,0.4,0.5,0,6.34
1195,Antonín Barak,"Fiorentina,",28,Serie A,MF,8,705,1,0,2,0,79.9,0.6,0,0.8,0.2,0.4,0.1,0.6,0.3,0.1,0,0.8,0.7,0.7,0.4,0.1,0.6,1.5,23.7,79.9,0,1,0,6.34
1196,Tolgay Arslan,"Udinese,",32,Serie A,MF,6,507,1,0,1,0,83.8,0.2,0,0.9,0.5,0.6,0,0.5,0.4,0,0,0.6,0.2,0.3,1,0,0.5,1.1,16.4,83.8,0,1.4,0,6.34
1197,Riad Nouri,"AC Ajaccio,",37,Ligue 1,MF,6,726,1,1,2,0,76.9,0.5,0,0.6,0.3,0.5,0,0.4,0.2,0,0,0.7,1,0.2,0.6,0.1,0.6,1.2,17.3,76.9,1.2,0.5,0,6.34
1198,Samú Costa,"Almeria,",22,La Liga,MF,8,766,0,0,3,0,80.5,0.7,0,1.9,1.2,2,0,1.4,1.5,0.4,0,0.5,0.5,0.1,1.4,0.2,0.5,1,32.1,80.5,0,3,0,6.34
1199,Anthony Elanga,"Man Utd,",20,Premier League,MF,5,371,0,1,0,0,78.1,0.6,0,0.2,0.1,0.1,0,0.3,0.1,0,0,0.7,0.5,0.3,0.7,0.3,0.5,1.1,10.5,78.1,0.1,0.2,0,6.34
1200,Yasser Larouci,"Troyes,",21,Ligue 1,DF,9,750,0,0,0,0,79.7,0.8,0,0.7,0.7,0.3,0.1,0.9,0.2,0.1,1,0.2,0.7,1,0.8,0,1.6,1.2,23.5,79.7,0.6,0.4,0.2,6.34
1201,Pierrick Capelle,"Angers,",35,Ligue 1,DF,6,577,0,1,4,0,83.6,0.7,0,1.6,0.5,1.3,0,0.9,0.7,0,0,0.8,0.3,0.3,0.3,0,0.8,0.5,21.3,83.6,0.2,0.9,0,6.34
1202,Dennis Appiah,"Nantes,",30,Ligue 1,DF,9,796,0,0,1,0,75.9,1.1,0,1.4,0.7,1.1,0.1,1.1,1.1,0.3,0,0.3,0.3,0.4,0.1,0.1,0.7,0.8,25.1,75.9,0.3,0.6,0,6.34
1203,Giulio Maggiore,"Salernitana,",24,Serie A,MF,9,659,0,0,1,0,77.2,0.6,0,1.4,0.8,1.1,0,0.4,0.7,0.4,0,0.4,0.3,0,0.9,0,0.3,1.3,35.1,77.2,0.1,1.2,0.1,6.34
1204,Jacob Murphy,"Newcastle,",27,Premier League,DF,5,487,1,1,0,0,66.9,0.1,0,0.5,0.1,0.5,0,0.1,0.3,0,0,0.8,0.4,0,0.1,0,0.7,0.3,9.5,66.9,0.2,0,0.1,6.34
1205,Habib Diarra,"Strasbourg,",18,Ligue 1,MF,4,437,0,0,0,0,76.2,0.4,0,0.9,0.4,0.9,0,0.6,0.4,0.1,0,0.7,0,0.7,0.8,0,0.9,0.4,18.2,76.2,0,0.6,0,6.34
1206,Pablo Rosario,"Nice,",25,Ligue 1,DF,7,673,0,0,4,0,89.8,0.6,0,1.2,1.2,1,0.4,1.5,0.2,0.3,0,0.3,0.6,0.3,0.5,0,0.7,0.7,37.4,89.8,0.1,2.1,0,6.33
1207,Hugo Mallo,"Celta Vigo,",31,La Liga,DF,11,878,0,0,3,0,80.3,1.5,0,1.7,0.5,2,0,1.9,0.5,0.1,0,0.7,0.4,0.3,0.7,0.2,0.3,0.7,42.1,80.3,0.5,1.5,0,6.33
1208,Jeong Woo-Yeong,"Freiburg,",23,Bundesliga,MF,3,463,1,1,1,0,79.2,0.2,0,0.4,0.1,0.7,0.1,0.4,0.1,0,0,0.5,0.3,0.4,0.4,0.1,0.2,0.5,12.2,79.2,0.2,0.2,0,6.33
1209,Nedim Bajrami,"Empoli,",23,Serie A,MF,7,807,1,0,0,0,78.7,0.1,0,0.4,0.4,0.3,0,0.2,0.1,0,0,1.3,0.9,0.6,0.4,0.2,0.9,1.3,16.6,78.7,0.5,0.5,0,6.33
1210,Soualiho Meïté,"Cremonese,",28,Serie A,MF,9,694,0,0,4,0,79.9,0.8,0,1.7,0.7,1,0,0.8,0.9,0.2,0,0.6,0.4,0.6,0.8,0,0.5,0.9,25.4,79.9,0.1,0.9,0,6.33
1211,Lorenzo Colombo,"Lecce,",20,Serie A,FW,5,468,3,2,2,0,70.4,1,0,0.6,0.1,1.2,0,0.1,0.2,0,0,1.2,0.3,0.2,0.4,0.3,1.2,1.8,7.5,70.4,0,0.1,0,6.33
1212,Marcos André,"Valencia,",26,La Liga,FW,3,366,1,0,2,1,66.7,0.9,0,0.4,0,0.8,0,0,0.1,0,0,1.4,0.3,0.8,1,0,0.4,1.5,4.1,66.7,0,0,0.1,6.33
1213,Rui Patrício,"Roma,",34,Serie A,GK,15,1350,0,0,1,0,78.7,0,0,0.1,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,21.9,78.7,0,4.2,0,6.33
1214,Riccardo Orsolini,"Bologna,",25,Serie A,MF,6,619,2,1,2,1,60.9,0.5,0,0.8,0.3,0.9,0,0.5,0.6,0.2,0,1.9,0.6,0.4,1.4,0.3,0.8,1.6,16,60.9,0.4,1,0,6.33
1215,Odilon Kossounou,"Leverkusen,",21,Bundesliga,DF,5,516,0,1,0,0,82.8,1.2,0,0.5,0.5,0.3,0,1.5,0,0.3,0,0.1,0.2,0.2,0.2,0.1,0.4,0.9,28.1,82.8,0.1,0.6,0,6.33
1216,Sékou Mara,"Southampton,",20,Premier League,FW,2,209,0,1,0,0,66.7,0.9,0,0.6,0,0.7,0,0.2,0.3,0,0,1.2,0.4,0.7,0.2,0.2,0.7,0.9,3.7,66.7,0,0.1,0.1,6.33
1217,Sargis Adamyan,"FC Koln,",29,Bundesliga,MF,3,430,1,1,1,0,75.2,0.6,0,0.6,0.1,0.8,0,0.1,0.4,0,0,1.1,0.5,0.1,0.3,0.2,1,1.3,7.5,75.2,0.3,0.4,0.1,6.33
1218,Luis Hernández,"Cadiz,",33,La Liga,DF,12,1080,0,0,0,1,79.1,1.3,0,0.7,0.9,0.6,0.2,4.3,0.3,1,0,0.3,0.3,0.3,0.2,0.2,0,0.1,37.5,79.1,0.1,3.3,0,6.33
1219,Juan Carlos Martín,"Girona,",34,La Liga,GK,10,900,0,0,0,0,82.4,0.1,0,0,0.1,0,0,1.1,0,0,0,0,0,0,0,0,0,0,28.9,82.4,0,4.1,0,6.33
1220,Dominick Drexler,"Schalke,",32,Bundesliga,MF,10,736,2,3,2,1,67.6,1,1,1,0.2,1.3,0,0.5,0.5,0.1,0,0.8,0.8,0.3,1.1,0,1.2,1.4,18.5,67.6,0.3,0.6,0,6.33
1221,Morten Thorsby,"Union Berlin,",26,Bundesliga,MF,4,431,1,0,1,0,68.5,1,0,1.2,0.1,0.7,0,0.7,0.2,0.1,0,0.6,0.1,0,0.3,0,0.8,0.5,8.4,68.5,0,0.3,0,6.33
1222,Atakan Karazor,"Stuttgart,",26,Bundesliga,DF,5,482,0,0,5,0,84.3,0.6,0,1.8,0.6,0.8,0,1.3,0.3,0.2,0,0.2,0.3,0.2,0.7,0,0.3,0.4,21.2,84.3,0,0.8,0,6.32
1223,Florian Müller,"Stuttgart,",25,Bundesliga,GK,15,1350,0,0,0,0,79.9,0.3,0,0,0,0,0,0.8,0,0,0,0,0.1,0,0.1,0,0,0,33.1,79.9,0,6.8,0,6.32
1224,Jerdy Schouten,"Bologna,",25,Serie A,MF,10,856,0,0,1,0,82.5,0.6,0,1.4,1.1,0.8,0,1.7,0.5,1,1,0.2,0.4,0.5,1.2,0.1,0.9,1.3,35.4,82.5,0,1.1,0,6.32
1225,Simon Zoller,"Bochum,",31,Bundesliga,MF,13,987,3,1,3,0,63.5,0.9,1,0.4,0.3,1.1,0,0.9,0.3,0,0,1.8,0.5,0,0.4,0.4,0.3,0.6,14.1,63.5,0.1,0.7,0.1,6.32
1226,Valère Germain,"Montpellier,",32,Ligue 1,MF,2,287,2,0,0,1,75.2,1.5,0,0.2,0.2,0.3,0,0.5,0.2,0,0,0.7,0.2,0,0.2,0.2,0.2,0.6,8.1,75.2,0,0,0,6.32
1227,Andoni Gorosabel,"Real Sociedad,",26,La Liga,DF,8,716,0,0,2,0,87.4,0.5,0,1.7,0.6,0.5,0.1,0.5,0.4,0,0,0.5,0.5,0.1,0.5,0,0.4,0.5,31.6,87.4,0.4,1.6,0,6.32
1228,Remi Oudin,"Lecce,",26,Serie A,MF,1,210,0,0,1,0,62.6,0.4,0,1,0.9,0.3,0,0.7,0.4,0,0,0.8,0.3,0,0.2,0,0.1,0.4,10.1,62.6,0.2,0.7,0,6.32
1229,Joan Jordán,"Sevilla,",28,La Liga,MF,9,687,0,0,2,0,86.9,0.5,0,1.1,0.5,1.5,0,0.4,0.8,0.3,0,0.6,0.4,0.2,0.4,0,0.3,0.5,42.8,86.9,0,2.8,0.1,6.32
1230,Alex Král,"Schalke,",24,Bundesliga,MF,10,905,0,0,1,0,69.7,0.8,0,1.6,0.9,0.8,0,1.8,0.5,0.3,0,0.7,0.3,0.3,0.4,0.1,0.4,0.8,25.6,69.7,0,1.5,0.1,6.32
1231,Federico Bonazzoli,"Salernitana,",25,Serie A,MF,9,735,1,1,1,0,76.7,0.1,0,0.1,0.2,0.6,0,0,0.4,0,0,1.6,0.4,0.9,1,0.4,0.7,2.2,15.4,76.7,0.1,1.4,0,6.32
1232,Frank Onyeka,"Brentford,",24,Premier League,MF,4,439,0,1,0,0,75.6,0.4,0,1.1,0.4,0.8,0,0.6,0.4,0.2,0,0.3,0.4,0.1,0.9,0.1,0.5,0.4,10.6,75.6,0,0.3,0,6.32
1233,José Morales,"Villarreal,",35,La Liga,DF,3,421,1,0,0,0,63.2,0.5,0,0.2,0,0.2,0,0,0.2,0.1,0,1,0.2,0.5,0.2,0.1,0.3,0.8,5.8,63.2,0,0.2,0,6.32
1234,Iago,"Augsburg,",25,Bundesliga,DF,13,1093,0,1,2,1,63.1,0.5,0,1.6,0.7,0.5,0.3,2.5,0.7,0.2,0,0.5,0.5,0.4,0.8,0,0.6,1.3,25.8,63.1,0.5,1.5,0,6.32
1235,Benjamin Leroy,"AC Ajaccio,",33,Ligue 1,GK,14,1179,0,0,0,0,56,0.1,0,0,0,0,0,0.4,0.1,0,0,0,0,0,0.1,0,0,0.1,21.3,56,0,5.6,0,6.32
1236,Wilfred Ndidi,"Leicester,",25,Premier League,DF,7,637,0,0,2,0,87.7,0.5,0,1.6,1.4,1.1,0,1.7,0.7,0.5,0,0.2,0,0.2,0.3,0,0.4,0.7,42.3,87.7,0,0.6,0,6.32
1237,Toni Villa,"Girona,",27,La Liga,MF,3,286,0,0,1,0,81.6,0,0,0.9,0.3,0.3,0,0,0.2,0,0,0.9,0.3,0.7,0.8,0.1,0.9,0.6,11.4,81.6,0.2,0.2,0,6.31
1238,Javier Puado,"Espanyol,",24,La Liga,MF,8,751,1,0,0,0,83.7,0.2,0,0.5,0.2,0.3,0,0.2,0.5,0,0,1.5,0.6,0.5,0.8,0.2,0.8,2.3,13.2,83.7,0,0.4,0,6.31
1239,Iddrisu Baba,"Mallorca,",26,La Liga,MF,6,547,0,0,2,0,85.2,0.6,0,1.4,0.4,1.1,0,0.7,0.5,0,0,0.1,0.2,0.3,0.9,0,0.5,0.7,17.8,85.2,0,1.3,0,6.31
1240,Angelo Stiller,"Hoffenheim,",21,Bundesliga,MF,1,235,0,1,0,0,79.3,0.6,0,1.1,0.3,0.3,0.1,0.2,0.1,0,0,0.2,0.3,0,0,0,0.4,0.3,14,79.3,0.1,0.8,0.1,6.31
1241,Pavel Kaderábek,"Hoffenheim,",30,Bundesliga,DF,5,596,1,0,0,0,70,0.5,0,0.6,0.4,0.6,0.1,0.5,0.1,0.1,0,0.2,0.5,0.1,0.6,0.1,0,0.6,20.8,70,0.8,0.6,0,6.31
