name,team,age,league,position,apps,minutesPlayed,tacklePerGame,interceptionPerGame,foulsPerGame,offsideWonPerGame,clearancePerGame,wasDribbledPerGame,outFielderBlockPerGame,goalOwn,rating
Nikola Vlasic,Torino,25,Serie A,MF,14,1281,0.9,0.2,0.8,0,0.3,0.4,0,0,6.72
Takefusa Kubo,Real Sociedad,21,La Liga,MF,10,850,1.3,0.2,1.1,0,0,0.6,0,0,6.72
Milos Veljkovic,Werder Bremen,27,Bundesliga,DF,12,1036,1.4,1.4,0.5,1.3,4.2,0.5,0.8,0,6.72
Jonjoe Kenny,Hertha Berlin,25,Bundesliga,DF,15,1350,2,2,1.2,0.5,2.3,0.9,0.3,0,6.72
Leonardo Sernicola,Cremonese,25,Serie A,MF,10,905,1.8,1.5,1.8,0.1,1.3,0.3,0.1,0,6.72
Santi Comesaña,Rayo Vallecano,26,La Liga,MF,8,734,2.1,0.9,1.4,0,0.3,1.2,0.1,0,6.72
Óscar Valentín,Rayo Vallecano,28,La Liga,MF,11,961,3.1,1.4,2.2,0.1,0.8,1.1,0.4,0,6.72
Brian Oliván,Espanyol,28,La Liga,DF,14,1212,2.2,1,1.1,0.2,2.1,0.2,0.1,0,6.72
Brenden Aaronson,Leeds,22,Premier League,MF,14,1196,1.7,0.1,0.6,0,0.4,1.1,0.1,0,6.72
Vitinha,PSG,22,Ligue 1,MF,10,843,1.5,0.7,1,0,0.5,1.4,0,0,6.72
Samu Castillejo,Valencia,27,La Liga,MF,8,618,0.8,0.3,1.8,0,0,0.8,0.2,0,6.72
Luke Shaw,Man Utd,27,Premier League,DF,9,786,1.7,1.3,1.4,0.1,1.2,0.4,0.1,0,6.71
Flavien Tait,Rennes,29,Ligue 1,MF,12,1047,1.4,0.5,1.1,0,0.6,1,0.2,0,6.71
Habib Diallo,Strasbourg,27,Ligue 1,MF,13,1132,0.4,0.4,0.9,0.1,0.2,0.2,0,0,6.71
Hugo Lloris,Tottenham,35,Premier League,GK,15,1350,0.1,0,0,0,0.9,0,0,0,6.71
Luca Pellegrini,Eintracht Frankfurt,23,Bundesliga,DF,7,559,1.4,0.8,0.9,0.2,1.2,0,0.2,0,6.71
Maxime Estève,Montpellier,20,Ligue 1,DF,8,808,1.3,2,1,0.6,4.4,0.1,0.9,0,6.71
Nico Elvedi,Borussia M.Gladbach,26,Bundesliga,DF,13,1126,1.8,1.1,0.3,1.2,3.7,0.2,0.2,0,6.71
Joe Gomez,Liverpool,25,Premier League,DF,9,885,1.8,1.1,0.8,0.4,2.3,0.3,0.5,0,6.71
Walace,Udinese,27,Serie A,MF,15,1285,2.6,1.4,1.3,0,1,1.3,0.4,0,6.71
Óscar De Marcos,Athletic Bilbao,33,La Liga,DF,13,1079,1.2,0.4,1.5,0.3,1.1,0.7,0.3,0,6.71
Alejandro Catena,Rayo Vallecano,28,La Liga,DF,14,1260,0.4,0.5,0.9,0.8,4.3,0.3,0.6,0,6.71
Brahim Díaz,AC Milan,23,Serie A,MF,10,664,0.6,0.1,0.8,0,0.2,0.1,0,0,6.71
Kaoru Mitoma,Brighton,25,Premier League,MF,2,311,1.6,0.1,0.4,0,0.2,0.1,0,0,6.71
Mattéo Guendouzi,Marseille,23,Ligue 1,MF,12,1054,1.3,0.8,1.2,0,0.6,0.9,0.2,1,6.71
Djibril Sow,Eintracht Frankfurt,25,Bundesliga,MF,13,1169,1.2,1.1,1.1,0,0.8,0.5,0.1,0,6.71
Marc Roca,Leeds,26,Premier League,MF,14,1042,2.2,1,1,0,0.6,1.1,0.4,0,6.71
Antonio Raíllo,Mallorca,31,La Liga,DF,13,1170,0.8,1.2,1.2,0.7,5,0.2,0.5,0,6.71
Mathias Autret,Auxerre,31,Ligue 1,MF,11,869,1.1,0.5,0.2,0,0.5,0.4,0.2,0,6.71
Lucas Robertone,Almeria,25,La Liga,MF,13,1026,1.1,1.1,1.1,0.1,1,0.9,0.2,0,6.71
Ivan Perisic,Tottenham,33,Premier League,MF,9,833,1.1,0.6,0.7,0,0.5,0.5,0.1,0,6.7
Kiernan Dewsbury-Hall,Leicester,24,Premier League,MF,14,1139,1.1,0.9,0.9,0,0.6,0.8,0.1,0,6.7
Danny Welbeck,Brighton,32,Premier League,MF,11,998,0.6,0.2,1.2,0.1,0.8,0.2,0.1,0,6.7
Yeremy Pino,Villarreal,20,La Liga,MF,9,700,1.5,0.5,1.8,0.1,0.7,0.8,0.1,0,6.7
Christian Günter,Freiburg,29,Bundesliga,DF,15,1316,1.1,0.5,0.9,0.1,0.9,0.8,0.3,0,6.7
Santiago Bueno,Girona,24,La Liga,DF,14,1260,1.8,1.4,1.4,0.4,2.1,0.1,0.9,0,6.7
Rolando Mandragora,Fiorentina,25,Serie A,MF,10,870,1.7,0.6,1.5,0,1,0.6,0.1,0,6.7
Kevin Stöger,Bochum,29,Bundesliga,MF,13,1205,2.3,1.1,1.4,0,0.6,1.4,0.1,0,6.7
Amadou Onana,Everton,21,Premier League,MF,12,1038,2.6,0.7,1.6,0,1.4,0.4,0.1,0,6.7
Julien Laporte,Lorient,29,Ligue 1,DF,15,1350,1.1,1.1,0.5,0.3,5.9,0.3,1.3,1,6.7
Aaron Ramsey,Nice,31,Ligue 1,MF,5,574,1.3,0.8,0.6,0,0.8,0.5,0.1,0,6.7
Elye Wahi,Montpellier,19,Ligue 1,MF,14,1175,0.4,0.2,1.1,0,0.1,0.1,0.1,0,6.7
Nicolas Pallois,Nantes,35,Ligue 1,DF,14,1190,3.2,1.4,0.9,0.7,4.6,0.7,1,1,6.7
Xaver Schlager,RBL,25,Bundesliga,MF,9,829,1.5,0.6,1.3,0,1.2,1.1,0,0,6.7
Nordi Mukiele,PSG,25,Ligue 1,DF,6,675,1.5,0.8,0.6,0.1,0.7,0.5,0.5,0,6.7
Marcel Sabitzer,Bayern,28,Bundesliga,MF,7,626,1.9,0.7,0.5,0,0.6,0.5,0,0,6.7
Mathias Jensen,Brentford,26,Premier League,MF,15,1138,2.3,1,0.9,0,0.5,1.3,0,0,6.7
Aaron Ramsdale,Arsenal,24,Premier League,GK,14,1260,0.1,0,0,0,0.9,0,0,0,6.7
Javi Sánchez,Real Valladolid,25,La Liga,DF,12,1007,1.2,1.5,1.1,0.3,4.2,0.3,1,0,6.7
Guillermo Maripán,Monaco,28,Ligue 1,DF,9,766,1.5,1.3,1,0.5,2.3,0.7,1,0,6.7
Patric,Lazio,29,Serie A,DF,9,754,1.2,0.6,0.2,0.9,2.4,0.2,1,0,6.7
Saïd Benrahma,West Ham,27,Premier League,MF,7,749,0.6,0.2,0.2,0,0.2,0.2,0.1,0,6.7
Jack Harrison,Leeds,26,Premier League,MF,12,945,1.3,0.3,1.1,0,0.5,1,0.1,0,6.69
Kyle Walker-Peters,Southampton,25,Premier League,DF,11,955,1.9,0.9,0.8,0,1.6,0.5,0.5,0,6.69
Daniel Amartey,Leicester,27,Premier League,DF,10,914,1.1,0.6,0.3,0.6,2.7,0.1,0.5,0,6.69
Íñigo Martínez,Athletic Bilbao,31,La Liga,DF,9,810,0.9,1.6,0.9,1,3.2,0.2,0.6,0,6.69
Marco Friedl,Werder Bremen,24,Bundesliga,DF,14,1157,1.6,2.5,0.6,0.9,3.2,0.6,0.5,0,6.69
Vitaly Janelt,Brentford,24,Premier League,MF,11,993,1.7,0.9,0.7,0.3,0.9,0.5,0.3,0,6.69
Joe Aribo,Southampton,26,Premier League,MF,10,948,1.9,0.3,0.5,0.1,0.7,0.4,0.1,0,6.69
Perr Schuurs,Torino,23,Serie A,DF,9,709,1.8,1.4,1.2,0.2,3.1,0.3,0.3,0,6.69
Emil Holm,Spezia,22,Serie A,MF,12,1035,1.3,0.4,1.4,0,1.7,0.7,0.3,0,6.69
Zeki Çelik,Roma,25,Serie A,DF,6,637,2.5,0.9,0.9,0,1,0.5,0.4,0,6.69
Thiago Mendes,Lyon,30,Ligue 1,DF,14,1171,2.1,2.2,0.9,0.1,2.5,0.1,0.4,0,6.69
Jonas Omlin,Montpellier,28,Ligue 1,GK,10,808,0.1,0,0.1,0,0.8,0,0,0,6.69
John Stones,Man City,28,Premier League,DF,8,731,1,0.3,0.3,0.6,1.2,0,0.2,1,6.68
Yannick Gerhardt,Wolfsburg,28,Bundesliga,DF,8,700,1,0.3,0.8,0,0.6,0.6,0.2,0,6.68
Emanuel Aiwu,Cremonese,21,Serie A,DF,11,969,3.3,1.5,0.9,0.2,2.6,0.5,0.7,0,6.68
Nathan Patterson,Everton,21,Premier League,DF,8,765,3.4,1,0.5,0.2,2.2,0.7,0.3,0,6.68
Oihan Sancet,Athletic Bilbao,22,La Liga,MF,13,949,0.6,0.2,1,0,0.2,0.8,0,0,6.68
Illan Meslier,Leeds,22,Premier League,GK,14,1260,0.1,0.1,0,0,1.6,0.1,0,0,6.68
Arnau Martinez,Girona,19,La Liga,DF,10,814,1.5,0.7,0.6,0.4,0.8,0.8,0.2,0,6.68
Roque Mesa,Real Valladolid,33,La Liga,MF,11,869,1.5,0.6,1.8,0,1.1,1.3,0,0,6.68
Dennis Geiger,Hoffenheim,24,Bundesliga,MF,14,1014,1.6,0.8,1.2,0,0.4,0.6,0.1,0,6.68
Tiago Djaló,Lille,22,Ligue 1,DF,13,1109,1.4,0.9,0.9,0.2,2.4,0.2,0.4,0,6.68
Florian Lejeune,Rayo Vallecano,31,La Liga,DF,12,951,0.7,0.5,0.8,0.3,3,0.3,0.6,0,6.68
Morgan Gibbs-White,Nottingham Forest,22,Premier League,MF,12,1039,0.6,0.5,0.7,0,0.2,0.2,0.2,0,6.68
Hans Hateboer,Atalanta,28,Serie A,DF,12,1047,1.3,0.8,1.1,0,1.5,1.2,0.3,0,6.68
Raheem Sterling,Chelsea,27,Premier League,MF,11,956,0.7,0.1,1.1,0,0.1,0.2,0,0,6.68
Faitout Maouassa,Montpellier,24,Ligue 1,DF,8,657,1.5,0.8,0.8,0,0.5,0.4,0.1,0,6.68
Manuel Riemann,Bochum,34,Bundesliga,GK,15,1350,0,0.1,0.1,0,1.1,0,0,0,6.68
Dominik Kohr,Mainz,28,Bundesliga,MF,14,1178,2,1.2,1.2,0,0.9,1.5,0.3,0,6.68
Maximiliano Caufriez,Clermont Foot,25,Ligue 1,DF,9,790,1.6,1.8,1,0.2,3.7,0.1,0.6,0,6.68
Ansu Fati,Barcelona,20,La Liga,MF,3,462,0.4,0.2,0.4,0,0.2,0.2,0,0,6.68
Leon Bailey,Aston Villa,25,Premier League,MF,11,833,0.4,0.1,1.1,0,0.2,0.5,0,0,6.67
Mostafa Mohamed,Nantes,25,Ligue 1,FW,8,839,0.5,0.1,1,0.1,0.9,0.3,0.1,0,6.67
Matteo Pessina,Monza,25,Serie A,MF,12,997,0.7,0.9,1.1,0,0.5,0.6,0,0,6.67
Domingos Duarte,Getafe,27,La Liga,DF,13,1126,0.9,1.4,1,0.6,4.7,0.2,1,1,6.67
Marcelo Brozovic,Inter,30,Serie A,MF,7,621,1,1.2,0.9,0,0.9,0.5,0.3,0,6.67
Alex Meret,Napoli,25,Serie A,GK,15,1350,0,0,0,0,0.5,0,0,0,6.67
Adrián Embarba,Almeria,30,La Liga,MF,5,424,1.8,0.3,0.9,0,0.2,0.6,0,0,6.67
Léo Baptistão,Almeria,30,La Liga,MF,8,569,1.3,0.7,1.4,0,0.2,0.5,0,0,6.67
Waldemar Anton,Stuttgart,26,Bundesliga,DF,15,1346,1.7,1.3,1,0.3,4.1,0.5,0.7,0,6.67
Alex Sandro,Juventus,31,Serie A,DF,9,780,1,0.8,1,0.4,1.5,0.2,0.5,0,6.67
Lassana Coulibaly,Salernitana,26,Serie A,MF,14,1168,3.1,0.4,1.7,0,0.6,0.9,0.1,0,6.67
Beto,Udinese,24,Serie A,FW,7,687,0.5,0.1,0.7,0,0.7,0.2,0,0,6.67
Fabinho,Liverpool,29,Premier League,DF,11,998,1.9,1,1.1,0,0.9,1,0.2,0,6.67
Anthony Jung,Werder Bremen,31,Bundesliga,DF,14,1150,1.7,0.5,0.7,0.1,1.8,0.5,0.1,0,6.67
Fran García,Rayo Vallecano,23,La Liga,DF,14,1260,1.4,1.1,0.8,0.3,1.3,0.9,0.1,0,6.67
Leonardo Bonucci,Juventus,35,Serie A,DF,6,596,0.3,0.9,0.9,0.3,2.4,0.2,0.7,0,6.66
Edgar Badia,Elche,30,La Liga,GK,14,1260,0.1,0,0.1,0,1,0,0,0,6.66
Sergio Camello,Rayo Vallecano,21,La Liga,FW,11,940,0.6,0,0.3,0,0.5,0.3,0,0,6.66
Sebastian Rode,Eintracht Frankfurt,32,Bundesliga,DF,8,604,1.3,0.4,0.8,0,0.7,0.8,0.1,0,6.66
Vitaliy Mykolenko,Everton,23,Premier League,DF,15,1285,1.5,1.5,0.9,0.2,2.4,0.4,0.6,0,6.66
Luis Alberto,Lazio,30,Serie A,MF,5,541,0.5,0.2,0.3,0,0.1,0.6,0.1,0,6.66
Maxence Caqueret,Lyon,22,Ligue 1,MF,11,976,2.4,0.7,1.2,0,0.6,1.7,0.1,0,6.66
Predrag Rajkovic,Mallorca,27,La Liga,GK,14,1260,0,0,0,0,0.8,0.1,0,0,6.66
Boubakary Soumaré,Leicester,23,Premier League,MF,9,675,2.7,1.1,1,0,1.4,0.6,0.1,0,6.66
Grischa Prömel,Hoffenheim,27,Bundesliga,MF,13,1074,1.8,0.4,1.6,0.2,1.2,0.8,0.2,0,6.66
Wahbi Khazri,Montpellier,31,Ligue 1,MF,8,711,1.1,0.5,0.5,0,0.6,0.7,0.1,0,6.66
Sergi Roberto,Barcelona,30,La Liga,DF,3,371,0.6,0.8,0.6,0,0.7,0.1,0.1,0,6.66
Ferland Mendy,Real Madrid,27,La Liga,DF,11,890,1.1,0.9,0.4,0.2,0.7,0.5,0.2,0,6.66
Jubal,Auxerre,29,Ligue 1,DF,15,1350,0.9,1.9,1,0.7,5.1,0.2,1.1,0,6.66
Koray Günter,Verona,28,Serie A,DF,11,1003,0.8,2.3,1.3,0.2,3.5,0.2,1.2,0,6.66
Kai Havertz,Chelsea,23,Premier League,MF,11,889,1.2,0,1.7,0,1.1,0.7,0,0,6.66
Muhammed Cham,Clermont Foot,22,Ligue 1,MF,10,867,1,0.3,0.7,0.1,0.2,0.6,0,0,6.66
Vincent Le Goff,Lorient,33,Ligue 1,DF,15,1350,2.3,1.1,0.4,0.1,2.2,0.2,0.1,0,6.66
Munas Dabbur,Hoffenheim,30,Bundesliga,MF,4,422,0.5,0.2,0.3,0,0,0.1,0,0,6.66
Jeffrey Gouweleeuw,Augsburg,31,Bundesliga,DF,14,1197,1.7,1.8,0.9,0.6,4.3,0.6,0.6,0,6.65
Koke,Atletico,30,La Liga,MF,8,743,1.9,0.1,0.8,0,0.9,1,0.4,0,6.65
Kurt Zouma,West Ham,28,Premier League,DF,14,1185,0.3,0.9,0.4,0.3,4.8,0.2,0.4,0,6.65
Flavius Daniliuc,Salernitana,21,Serie A,DF,9,843,2.1,1,1.1,1,3.9,0.3,0.6,0,6.65
Justin Kluivert,Valencia,23,La Liga,MF,5,520,0.5,0.3,0.8,0,0.3,0.1,0,0,6.65
João Félix,Atletico,23,La Liga,MF,5,512,0.4,0.3,1.2,0,0.1,0.3,0,0,6.65
Danilo Cataldi,Lazio,28,Serie A,MF,12,920,1.3,0.6,0.5,0,1.3,1.2,0.2,0,6.65
Yvon Mvogo,Lorient,28,Ligue 1,GK,14,1183,0,0.1,0,0,0.3,0,0,0,6.65
Massadio Haïdara,Lens,30,Ligue 1,DF,8,739,1.1,1.7,0.4,0.1,0.8,0.4,0.4,0,6.65
Ederson,Man City,29,Premier League,GK,14,1260,0.1,0,0,0,0.7,0,0,0,6.65
Adam Marusic,Lazio,30,Serie A,DF,14,1302,0.8,0.9,0.7,0.3,1.8,0.4,0.1,0,6.65
Saúl Ñíguez,Atletico,28,La Liga,DF,6,464,2.2,0.7,1.7,0,1,0.7,0.1,0,6.65
Jordan Ayew,Crystal Palace,31,Premier League,MF,11,907,2.2,0.2,1.6,0,0.9,0.7,0.1,0,6.65
Lukasz Skorupski,Bologna,31,Serie A,GK,15,1350,0.1,0,0,0,0.8,0,0,0,6.65
Robin Knoche,Union Berlin,30,Bundesliga,DF,14,1260,1.4,0.9,0.6,0.4,4.1,0.7,0.6,0,6.65
Germán Pezzella,Real Betis,31,La Liga,DF,10,912,1.4,1.8,0.6,0.3,3.3,0.2,0.4,0,6.65
Íñigo Lekue,Athletic Bilbao,29,La Liga,DF,10,949,1.3,1,0.8,0.1,1.7,0.4,0.1,0,6.65
Castello Lukeba,Lyon,19,Ligue 1,DF,14,1260,0.7,1.9,1,0.6,1.7,0.1,0.7,0,6.65
Gianluca Mancini,Roma,26,Serie A,DF,15,1200,1.4,1.3,1.3,0.1,1.5,0.1,0.4,0,6.65
Tom Krauß,Schalke,21,Bundesliga,MF,15,1239,4.3,1.1,1.2,0.1,0.9,1.5,0.3,0,6.65
Memeh Okoli,Atalanta,21,Serie A,DF,9,842,1.6,2,1,0,3.2,1,0.4,0,6.65
Yannick Carrasco,Atletico,29,La Liga,MF,8,742,1.2,0.3,0.8,0.1,0.5,0.8,0.1,0,6.65
Pau Torres,Villarreal,25,La Liga,DF,13,1170,0.7,0.2,0.8,0.7,4,0.2,0.8,0,6.64
Anthony Gordon,Everton,21,Premier League,MF,11,986,2,0.1,1.2,0,0.6,0.9,0,0,6.64
Steffen Tigges,FC Koln,24,Bundesliga,FW,9,726,0.4,0.3,0.3,0,0.8,0.3,0,0,6.64
Patrik Schick,Leverkusen,26,Bundesliga,MF,10,861,0,0.1,0.3,0,0.5,0,0.1,0,6.64
Tuta,Eintracht Frankfurt,23,Bundesliga,DF,15,1341,1.5,1.5,1.3,0.5,4.4,0.9,0.4,0,6.64
Joaquín Fernández,Real Valladolid,26,La Liga,DF,10,955,1.2,1,0.6,0.8,3.7,0.2,1,0,6.64
Ricardo Rodríguez,Torino,30,Serie A,DF,10,946,1.8,1.2,0.9,0.1,1.7,0.2,0.7,0,6.64
Edimilson Fernandes,Mainz,26,Bundesliga,DF,9,821,1.1,2.2,0.8,0.2,1.5,0.3,0.2,0,6.64
Corentin Tolisso,Lyon,28,Ligue 1,DF,7,546,0.8,0.7,0.8,0,0.3,1.2,0,0,6.64
Óliver Torres,Sevilla,28,La Liga,MF,12,860,1.3,0.6,0.6,0,0.2,0.9,0.2,0,6.64
André Silva,RBL,27,Bundesliga,FW,9,796,0.3,0.1,0.5,0,0.1,0.1,0.1,0,6.64
Ashley Young,Aston Villa,37,Premier League,DF,7,726,1.7,0.9,1,0,1.6,0.1,0.3,0,6.64
Marco Silvestri,Udinese,31,Serie A,GK,15,1350,0.1,0.1,0,0,0.4,0,0,0,6.64
Arnaud Kalimuendo,Rennes,20,Ligue 1,FW,8,610,0.5,0.1,0.5,0,0.2,0.2,0.1,0,6.64
Matteo Bianchetti,Cremonese,29,Serie A,DF,9,905,1.5,0.5,1,0.5,4.8,0.5,1.1,0,6.64
Filippo Bandinelli,Empoli,27,Serie A,MF,13,1060,1.6,0.5,1.6,0,1.3,0.5,0.2,0,6.64
Oliver Christensen,Hertha Berlin,23,Bundesliga,GK,15,1350,0.1,0,0,0,1,0.1,0,0,6.64
Lucas Torró,Osasuna,28,La Liga,MF,14,1127,1.4,0.9,1.9,0.1,1.6,0.3,0.1,0,6.64
Lee Jae-Sung,Mainz,30,Bundesliga,MF,10,821,1.2,0.5,0.7,0,0.2,0.6,0.2,0,6.64
Komnen Andric,Clermont Foot,27,Ligue 1,FW,13,1020,0.7,0.5,0.7,0,0.4,0.6,0.1,0,6.64
Jhon Lucumí,Bologna,24,Serie A,DF,12,1012,1.8,1,0.8,0.5,3.7,0.6,0.6,0,6.64
Idrissa Gueye,Everton,33,Premier League,MF,9,742,2.5,2,1.4,0,0.9,0.9,0.3,0,6.64
Mehdi Bourabia,Spezia,31,Serie A,MF,14,1142,1.5,1.2,1.1,0,1.5,0.5,0.6,0,6.63
Robert Skov,Hoffenheim,26,Bundesliga,DF,12,941,1,0.5,0.9,0,0.9,0.6,0.4,0,6.63
Janik Haberer,Union Berlin,28,Bundesliga,MF,13,859,0.8,0.3,1.1,0,0.7,0.8,0,0,6.63
Jaume Costa,Mallorca,34,La Liga,DF,11,966,1.6,0.4,1.2,0,1.2,0.5,0.2,0,6.63
Giorgi Mamardashvili,Valencia,22,La Liga,GK,14,1260,0,0,0.1,0,1.1,0,0,0,6.63
Harvey Elliott,Liverpool,19,Premier League,MF,10,862,0.7,0.3,0.4,0,0.3,1.1,0.1,0,6.63
Maximilian Eggestein,Freiburg,25,Bundesliga,MF,11,1021,1.9,1,1.1,0,0.4,0.4,0.3,0,6.63
Weston McKennie,Juventus,24,Serie A,DF,9,723,0.6,0.5,0.9,0,0.8,0.3,0.2,0,6.63
Marvin Plattenhardt,Hertha Berlin,30,Bundesliga,DF,13,1000,1.8,0.5,0.8,0,1.6,0.8,0.3,0,6.63
Angel Gomes,Lille,22,Ligue 1,MF,14,1107,1.3,0.4,1.8,0,0.3,0.6,0.1,0,6.63
Ethan Ampadu,Spezia,22,Serie A,DF,10,838,2.3,0.8,1.5,0.7,1.8,0.7,0.8,0,6.63
Emil Audero,Sampdoria,25,Serie A,GK,15,1350,0,0,0,0,0.7,0.1,0,1,6.63
Romain Perraud,Southampton,25,Premier League,DF,10,854,1.9,1.1,0.8,0.1,0.9,0.4,0.2,0,6.63
Maxence Lacroix,Wolfsburg,22,Bundesliga,DF,9,805,0.7,1.4,0.8,0.5,4.1,0.5,0.3,0,6.63
Manuel Lazzari,Lazio,29,Serie A,DF,13,1002,1.7,0.9,0.5,0.2,1,0.7,0.2,0,6.63
Maya Yoshida,Schalke,34,Bundesliga,DF,15,1339,1.3,1.5,0.6,0.6,5.3,0.3,1.1,0,6.63
Nemanja Matic,Roma,34,Serie A,MF,7,794,1.5,0.9,0.6,0,0.7,0.5,0.2,0,6.63
Andy Delort,Nice,31,Ligue 1,MF,9,749,0.2,0.1,0.6,0,0.6,0.1,0,0,6.63
Franco Cervi,Celta Vigo,28,La Liga,MF,12,1025,2.8,1.5,1,0,0.5,1.5,0.1,0,6.63
Odsonne Édouard,Crystal Palace,24,Premier League,MF,9,771,0.8,0.2,1.1,0,0.7,0.1,0.3,0,6.63
Tim Ream,Fulham,35,Premier League,DF,15,1348,1.1,1.4,0.4,0.9,3.2,0.5,1,0,6.63
Ollie Watkins,Aston Villa,26,Premier League,MF,13,1173,0.7,0.4,0.8,0,0.6,0.6,0,0,6.63
Bradley Locko,Reims,20,Ligue 1,DF,13,1058,2.3,1.4,0.7,0.2,1.2,0.8,0.3,0,6.62
Nicolas Cozza,Montpellier,23,Ligue 1,DF,14,1236,2.5,1.4,0.5,0.2,2.2,0.7,0.3,0,6.62
Youssouf Sabaly,Real Betis,29,La Liga,DF,7,631,1.6,0.9,0.7,0.6,1.7,0.1,0.3,0,6.62
Álex Baena,Villarreal,21,La Liga,MF,5,626,0.8,0.2,1.8,0,0.5,0.3,0.2,0,6.62
Christopher Jullien,Montpellier,29,Ligue 1,DF,10,900,1.6,1.2,1.4,0.3,4,0.6,0.5,0,6.62
Demarai Gray,Everton,26,Premier League,MF,15,1289,0.9,0.4,0.5,0,0.7,0.3,0.1,0,6.62
Wesley Saïd,Lens,27,Ligue 1,MF,4,398,0.2,0.1,1.1,0,0.1,0.2,0,0,6.62
Sasa Lukic,Torino,26,Serie A,MF,10,924,1.4,0.8,1.7,0,0.8,0.3,0.5,0,6.62
Robert Andrich,Leverkusen,28,Bundesliga,MF,12,982,1.9,1.2,1.5,0,1.4,0.5,0.3,1,6.62
Chris Führich,Stuttgart,24,Bundesliga,MF,10,880,1.8,0.3,0.4,0,0.2,0.6,0.1,0,6.62
Wilfried Kanga,Hertha Berlin,24,Bundesliga,FW,10,938,0.3,0,0.8,0,0.6,0.1,0.2,0,6.62
Axel Witsel,Atletico,33,La Liga,DF,12,1068,0.9,0.8,0.6,0.3,2.4,0.1,0.4,0,6.62
Martin Valjent,Mallorca,26,La Liga,DF,13,1156,1.1,1.3,1.2,0.5,3.8,0.2,0.8,0,6.62
Pedro,Lazio,35,Serie A,MF,5,679,0.6,0.2,0.3,0,0.1,0.3,0.1,0,6.62
Robert Gumny,Augsburg,24,Bundesliga,DF,9,836,1.2,1,1.3,0.2,2.9,0.5,0.1,0,6.62
Marin Pongracic,Lecce,25,Serie A,DF,9,792,1.8,1.8,1.7,0.4,3.3,0.1,0.3,0,6.62
Lorenzo Montipò,Verona,26,Serie A,GK,15,1350,0,0,0,0,1.7,0.1,0,0,6.62
Juan Bernat,PSG,29,Ligue 1,DF,7,598,1.2,0.3,0.3,0.1,0.7,0.5,0.1,0,6.62
Raphaël Varane,Man Utd,29,Premier League,DF,8,686,1.2,0.4,0.8,0.3,3.8,0.3,0.5,0,6.62
Emerson Royal,Tottenham,23,Premier League,DF,11,904,2,0.8,0.9,0.1,1.9,0.5,0.3,0,6.62
Kike Pérez,Real Valladolid,25,La Liga,MF,11,968,1.8,0.6,1.5,0,0.7,1.3,0.2,0,6.62
Renaud Ripart,Troyes,29,Ligue 1,DF,8,747,1.9,0.2,1.3,0,0.2,1.1,0,0,6.62
Gavin Bazunu,Southampton,20,Premier League,GK,15,1350,0.1,0.1,0,0,1.4,0,0,0,6.61
Jirí Pavlenka,Werder Bremen,30,Bundesliga,GK,15,1289,0,0.1,0,0,1.1,0.2,0,0,6.61
Mario Pasalic,Atalanta,27,Serie A,MF,11,879,1.1,0.9,1.1,0,0.4,0.5,0.1,0,6.61
Pablo Maffeo,Mallorca,25,La Liga,DF,12,1020,1.4,0.8,1,0.1,1.7,0.8,0.6,0,6.61
Óscar Plano,Real Valladolid,31,La Liga,MF,8,831,1.1,0.9,0.6,0,0.5,0.3,0.1,0,6.61
Crysencio Summerville,Leeds,21,Premier League,MF,4,468,1.2,0.3,0.8,0,0.2,0.3,0.1,0,6.61
Thomas Lemar,Atletico,27,La Liga,MF,5,391,0.9,0.3,0,0,0.2,0.6,0.2,0,6.61
Evan Ndicka,Eintracht Frankfurt,23,Bundesliga,DF,15,1343,0.9,1,1.3,0.6,5.3,0.3,0.7,1,6.61
Juan Iglesias,Getafe,24,La Liga,DF,11,1026,2.6,0.6,1.5,0.1,2.2,1.1,0.4,0,6.61
Mikkel Desler,Toulouse,27,Ligue 1,DF,12,1009,3.2,1.3,1,0,1.5,1,0.2,0,6.61
Lukas Nmecha,Wolfsburg,23,Bundesliga,MF,10,822,0.4,0.3,0.4,0,0.2,0,0,0,6.61
Tyler Adams,Leeds,23,Premier League,DF,13,1167,4,1.2,1.9,0.1,0.8,1.2,0.3,0,6.61
Xavier Chavalerin,Troyes,31,Ligue 1,MF,7,720,1.6,0.7,0.5,0.1,0.2,0.9,0.2,0,6.61
Désiré Doué,Rennes,17,Ligue 1,MF,3,401,1.5,0.5,1.2,0,0,0.4,0.1,0,6.61
Sead Kolasinac,Marseille,29,Ligue 1,DF,6,491,1.2,1.3,1.5,0.3,0.6,0.1,0.1,0,6.61
Hugo Guillamón,Valencia,22,La Liga,DF,11,919,0.7,0.8,1.7,0,0.6,0.8,0.1,1,6.61
Jean-Charles Castelletto,Nantes,27,Ligue 1,DF,11,929,1.4,1.8,0.5,0.2,2.2,0.3,0.5,0,6.61
David Okereke,Cremonese,25,Serie A,MF,13,1155,0.4,0.3,0.5,0,0.5,0.3,0.2,0,6.61
Marten de Roon,Atalanta,31,Serie A,DF,12,1030,1.7,1.1,1,0,1.7,1,0.2,0,6.61
Nuno da Costa,Auxerre,31,Ligue 1,MF,9,807,1.5,0.8,1.1,0,0.3,0.9,0,0,6.61
Bartlomiej Dragowski,Spezia,25,Serie A,GK,14,1213,0,0,0,0,1,0.1,0,0,6.61
