name,team,age,league,position,apps,minutesPlayed,goal,assistTotal,yellowCard,redCards,shotsPerGame,passRate,aerialWonPerGame,manOfMatch,rating
Moses Simon,Nantes,27,Ligue 1,MF,13,1103,5,2,1,0,1.5,74.1,0.3,1,6.9
Marc-André ter Stegen,Barcelona,30,La Liga,GK,14,1260,0,0,0,0,0,83.8,0.2,0,6.9
Timo Werner,RBL,26,Bundesliga,MF,7,649,4,1,1,0,3,74.7,0.2,2,6.9
Giorgos Kyriakopoulos,Sassuolo,26,Serie A,DF,9,728,1,1,2,0,1.1,81.6,0.5,1,6.9
Éric Ebimbe,Eintracht Frankfurt,22,Bundesliga,MF,7,711,2,1,1,0,1.2,72,0.8,1,6.9
Nicolas Pépé,Nice,27,Ligue 1,MF,10,922,4,0,0,0,3,83,0.4,1,6.9
Borna Sosa,Stuttgart,24,Bundesliga,DF,10,880,0,5,4,0,0.7,79.8,0.8,1,6.9
David Raya,Brentford,27,Premier League,GK,15,1350,0,0,0,0,0,63.2,0.5,2,6.89
Adrien Truffert,Rennes,21,Ligue 1,DF,13,1117,0,4,1,0,0.5,80.4,1.7,0,6.89
Marc Oliver Kempf,Hertha Berlin,27,Bundesliga,DF,15,1296,0,0,3,0,0.3,77.7,3.9,0,6.89
Federico Dimarco,Inter,25,Serie A,DF,13,1052,3,0,0,0,1.5,78.1,0.1,0,6.89
Chris Smalling,Roma,33,Serie A,DF,14,1322,3,0,3,0,0.6,88.2,1.9,1,6.89
Álvaro García,Rayo Vallecano,30,La Liga,MF,13,1103,3,1,2,0,1.5,72.8,0.3,2,6.89
Sergio Busquets,Barcelona,34,La Liga,MF,11,910,0,1,4,1,0.2,89.1,2.2,0,6.89
Jackson Porozo,Troyes,22,Ligue 1,DF,11,959,2,0,2,0,1.5,82,2.6,1,6.88
Mark Flekken,Freiburg,29,Bundesliga,GK,15,1350,0,0,0,0,0,71.6,0.3,2,6.88
Iker Muniain,Athletic Bilbao,29,La Liga,MF,10,793,0,1,1,0,1.6,87.8,0.1,1,6.88
Emiliano Martínez,Aston Villa,30,Premier League,GK,15,1295,0,0,2,0,0,68.7,0.3,0,6.88
Raphaël Guerreiro,Borussia Dortmund,28,Bundesliga,DF,12,1035,1,2,2,0,0.9,85.3,0.2,0,6.88
Hirving Lozano,Napoli,27,Serie A,MF,8,723,3,3,1,0,1.9,77.5,0.1,0,6.88
Rasmus Kristensen,Leeds,25,Premier League,DF,12,1051,0,1,4,0,0.5,67.6,1.6,0,6.88
Ionut Radu,Cremonese,25,Serie A,GK,9,810,0,0,0,0,0,63.1,0.3,1,6.88
Alexis Sánchez,Marseille,33,Ligue 1,MF,10,862,5,0,1,0,1.9,81.6,1.2,2,6.88
Youssoufa Moukoko,Borussia Dortmund,18,Bundesliga,FW,8,767,6,3,0,0,1.9,71.2,0.1,1,6.88
Ben White,Arsenal,25,Premier League,DF,14,1157,0,2,3,0,0.4,86.4,0.9,0,6.88
Przemyslaw Frankowski,Lens,27,Ligue 1,MF,11,1009,0,2,1,0,1.2,82.7,0.3,0,6.88
Borja Iglesias,Real Betis,29,La Liga,FW,12,965,8,2,0,1,2.4,73.5,0.7,1,6.87
Reinildo,Atletico,28,La Liga,DF,14,1239,0,0,2,0,0.2,86.9,1.2,1,6.87
Paul Joly,Auxerre,22,Ligue 1,DF,10,867,0,0,2,0,0.7,81.1,0.6,1,6.87
Copete,Mallorca,23,La Liga,DF,12,1001,0,0,3,0,0.3,80.7,1,1,6.87
David da Costa,Lens,21,Ligue 1,MF,13,996,1,3,1,0,1.3,84.3,0.2,0,6.87
Roberto Pereyra,Udinese,31,Serie A,MF,15,1297,1,5,4,0,1.1,83.5,0.1,2,6.87
Merih Demiral,Atalanta,24,Serie A,DF,12,1074,1,0,4,0,0.4,83.1,2.8,1,6.87
Mikel Vesga,Athletic Bilbao,29,La Liga,MF,10,924,2,2,2,0,0.9,82,1.5,0,6.87
Olivier Giroud,AC Milan,36,Serie A,FW,9,769,5,3,1,1,2.9,63.3,3.2,1,6.87
Mohamed Camara,Monaco,22,Ligue 1,MF,9,802,0,0,3,1,0.9,90.1,0.5,0,6.87
Aarón Martín,Mainz,25,Bundesliga,DF,15,1246,3,2,1,0,0.8,83.5,0.1,1,6.86
Nikola Milenkovic,Fiorentina,25,Serie A,DF,9,836,2,1,1,0,0.5,84.9,2.9,0,6.86
Marquinhos,PSG,28,Ligue 1,DF,12,1104,1,0,1,0,0.7,95.1,1.1,0,6.86
Benoît Badiashile,Monaco,21,Ligue 1,DF,9,839,2,0,3,0,0.5,86.1,1.9,0,6.86
Alexander Nübel,Monaco,26,Ligue 1,GK,15,1350,0,0,2,0,0,67.1,0.2,1,6.86
Suat Serdar,Hertha Berlin,25,Bundesliga,MF,13,978,3,0,4,0,0.9,71.9,1.1,1,6.86
Oliver Baumann,Hoffenheim,32,Bundesliga,GK,15,1350,0,0,0,0,0,80.2,0.5,1,6.86
Destiny Udogie,Udinese,20,Serie A,MF,11,964,2,1,4,0,0.7,82,0.5,0,6.86
Chancel Mbemba,Marseille,28,Ligue 1,DF,15,1306,1,0,0,0,0.7,85.1,1.9,1,6.86
Davide Frattesi,Sassuolo,23,Serie A,MF,15,1221,4,0,2,0,2,77.1,0.7,0,6.86
Chimy Avila,Osasuna,28,La Liga,MF,11,846,6,1,3,1,2.3,60.2,1.5,3,6.86
Deiver Machado,Lens,29,Ligue 1,MF,12,1014,1,1,2,1,0.5,88,0.4,1,6.85
Julian Ryerson,Union Berlin,25,Bundesliga,DF,12,1042,0,0,2,0,1.2,73.5,0.4,0,6.85
Joe Willock,Newcastle,23,Premier League,MF,13,1121,2,2,0,0,1.7,85.6,0.5,1,6.85
Alexander Djiku,Strasbourg,28,Ligue 1,DF,14,1181,1,1,2,0,0.7,82.2,2.9,0,6.85
Timothy Castagne,Leicester,27,Premier League,DF,13,1192,1,2,0,0,0.6,80.6,1.5,0,6.85
Hamza Sakhi,Auxerre,26,Ligue 1,MF,14,1199,1,1,1,0,1.4,87.3,0.3,2,6.85
Nick Pope,Newcastle,30,Premier League,GK,15,1350,0,0,2,0,0,53.5,0.1,1,6.85
Ismaily,Lille,32,Ligue 1,DF,11,968,2,1,0,0,0.8,79.3,1.6,0,6.85
Christopher Lenz,Eintracht Frankfurt,28,Bundesliga,DF,4,469,0,2,0,0,0.7,81.1,0.4,0,6.84
Kingsley Coman,Bayern,26,Bundesliga,MF,5,529,1,3,0,1,1.6,85.4,0.3,1,6.84
André Almeida,Valencia,22,La Liga,MF,8,708,2,2,0,0,0.7,85.8,0.6,0,6.84
Ademola Lookman,Atalanta,25,Serie A,MF,10,864,7,1,1,0,1.6,79.8,0.1,0,6.84
Exequiel Palacios,Leverkusen,24,Bundesliga,MF,7,567,1,1,1,0,0.7,85.9,0.7,2,6.84
Nicolas Höfler,Freiburg,32,Bundesliga,DF,15,1296,0,1,4,0,0.5,84.7,1.9,0,6.84
Wladimiro Falcone,Lecce,27,Serie A,GK,15,1350,0,0,1,0,0,49.8,0.4,2,6.84
Neto Borges,Clermont Foot,26,Ligue 1,DF,12,994,1,0,0,1,0.9,80.3,0.8,2,6.84
Simone Bastoni,Spezia,26,Serie A,DF,10,811,2,2,4,0,1.5,69.5,0.8,0,6.84
Sandro Tonali,AC Milan,22,Serie A,MF,11,1030,1,2,4,0,1.3,76.8,0.5,1,6.84
Carlos Augusto,Monza,23,Serie A,DF,14,1222,3,1,1,0,1.3,85.1,1.5,2,6.84
Junior Messias,AC Milan,31,Serie A,MF,9,717,2,1,1,0,1.4,74.8,1.4,0,6.83
James Ward-Prowse,Southampton,28,Premier League,MF,15,1350,1,2,2,0,0.8,83.2,1.3,0,6.83
Bryan Cristante,Roma,27,Serie A,DF,15,1241,1,0,4,0,0.9,81.9,1.6,2,6.83
Christian Kouamé,Fiorentina,25,Serie A,MF,12,1012,2,2,2,0,1.6,73.7,2.4,2,6.83
Mason Mount,Chelsea,23,Premier League,MF,13,1038,2,2,2,0,1.6,80.7,0.3,1,6.83
Franck Honorat,Brest,26,Ligue 1,MF,13,1166,2,1,1,0,1.3,73.1,0.5,2,6.83
William Saliba,Arsenal,21,Premier League,DF,14,1246,2,1,4,0,0.2,92.1,1.4,1,6.83
Dani Olmo,RBL,24,Bundesliga,MF,7,534,1,2,0,0,1.6,79.7,0.3,1,6.83
Dominic Solanke,Bournemouth,25,Premier League,FW,12,1078,3,3,0,0,1.9,72.5,1.2,1,6.83
Kevin Gameiro,Strasbourg,35,Ligue 1,FW,12,1068,5,0,0,0,1.7,80.6,0.5,1,6.83
Moi Gómez,Osasuna,28,La Liga,MF,14,1147,1,1,2,0,0.7,86.9,0.4,0,6.83
Gabriel Strefezza,Lecce,25,Serie A,MF,11,897,4,0,2,0,1.5,65.6,0.5,0,6.83
Raúl Albiol,Villarreal,37,La Liga,DF,13,1160,0,0,4,0,0.1,88.5,2,0,6.83
Junya Ito,Reims,29,Ligue 1,MF,11,915,4,1,0,1,1.3,68.4,0.3,1,6.83
Trent Alexander-Arnold,Liverpool,24,Premier League,DF,12,994,1,0,2,0,1,77.5,0.6,0,6.83
Jesper Lindstrøm,Eintracht Frankfurt,22,Bundesliga,MF,12,921,6,0,1,0,2.2,69.3,0.4,1,6.82
Manuel Neuer,Bayern,36,Bundesliga,GK,12,1080,0,0,0,0,0.2,87,0.3,0,6.82
Philipp Hofmann,Bochum,29,Bundesliga,FW,12,1063,4,1,0,0,1.3,60.6,5,2,6.82
Marko Arnautovic,Bologna,33,Serie A,MF,13,1106,8,0,4,0,1.8,72.1,0.5,1,6.82
Valentin Rongier,Marseille,28,Ligue 1,DF,12,1087,0,0,4,0,0.5,89,1.1,0,6.82
Luigi Sepe,Salernitana,31,Serie A,GK,15,1350,0,0,3,0,0,63.4,0.2,1,6.82
Ermedin Demirovic,Augsburg,24,Bundesliga,MF,15,1152,5,2,4,0,2.2,47.7,2.2,1,6.82
Matthijs de Ligt,Bayern,23,Bundesliga,DF,9,768,1,0,2,0,0.4,91.9,2.2,0,6.82
Edgar González,Real Betis,25,La Liga,DF,9,844,0,0,2,1,0.2,88.8,2.5,0,6.82
Georginio Rutter,Hoffenheim,20,Bundesliga,FW,11,1010,2,2,2,0,1.8,63.9,0.7,1,6.82
Danilo Pereira,PSG,31,Ligue 1,DF,8,688,1,0,1,0,0.7,93.4,1.2,0,6.82
Mario Götze,Eintracht Frankfurt,30,Bundesliga,MF,15,1254,2,1,0,0,1,77.9,0,0,6.82
Jonathan Gradit,Lens,30,Ligue 1,DF,10,799,0,2,2,0,0,91.6,1.3,0,6.82
Mërgim Berisha,Augsburg,24,Bundesliga,MF,10,790,3,4,5,1,2.2,50.4,2.4,2,6.82
Morten Hjulmand,Lecce,23,Serie A,MF,14,1175,0,2,4,1,0.4,76.9,1.5,3,6.81
Matteo Politano,Napoli,29,Serie A,MF,7,607,3,3,1,0,1.4,79.4,0.2,0,6.81
Tammy Abraham,Roma,25,Serie A,FW,12,1049,3,1,0,0,2.3,74.3,1.8,0,6.81
Armel Bella-Kotchap,Southampton,20,Premier League,DF,11,906,0,1,1,0,0.9,76.6,2.2,0,6.81
Ridle Baku,Wolfsburg,24,Bundesliga,DF,14,1282,3,1,3,0,1.1,78.5,0.9,1,6.81
Angeliño,Hoffenheim,25,Bundesliga,DF,13,1175,0,3,1,0,0.7,69,0.5,1,6.81
Sven Botman,Newcastle,22,Premier League,DF,12,1059,0,0,0,0,0.5,85.7,2,0,6.81
Etienne Capoue,Villarreal,34,La Liga,DF,10,840,0,0,1,0,1,88.4,1.5,0,6.81
David Soria,Getafe,29,La Liga,GK,14,1260,0,0,1,0,0,51,0.2,4,6.8
Manu Koné,Borussia M.Gladbach,21,Bundesliga,MF,14,1226,1,1,5,0,0.7,86.6,0.7,0,6.8
Rúben Dias,Man City,25,Premier League,DF,9,872,0,0,0,0,0.4,92.2,2.2,0,6.8
Nicolò Rovella,Monza,21,Serie A,MF,9,804,0,0,3,1,0.9,89.2,0.4,0,6.8
Marcus Rashford,Man Utd,25,Premier League,MF,13,1130,4,2,1,0,2.3,75.7,1,2,6.8
William Carvalho,Real Betis,30,La Liga,MF,12,931,2,0,3,0,0.9,86.2,0.7,2,6.8
Neco Williams,Nottingham Forest,21,Premier League,DF,12,1078,0,0,3,0,1.3,68.7,0.6,1,6.8
Boulaye Dia,Salernitana,26,Serie A,MF,10,961,6,2,1,0,1.1,77.7,0.6,1,6.8
Folarin Balogun,Reims,21,Ligue 1,FW,12,1080,8,1,1,0,2.6,66,0.5,1,6.8
Andrew Robertson,Liverpool,28,Premier League,DF,10,864,0,4,0,0,0.4,83.2,0.7,0,6.79
Gédéon Kalulu,Lorient,25,Ligue 1,DF,12,1080,0,3,2,0,0.3,79.8,0.7,0,6.79
Marshall Munetsi,Reims,26,Ligue 1,DF,10,905,2,0,4,0,1.8,72.7,1.3,0,6.79
Kalidou Koulibaly,Chelsea,31,Premier League,DF,8,744,1,0,2,1,0.8,85.2,1.9,0,6.79
Eray Cömert,Valencia,24,La Liga,DF,10,872,1,0,3,1,0.6,87.8,2.6,0,6.79
Kenny Tete,Fulham,27,Premier League,DF,8,710,0,3,5,0,0.3,73.9,1.1,0,6.79
Aaron Cresswell,West Ham,32,Premier League,DF,14,1242,0,0,2,0,0.4,81.3,1.6,0,6.79
Michael Olise,Crystal Palace,20,Premier League,MF,8,754,1,2,1,0,1.1,78.7,0.2,1,6.79
Stijn Spierings,Toulouse,26,Ligue 1,MF,15,1350,2,0,2,0,0.9,84.9,0.5,0,6.78
José Giménez,Atletico,27,La Liga,DF,8,734,0,0,5,0,1.2,87.3,1.9,1,6.78
Lisandro Martínez,Man Utd,24,Premier League,DF,14,1206,0,0,3,0,0.2,86.4,1.3,0,6.78
Virgil van Dijk,Liverpool,31,Premier League,DF,14,1260,1,0,1,0,1.1,88.8,2.7,0,6.78
Laurent Abergel,Lorient,29,Ligue 1,MF,10,810,0,1,2,0,0.4,90.4,0.2,0,6.78
Rui Silva,Real Betis,28,La Liga,GK,12,1080,0,0,2,0,0,65.6,0.3,1,6.78
Stefan de Vrij,Inter,30,Serie A,DF,11,995,1,0,1,0,0.7,88,2.8,0,6.78
Anthony Rouault,Toulouse,21,Ligue 1,DF,15,1343,1,0,0,0,0.5,87.9,2.7,1,6.78
Che Adams,Southampton,26,Premier League,MF,12,1067,4,1,0,0,2.1,70.7,2.3,1,6.78
Ellyes Skhiri,FC Koln,27,Bundesliga,MF,14,1260,0,0,2,0,1.1,89.1,1.3,0,6.78
Lukasz Fabianski,West Ham,37,Premier League,GK,15,1245,0,0,0,0,0,64.9,0.3,0,6.78
Fernando Martínez,Almeria,32,La Liga,GK,13,1170,0,0,1,0,0,67.5,0,1,6.78
Mouctar Diakhaby,Valencia,25,La Liga,DF,10,794,2,0,3,1,0.4,84.4,1,1,6.78
Harvey Barnes,Leicester,24,Premier League,MF,13,1091,6,0,0,0,2.5,75.3,0.8,0,6.78
Eric García,Barcelona,21,La Liga,DF,8,610,1,0,2,0,0.3,91.4,0.9,0,6.78
Salis Abdul Samed,Lens,22,Ligue 1,MF,15,1350,1,0,2,0,0.4,92.3,0.6,0,6.78
Florian Niederlechner,Augsburg,32,Bundesliga,MF,10,912,4,1,1,0,2,60.4,2.1,0,6.78
Oriol Romeu,Girona,31,La Liga,MF,11,990,1,0,4,0,1,88.4,1.1,0,6.78
Hamari Traoré,Rennes,30,Ligue 1,DF,13,1183,0,1,4,0,0.9,87.8,1.1,0,6.77
Noussair Mazraoui,Bayern,25,Bundesliga,DF,6,553,0,3,0,0,0.4,87.9,0.7,0,6.77
Leonardo Balerdi,Marseille,23,Ligue 1,DF,14,1203,0,1,2,0,0.1,85.4,1.6,0,6.77
Sergio Escudero,Real Valladolid,33,La Liga,DF,9,711,0,0,2,0,1.2,73.6,1.4,1,6.77
David García,Osasuna,28,La Liga,DF,12,1042,1,0,6,1,0.7,80.4,2.6,0,6.77
Loïs Openda,Lens,22,Ligue 1,FW,11,947,7,0,1,0,2.5,70.8,0.3,1,6.77
Stefan Savic,Atletico,31,La Liga,DF,10,886,0,0,3,0,0,87.8,2.4,0,6.77
Álex Moreno,Real Betis,29,La Liga,DF,13,1170,0,3,1,0,0.8,78.6,0.5,0,6.77
Pasquale Mazzocchi,Salernitana,27,Serie A,DF,15,1208,2,2,2,0,0.7,80.3,0.5,1,6.77
Ben Davies,Tottenham,29,Premier League,DF,11,995,2,1,1,0,0.6,86.7,1.7,0,6.77
Karim Onisiwo,Mainz,30,Bundesliga,MF,15,1309,4,1,3,0,2.4,61.9,2.1,1,6.76
Felix Nmecha,Wolfsburg,22,Bundesliga,MF,6,665,2,2,2,0,1.2,71.8,1.2,0,6.76
Marius Wolf,Borussia Dortmund,27,Bundesliga,DF,5,516,1,1,1,0,1,73.3,0.4,3,6.76
Andreas Pereira,Fulham,26,Premier League,MF,15,1251,2,4,3,0,1.3,68.1,0.3,1,6.76
Sergio Ramos,PSG,36,Ligue 1,DF,12,1012,0,1,3,1,0.4,95.6,1.5,0,6.76
Jordan Veretout,Marseille,29,Ligue 1,MF,10,983,1,2,1,0,0.6,86.4,0.5,1,6.76
Eric Dier,Tottenham,28,Premier League,DF,14,1285,2,0,1,0,0.6,87.6,1.9,0,6.76
Dan Burn,Newcastle,30,Premier League,DF,14,1227,0,0,3,0,0.6,79.9,2.1,0,6.76
Mohamed Simakan,RBL,22,Bundesliga,DF,9,673,1,1,0,0,0.7,84.2,1.2,0,6.76
Gavi,Barcelona,18,La Liga,MF,9,803,0,1,2,0,0.4,90.6,0.9,0,6.76
Gregor Kobel,Borussia Dortmund,25,Bundesliga,GK,11,990,0,0,0,0,0,81.1,0.4,0,6.76
Gonzalo Plata,Real Valladolid,22,La Liga,MF,6,594,0,2,0,0,1.1,79,0.2,0,6.75
Dante,Nice,39,Ligue 1,DF,14,1260,0,0,3,0,0.6,91.3,2,0,6.75
Denzel Dumfries,Inter,26,Serie A,DF,13,1085,1,2,2,0,1.3,78.3,1.3,0,6.75
Yunis Abdelhamid,Reims,35,Ligue 1,DF,15,1350,0,0,1,0,1,81.2,1.9,0,6.75
Vicente Guaita,Crystal Palace,35,Premier League,GK,14,1260,0,0,1,0,0,74.4,0.4,2,6.75
Johan Gastien,Clermont Foot,34,Ligue 1,MF,14,1218,1,2,4,0,0.6,84.6,0.4,0,6.75
César Azpilicueta,Chelsea,33,Premier League,DF,7,672,0,0,2,0,0.3,83.1,1.5,0,6.75
Steve Mandanda,Rennes,37,Ligue 1,GK,13,1126,0,1,1,0,0,68,0.3,0,6.75
Lazar Samardzic,Udinese,20,Serie A,MF,4,523,3,1,0,0,1.1,87.4,0.3,0,6.75
Mario Lemina,Nice,29,Ligue 1,MF,10,728,0,0,1,1,0.5,90.4,0.3,0,6.75
Alex Iwobi,Everton,26,Premier League,MF,15,1333,1,5,1,0,0.9,82,0.1,0,6.75
Dejan Ljubicic,FC Koln,25,Bundesliga,MF,7,565,3,0,1,0,1.7,81,0.1,1,6.75
Jimmy Cabot,Lens,28,Ligue 1,MF,5,508,0,1,2,0,0.5,83.4,0.3,2,6.75
Silas Mvumpa,Stuttgart,24,Bundesliga,MF,13,1051,3,2,1,0,1.6,78.6,0.7,2,6.74
Ante Rebic,AC Milan,29,Serie A,MF,4,429,3,2,2,0,1.3,60.9,0.5,1,6.74
James Justin,Leicester,24,Premier League,DF,14,1254,0,0,0,0,0.4,81.5,1.6,0,6.74
Óscar Trejo,Rayo Vallecano,34,La Liga,MF,11,849,2,2,6,0,0.8,83.6,0.5,0,6.74
Azzedine Ounahi,Angers,22,Ligue 1,MF,13,1106,0,0,1,0,1.6,88.6,0.4,0,6.74
Facundo Medina,Lens,23,Ligue 1,DF,14,1226,1,1,3,0,0.5,89.4,1.1,1,6.74
Ola Aina,Torino,26,Serie A,DF,7,582,1,0,3,0,0.6,77.9,0.8,1,6.74
Alidu Seidu,Clermont Foot,22,Ligue 1,DF,14,1215,0,0,4,0,0.3,90,0.7,0,6.74
Nemanja Gudelj,Sevilla,31,La Liga,DF,12,1036,2,0,4,0,1.5,91.9,1.3,2,6.74
Vanderson,Monaco,21,Ligue 1,DF,9,857,0,1,1,1,0.5,81.5,0.8,1,6.74
Cheick Oumar Doucouré,Crystal Palace,22,Premier League,MF,12,970,0,1,5,0,0.8,87,0.7,0,6.74
Brice Samba,Lens,28,Ligue 1,GK,15,1350,0,0,1,0,0,72.6,0.2,0,6.74
Lewis Ferguson,Bologna,23,Serie A,MF,6,512,3,0,1,0,1,81.7,0.9,2,6.74
Martín Zubimendi,Real Sociedad,23,La Liga,MF,13,1151,1,2,4,0,0.4,84.5,2.4,1,6.74
Emmanuel Agbadou,Reims,25,Ligue 1,DF,11,970,0,0,2,2,0.8,84.4,1.9,1,6.74
Edu Expósito,Espanyol,26,La Liga,MF,10,781,2,2,0,0,0.8,77.3,0.6,1,6.74
Federico Baschirotto,Lecce,26,Serie A,DF,15,1350,1,0,2,0,0.6,75.7,2.4,0,6.73
Lars Stindl,Borussia M.Gladbach,34,Bundesliga,MF,8,685,1,5,4,0,1.2,78.2,0.4,0,6.73
Johann Lepenant,Lyon,20,Ligue 1,MF,9,833,0,0,1,0,0.8,88.4,0.8,0,6.73
Óscar Rodríguez,Celta Vigo,24,La Liga,MF,12,1003,2,0,2,0,2,84.6,0.6,0,6.73
Farès Chaïbi,Toulouse,20,Ligue 1,MF,9,835,2,4,1,0,1.5,74.5,1.1,0,6.73
Nicolás Domínguez,Bologna,24,Serie A,MF,11,971,1,1,3,0,1.2,81.1,0.6,1,6.73
Thierry Correia,Valencia,23,La Liga,DF,14,1214,0,0,3,0,0.3,80.5,0.9,0,6.73
Montassar Talbi,Lorient,24,Ligue 1,DF,15,1350,0,1,0,0,0.2,88.7,2.3,0,6.73
Bryan Mbeumo,Brentford,23,Premier League,MF,15,1134,3,1,3,0,1.9,73.4,0.7,0,6.73
Javi Galán,Celta Vigo,28,La Liga,DF,14,1256,0,1,2,0,0.4,81.6,0.7,2,6.73
Arkadiusz Milik,Juventus,28,Serie A,MF,7,709,4,0,1,1,1.7,80.1,1.6,1,6.73
Mounaïm El Idrissy,AC Ajaccio,23,Ligue 1,FW,12,1065,3,0,4,0,1.8,73.8,3.1,2,6.73
Quentin Merlin,Nantes,20,Ligue 1,DF,13,1133,0,1,1,0,0.8,80.2,0.7,0,6.73
Philipp Lienhart,Freiburg,26,Bundesliga,DF,15,1348,0,0,0,0,0.3,86.6,2.1,0,6.73
Mohammed Salisu,Southampton,23,Premier League,DF,14,1260,0,1,4,0,0.6,78.9,2.1,0,6.72
Nikola Vlasic,Torino,25,Serie A,MF,14,1281,4,2,1,0,2.3,79.7,0.8,0,6.72
Takefusa Kubo,Real Sociedad,21,La Liga,MF,10,850,2,2,0,0,1.8,78.4,0.6,1,6.72
Milos Veljkovic,Werder Bremen,27,Bundesliga,DF,12,1036,1,0,1,0,0.2,81,1.8,0,6.72
Jonjoe Kenny,Hertha Berlin,25,Bundesliga,DF,15,1350,0,1,1,0,0.4,75.6,0.9,0,6.72
Leonardo Sernicola,Cremonese,25,Serie A,MF,10,905,1,1,4,0,1.1,71.2,1.1,1,6.72
Santi Comesaña,Rayo Vallecano,26,La Liga,MF,8,734,1,0,2,0,1,84.2,0.8,0,6.72
Óscar Valentín,Rayo Vallecano,28,La Liga,MF,11,961,0,0,5,0,0.6,84.5,0.8,0,6.72
Brian Oliván,Espanyol,28,La Liga,DF,14,1212,0,3,3,0,0.6,71,0.7,0,6.72
Brenden Aaronson,Leeds,22,Premier League,MF,14,1196,1,2,2,0,1.4,80,0.4,0,6.72
Vitinha,PSG,22,Ligue 1,MF,10,843,0,0,2,0,1,93.6,0.2,0,6.72
Samu Castillejo,Valencia,27,La Liga,MF,8,618,2,0,4,0,1.9,86.5,0.3,0,6.72
Luke Shaw,Man Utd,27,Premier League,DF,9,786,0,1,3,0,0.4,85,1.1,0,6.71
Flavien Tait,Rennes,29,Ligue 1,MF,12,1047,1,0,2,0,1.1,85.7,0.3,0,6.71
Habib Diallo,Strasbourg,27,Ligue 1,MF,13,1132,6,0,0,0,1.6,70.5,2.5,0,6.71
Hugo Lloris,Tottenham,35,Premier League,GK,15,1350,0,0,0,0,0,77.5,0.3,0,6.71
Luca Pellegrini,Eintracht Frankfurt,23,Bundesliga,DF,7,559,0,0,1,0,1.6,72.7,0.6,0,6.71
Maxime Estève,Montpellier,20,Ligue 1,DF,8,808,0,0,3,0,0.3,79.8,1.3,2,6.71
Nico Elvedi,Borussia M.Gladbach,26,Bundesliga,DF,13,1126,2,0,0,0,0.5,92.4,1.6,0,6.71
Joe Gomez,Liverpool,25,Premier League,DF,9,885,0,0,2,0,0.3,85,2.7,0,6.71
Walace,Udinese,27,Serie A,MF,15,1285,0,0,2,0,0.9,84.3,0.4,0,6.71
Óscar De Marcos,Athletic Bilbao,33,La Liga,DF,13,1079,0,3,2,0,0.1,80.7,0.8,0,6.71
Alejandro Catena,Rayo Vallecano,28,La Liga,DF,14,1260,1,1,5,0,0.2,82.9,1.9,0,6.71
Brahim Díaz,AC Milan,23,Serie A,MF,10,664,4,1,2,0,1.2,78.4,0.2,0,6.71
Kaoru Mitoma,Brighton,25,Premier League,MF,2,311,1,1,0,0,0.3,81.8,0.3,1,6.71
Mattéo Guendouzi,Marseille,23,Ligue 1,MF,12,1054,1,2,2,0,1.1,86.2,0.6,0,6.71
Djibril Sow,Eintracht Frankfurt,25,Bundesliga,MF,13,1169,2,0,4,0,0.7,86.5,0.9,0,6.71
Marc Roca,Leeds,26,Premier League,MF,14,1042,1,1,3,0,1,82.2,0.6,0,6.71
Antonio Raíllo,Mallorca,31,La Liga,DF,13,1170,1,0,5,0,0.3,86.4,1.5,0,6.71
Mathias Autret,Auxerre,31,Ligue 1,MF,11,869,2,2,0,0,1.4,82.1,0.2,0,6.71
Lucas Robertone,Almeria,25,La Liga,MF,13,1026,1,1,3,0,1.1,83.4,0.5,1,6.71
Ivan Perisic,Tottenham,33,Premier League,MF,9,833,0,4,2,0,0.7,74.6,0.5,1,6.7
Kiernan Dewsbury-Hall,Leicester,24,Premier League,MF,14,1139,1,2,1,0,0.7,78.7,0.7,1,6.7
Danny Welbeck,Brighton,32,Premier League,MF,11,998,0,2,0,0,2,82.9,1.8,1,6.7
Yeremy Pino,Villarreal,20,La Liga,MF,9,700,1,0,2,0,1,80.2,0.7,0,6.7
Christian Günter,Freiburg,29,Bundesliga,DF,15,1316,0,1,3,0,1.3,76.6,0.3,0,6.7
Santiago Bueno,Girona,24,La Liga,DF,14,1260,0,1,2,0,0.6,87.2,2.6,0,6.7
Rolando Mandragora,Fiorentina,25,Serie A,MF,10,870,1,1,4,0,1.7,86.5,0.9,0,6.7
Kevin Stöger,Bochum,29,Bundesliga,MF,13,1205,1,1,1,0,1.4,74.9,0.4,1,6.7
Amadou Onana,Everton,21,Premier League,MF,12,1038,0,1,4,0,1.1,80.8,1.7,0,6.7
Julien Laporte,Lorient,29,Ligue 1,DF,15,1350,0,0,1,0,0.4,86.3,1.8,0,6.7
Aaron Ramsey,Nice,31,Ligue 1,MF,5,574,1,0,0,0,0.8,87.8,0.3,1,6.7
Elye Wahi,Montpellier,19,Ligue 1,MF,14,1175,6,1,4,0,1.9,68,0.8,1,6.7
Nicolas Pallois,Nantes,35,Ligue 1,DF,14,1190,0,0,1,1,0.2,85.4,1.4,1,6.7
Xaver Schlager,RBL,25,Bundesliga,MF,9,829,1,0,0,0,0.4,86.1,0.8,1,6.7
Nordi Mukiele,PSG,25,Ligue 1,DF,6,675,0,1,0,0,0.5,90.6,1.2,0,6.7
Marcel Sabitzer,Bayern,28,Bundesliga,MF,7,626,1,1,2,0,1.1,87.9,0.6,0,6.7
