name,team,age,position,apps,minutesPlayed,assistTotal,keyPassPerGame,totalPassesPerGame,passSuccess,accurateCrossesPerGame,accurateLongPassPerGame,accurateThroughBallPerGame,rating
Francis Coquelin,"Villarreal,",31,", M(CLR)",6(5),520,0,0.4,17.9,86.8,0.1,0.6,0.1,6.47
Pedro Chirivella,"Nantes,",25,", DMC",14,1202,0,0.9,58.6,85.2,0.1,5.4,0.1,6.47
Gabriel Paulista,"Valencia,",32,", D(CR)",7(3),579,0,0.4,38.2,88.2,0,2.9,0,6.47
Konstantinos Tsimikas,"Liverpool,",26,", D(L)",4(6),365,3,0.9,20.7,85,1.1,0.4,0,6.47
Takehiro Tomiyasu,"Arsenal,",24,", D(CLR)",4(7),406,0,0.2,21.9,83.8,0.2,1,0,6.47
Souleyman Doumbia,"Angers,",26,", D(L),M(L)",13,1078,0,0.5,31.6,81,0.5,0.9,0,6.47
Stole Dimitrievski,"Rayo Vallecano,",28,", GK",13,1170,0,0,24,54.2,0,3.9,0,6.47
Emanuele Valeri,"Cremonese,",24,", M(L)",12(2),1007,0,1.1,18.9,61.1,0.9,0.9,0,6.47
Rubén Sobrino,"Cadiz,",30,", AM(CLR),FW",9(2),801,0,0.6,16.5,77.3,0,0.2,0,6.47
Wilson Odobert,"Troyes,",18,", Forward",6(9),694,2,0.8,12.1,79.6,0.2,0.2,0,6.47
Nemanja Radonjic,"Torino,",26,", M(CLR)",7(7),697,1,0.6,13.5,68.8,0.6,0.4,0.1,6.47
Yan Couto,"Girona,",20,", D(R),M(R)",5(5),505,0,0.5,25.8,81.4,0.4,1,0,6.47
Agustín Marchesín,"Celta Vigo,",34,", GK",14,1260,0,0,28.6,67.8,0,6,0,6.47
Arkadiusz Reca,"Spezia,",27,", D(L),M(L)",9(2),792,1,0.5,26.9,72.3,1,1.5,0,6.47
Arnaud Nordin,"Montpellier,",24,", AM(CLR),FW",10(3),811,1,0.2,14.7,79.1,0.4,0.5,0,6.47
Eric Martel,"FC Koln,",20,", DMC",9(3),768,0,0.3,29.7,81.2,0.2,0.6,0,6.47
Leonardo Spinazzola,"Roma,",29,", D(LR),M(L)",8(3),739,1,0.7,28.4,77.2,0.5,1.8,0.1,6.47
Pape Gueye,"Marseille,",23,", DMC",3(6),338,0,0.2,24.7,83.8,0.1,1.2,0,6.47
Stephan El Shaarawy,"Roma,",30,", M(CLR),FW",1(9),340,0,0.7,16,81.3,0,0.9,0,6.47
Matheus Nunes,"Wolves,",24,", AM(C)",11(1),862,1,0.9,25.7,81.2,0.1,1.8,0,6.46
Renato Tapia,"Celta Vigo,",27,", D(C),DMC",7(4),641,0,0.7,32.5,87.7,0.1,3,0,6.46
Fernando Calero,"Espanyol,",27,", D(C)",10(2),875,0,0.3,33.7,83.9,0,2.6,0,6.46
Hugo Magnetti,"Brest,",24,", DMC",6(6),587,0,0.3,24.3,83.9,0.3,2.3,0,6.46
Thomas Ouwejan,"Schalke,",26,", D(L),M(L)",9(1),743,1,1.6,26.5,69.1,2.4,1.3,0,6.46
Mathias Pereira Lage,"Brest,",26,", M(CLR)",12(3),950,1,0.6,18.4,72.8,0.1,0.9,0,6.46
Adam Hlozek,"Leverkusen,",20,", AM(CL),FW",7(6),577,2,1,10.6,82.6,0.4,0.3,0.1,6.46
Sebastiano Luperto,"Empoli,",26,", D(C)",13,1086,0,0.2,38.7,84.5,0.1,2.2,0.1,6.46
András Schäfer,"Union Berlin,",23,", M(C)",8(3),707,0,0.3,18.8,76.3,0.1,0.2,0.1,6.46
Ezri Konsa,"Aston Villa,",25,", D(CR)",14(1),1261,0,0.3,43.6,83.8,0.1,1.9,0.1,6.46
Mathías Olivera,"Napoli,",25,", D(L),M(L)",4(7),376,0,0.5,25.2,85.6,0.2,0.8,0,6.46
Joe Worrall,"Nottingham Forest,",25,", D(C)",7(4),713,0,0.2,38.7,82.9,0,2.5,0,6.46
Matty Cash,"Aston Villa,",25,", D(R),M(CLR)",12(1),1032,0,0.5,31.5,74.4,0.7,1.3,0.1,6.46
Daniel Podence,"Wolves,",27,", AM(CLR),FW",12(3),1022,0,1.5,22.7,69.5,0.5,1,0,6.46
Pablo Fornals,"West Ham,",26,", M(CLR)",9(5),781,0,0.6,25.6,79.3,0.3,1.9,0.1,6.46
Martín Satriano,"Empoli,",21,", FW",11(2),878,1,0.5,13,71.6,0.1,0.2,0,6.46
Robin Koch,"Leeds,",26,", D(C),DMC",14,1216,0,0,50.6,77.8,0,2.6,0,6.46
Lewis Dunk,"Brighton,",31,", D(C)",14,1260,0,0.1,68.6,89.2,0,5.1,0,6.46
Christian Groß,"Werder Bremen,",33,", D(C),DMC",11(2),911,0,0.3,30.9,82.8,0.1,0.9,0.1,6.46
Razvan Marin,"Empoli,",26,", M(C)",10(5),980,0,1.1,36.5,84.8,0.5,2.5,0,6.46
Piero Hincapié,"Leverkusen,",20,", D(CL)",11(2),1011,0,0.3,51.2,83.3,0.2,1.5,0.1,6.45
Adam Smith,"Bournemouth,",31,", D(LR),M(LR)",15,1306,1,0.4,32.1,80.2,0.6,2,0,6.45
Clerc,"Elche,",30,", D(L),M(L)",10,864,1,0.3,34.4,76.5,0.3,0.9,0,6.45
Andrea Pinamonti,"Sassuolo,",23,", FW",14(1),1162,0,0.6,16,63.3,0.1,0.1,0.1,6.45
Robert Sánchez,"Brighton,",25,", GK",14,1260,0,0,29.5,67.8,0,4.3,0,6.45
Lukás Hrádecky,"Leverkusen,",33,", GK",14,1260,0,0,29.4,69.9,0,5.6,0,6.45
Brandon Soppy,"Atalanta,",20,", D(R),M(LR)",7(3),530,3,0.8,18.4,78.8,0.2,0.5,0,6.45
Yan Valery,"Angers,",23,", D(CR),M(R)",9,672,0,0.2,24.4,75,0.2,1.3,0,6.45
Rubén Peña,"Osasuna,",31,", D(R),M(LR)",6(4),566,1,0.7,17.8,77,0.5,1,0,6.45
Lucas Perrin,"Strasbourg,",24,", D(C)",5(4),551,0,0.2,30.8,84.1,0.1,2.2,0,6.45
Gianluca Scamacca,"West Ham,",23,", FW",9(4),758,0,0.9,11.3,66.7,0.1,0.8,0,6.45
Roberto Soriano,"Bologna,",31,", AM(CLR)",6(8),635,3,0.8,17.7,79.4,0.1,0.6,0.3,6.45
Hugo Ekitike,"PSG,",20,", FW",2(7),224,2,0.6,9.7,87.4,0,0.2,0,6.45
Kevin Vogt,"Hoffenheim,",31,", D(CR),M(C)",14,1193,0,0.1,60.5,89.5,0,5.4,0,6.45
Miguel Gutiérrez,"Girona,",21,", D(L)",11(2),915,2,0.8,28.8,82.9,0.8,0.8,0.1,6.44
Antonio Candreva,"Salernitana,",35,", M(CLR)",13(2),1172,1,1.5,36.8,81.7,1.1,2.7,0.1,6.44
Takumi Minamino,"Monaco,",27,", AM(CLR),FW",5(4),333,3,0.3,10.4,76.6,0.4,0.2,0,6.44
Miha Blazic,"Angers,",29,", D(C)",10,856,0,0,54.6,87.5,0,3.8,0,6.44
Linton Maina,"FC Koln,",23,", M(CLR),FW",9(5),811,3,1.1,13.1,74.9,0.6,0.1,0,6.44
Luka Jovic,"Fiorentina,",24,", FW",9(5),750,0,0.6,9.9,75.4,0,0.6,0,6.44
Matt Targett,"Newcastle,",27,", D(L),M(L)",4(6),421,0,0.7,22.4,80.4,0.5,0.8,0,6.44
Kevin Agudelo,"Spezia,",24,", AM(CR),FW",11(4),983,0,0.7,19.4,73.9,0.3,0.7,0.1,6.44
James Milner,"Liverpool,",36,", D(LR),M(CLR)",4(8),464,1,0.8,24,78.8,0.7,1.7,0.1,6.44
Dimitri Liénard,"Strasbourg,",34,", D(L),M(CL)",9(4),747,0,1,29.5,78.1,1.2,2.4,0,6.44
Lucas Olaza,"Real Valladolid,",28,", D(L),M(L)",6(3),641,0,1.2,28.6,83.3,0.8,1.8,0,6.44
Valentino Lazaro,"Torino,",26,", D(R),M(CLR)",11(2),909,1,1.3,32.5,78.3,1.2,1.1,0,6.44
Luca Zanimacchia,"Cremonese,",24,", AM(C)",8(4),661,0,0.9,19.5,73.9,1.1,0.4,0,6.44
Ante Budimir,"Osasuna,",31,", FW",7(4),557,0,0.5,7.8,61.6,0,0,0,6.44
Sergio Herrera,"Osasuna,",29,", GK",10,900,0,0.1,32.7,58.1,0,10.4,0,6.44
Maximilian Bauer,"Augsburg,",22,", D(C)",12(2),1038,0,0.1,29.3,71.7,0,2.6,0,6.44
Martin Braithwaite,"Espanyol,",31,", AM(CLR),FW",9,706,1,0.4,12.9,63.8,0,0.4,0,6.44
Álex Fernández,"Cadiz,",30,", M(CL),FW",8(4),701,0,0.5,23.7,88,0.3,0.8,0,6.44
Federico Ceccherini,"Verona,",30,", D(C)",9,641,0,0.3,29.9,78.8,0,2,0,6.44
Tyrick Mitchell,"Crystal Palace,",23,", D(L)",12(2),980,2,0.4,32.9,72,0.1,1.2,0,6.44
Adama Traoré,"Wolves,",26,", M(CLR),FW",6(6),621,0,0.9,14.3,73.1,0.9,0.3,0,6.44
Cristian Buonaiuto,"Cremonese,",29,", Midfielder",2(9),365,0,0.8,14.2,74.4,0.6,0.4,0,6.44
Álvaro Aguado,"Real Valladolid,",26,", M(C)",8(5),747,2,1.2,31.3,86.5,0.3,3.5,0.2,6.44
Alexander Schwolow,"Schalke,",30,", GK",15,1350,0,0.1,32.7,60.2,0,9.5,0,6.44
Isak Hien,"Verona,",23,", D(C)",8(4),880,0,0.2,31,74.5,0.1,1.5,0,6.44
Jakub Kaminski,"Wolfsburg,",20,", M(LR)",10(3),804,2,0.8,14.8,72.5,0.2,0.2,0,6.43
Jean-Victor Makengo,"Udinese,",24,", AM(CL)",9(3),645,1,0.4,20.8,85.9,0.1,0.3,0,6.43
Alejandro Pozo,"Almeria,",23,", D(R),M(R)",6(4),579,1,0.7,26.8,72.8,0.7,2.1,0,6.43
Arthur Cabral,"Fiorentina,",24,", FW",4(8),496,1,0.6,7.8,76.3,0,0.3,0,6.43
Erik Lamela,"Sevilla,",30,", AM(CLR),FW",10(3),958,0,1.2,29.2,80.5,0.3,0.8,0,6.43
Cristhian Stuani,"Girona,",36,", AM(CLR),FW",3(7),413,0,0.4,5.8,75.9,0.1,0.3,0,6.43
Iván Sánchez,"Real Valladolid,",30,", AM(CR)",7(4),556,0,0.7,21.5,84.8,0.5,1.3,0,6.43
Chris Mepham,"Bournemouth,",25,", D(C)",14,1252,0,0.1,41,83.4,0,1.9,0,6.43
Pietro Terracciano,"Fiorentina,",32,", GK",12,1080,0,0,29.8,72.8,0,7.1,0,6.43
Fábio Carvalho,"Liverpool,",20,", AM(CL)",4(7),335,0,0.1,11.9,83.2,0.1,0.2,0,6.43
Marius Bülter,"Schalke,",29,", D(R),M(CLR),FW",14(1),1177,0,1.1,20.2,68.3,0.7,0.5,0.1,6.43
Mads Pedersen,"Augsburg,",26,", D(L),M(CL)",7(5),692,0,0.5,14.8,69.5,0.5,0.7,0,6.43
Mattias Svanberg,"Wolfsburg,",23,", M(CL)",7(7),626,2,0.7,11.1,71.6,0.3,0.3,0,6.43
Darko Brasanac,"Osasuna,",30,", M(CR)",4(8),482,1,0.2,13.9,84.4,0.1,0.3,0,6.43
Milan Skriniar,"Inter,",27,", D(C)",14(1),1280,0,0.3,67,92.1,0,2.7,0,6.43
Nahuel Molina,"Atletico,",24,", D(R),M(R)",11,927,0,0.9,42.3,78.3,0.6,2.3,0.1,6.43
Théo Le Bris,"Lorient,",20,", Defender",9(5),816,0,0.4,21.3,80.9,0.1,0.4,0,6.43
Benno Schmitz,"FC Koln,",28,", D(CLR)",13(1),1038,0,0.7,30.5,63.2,0.9,1.8,0,6.43
Romano Schmid,"Werder Bremen,",22,", AM(CL)",10(4),937,2,0.9,31.5,75.7,0.1,1.3,0.1,6.43
Jérémie Bela,"Clermont Foot,",29,", M(LR)",7(3),568,1,0.2,13.4,72.4,0.2,0.1,0,6.43
Srdjan Babic,"Almeria,",26,", D(C)",12(1),1125,0,0.3,42.7,88.3,0.1,2.8,0,6.43
Omar Colley,"Sampdoria,",30,", D(C)",12(1),1125,0,0,46.2,86,0,2.7,0,6.43
Jean-Kévin Duverne,"Brest,",25,", D(CLR)",11(3),1104,0,0.4,36.9,75.6,0.2,3.1,0,6.42
Gaetan Perrin,"Auxerre,",26,", Forward",3(12),432,1,0.3,9.9,77.2,0,0.5,0,6.42
Fredrik Jensen,"Augsburg,",25,", AM(C),FW",6(5),618,1,1.1,15.8,58.6,0.5,1.2,0,6.42
Yoann Salmier,"Troyes,",30,", D(C)",13,1074,0,0.2,42.6,84.5,0,2.7,0,6.42
Jean-Eudes Aholou,"Strasbourg,",28,", DMC",7(5),591,0,0.5,18.8,70.4,0,0.8,0.3,6.42
Matheus Cunha,"Atletico,",23,", AM(CL),FW",2(9),372,2,0.5,7.2,78.5,0.1,0.2,0.1,6.42
Dodô,"Fiorentina,",24,", D(R)",11(1),872,1,0.5,43.8,85.6,0.1,1.8,0,6.42
Aihen Muñoz,"Real Sociedad,",25,", D(L)",8(1),667,0,0.4,32.4,83.9,0.6,0.8,0,6.42
Erik Palmer-Brown,"Troyes,",25,", D(C)",14(1),1250,0,0.3,35.3,85.8,0.1,1.9,0,6.42
Álvaro Negredo,"Cadiz,",37,", FW",5(5),410,1,0.4,10,58,0,0.5,0.1,6.42
Bafodé Diakité,"Lille,",21,", D(CR)",12(2),1120,0,0.2,47.4,86.7,0.1,1.8,0,6.42
Fabio Depaoli,"Verona,",25,", D(R),DMC,M(LR)",7(3),667,2,0.7,16.2,65.4,0.6,1,0,6.42
Carlos Gruezo,"Augsburg,",27,", DMC",12(1),965,0,0.5,21,72.9,0,2.3,0.1,6.42
Vladimír Coufal,"West Ham,",30,", D(R),M(R)",7(2),684,0,0.9,29.3,67.4,0.6,1.4,0,6.42
Marcos Senesi,"Bournemouth,",25,", D(C)",11(1),941,0,0.3,35.9,80.7,0.1,2.9,0,6.42
Charles Aránguiz,"Leverkusen,",33,", M(C)",4(6),493,0,0.3,29.7,83.2,0,1,0,6.41
Unai López,"Rayo Vallecano,",27,", M(CR)",6(7),553,2,0.7,31.1,86.6,0.5,3.6,0,6.41
Bartosz Bereszynski,"Sampdoria,",30,", D(CLR),M(R)",14,1113,0,0.1,32.7,75.1,0.2,1.1,0,6.41
Christopher Antwi-Adjei,"Bochum,",28,", AM(CLR)",4(6),454,2,0.8,9.1,68.1,0.5,0.4,0,6.41
Moussa Dembélé,"Lyon,",26,", FW",6(6),573,0,0.1,9.9,76.5,0,0,0,6.41
Jørgen Strand Larsen,"Celta Vigo,",22,", FW",9(1),696,2,0.4,12.1,68.6,0,0.3,0,6.41
Elseid Hysaj,"Lazio,",28,", D(LR),M(R)",3(9),375,1,0.3,20.4,85.7,0.1,0.5,0.1,6.41
Mickaël Alphonse,"AC Ajaccio,",33,", D(R)",7(5),650,0,0.5,23.6,68.6,0.3,1.3,0,6.41
Cyrille Bayala,"AC Ajaccio,",26,", AM(R)",10(4),766,0,0.2,15.4,65.3,0.1,0.4,0,6.41
Alfonso Espino,"Cadiz,",30,", D(L)",13(1),1143,3,0.6,29.1,65.2,0.3,1.1,0,6.41
Emil Forsberg,"RBL,",31,", AM(CLR),FW",6(6),585,2,0.5,18.8,85.8,0,0.6,0,6.41
Ludovic Ajorque,"Strasbourg,",28,", FW",6(4),508,0,0.6,17.6,71.6,0,0.4,0,6.41
Jordan Zemura,"Bournemouth,",23,", D(L)",9(2),788,1,1.1,22.5,69.8,0.3,0.6,0,6.41
Stefan Mitrovic,"Getafe,",32,", D(C)",11(2),1034,0,0,26.8,82.8,0,2.2,0,6.41
Thomas Mangani,"AC Ajaccio,",35,", M(C)",5(8),516,1,1.2,26.8,74.2,0.9,2.8,0.1,6.41
Lameck Banda,"Lecce,",21,", AM(L)",10(5),893,1,0.4,12.2,68.9,0.1,0.1,0,6.41
Bevic Moussiti-Oko,"AC Ajaccio,",27,", FW",5(7),485,0,0.3,7.9,54.7,0,0,0,6.41
Nadiem Amiri,"Leverkusen,",26,", M(CLR)",3(8),418,1,0.5,17.9,82.7,0,0.6,0,6.41
Jon Pacheco,"Real Sociedad,",21,", D(C)",7(2),677,0,0,55.1,91.1,0,2,0,6.41
Kristian Thorstvedt,"Sassuolo,",23,", M(C)",10(5),799,1,0.5,19.6,77.9,0.1,0.5,0,6.4
Samuele Birindelli,"Monza,",23,", M(R)",7(5),639,1,0.9,20.3,73,1.2,0.6,0,6.4
Tyrell Malacia,"Man Utd,",23,", D(L)",6(3),567,0,0,23.8,84.1,0.2,0.6,0,6.4
Karim Adeyemi,"Borussia Dortmund,",20,", AM(R),FW",7(4),492,0,0.7,15.2,75.4,0,0.4,0,6.4
Silvan Widmer,"Mainz,",29,", D(CR),M(R)",11(2),927,0,0.6,27.8,74.5,0.1,1.2,0,6.4
Andrea Consigli,"Sassuolo,",35,", GK",15,1350,0,0,41,76.4,0,9.8,0,6.4
Nicola Zalewski,"Roma,",20,", M(L)",7(4),596,0,0.4,24.4,78,0.4,1.9,0.1,6.4
Amine Salama,"Angers,",22,", FW",5(8),529,1,0.3,9.5,74.8,0,0.1,0,6.4
Ivan Sunjic,"Hertha Berlin,",26,", DMC",10(3),844,0,0.3,24.1,76.4,0,1.2,0.1,6.4
Rafa Mir,"Sevilla,",25,", FW",7(2),562,0,0.3,9.3,71.4,0,0.1,0,6.4
Darko Lazovic,"Verona,",32,", M(CLR)",10(1),838,1,1,22.6,67.5,0.9,1.1,0.2,6.4
Joakim Maehle,"Atalanta,",25,", D(LR),M(LR)",8(6),804,1,1.1,28.5,80.7,0.2,0.8,0.1,6.4
Gian Marco Ferrari,"Sassuolo,",30,", D(C)",14,1259,0,0.1,48.8,86.2,0,4.6,0,6.4
Adrien Thomasson,"Strasbourg,",28,", M(CLR)",8(5),758,2,1.1,32.7,83.1,0.2,1,0.1,6.4
Rick Karsdorp,"Roma,",27,", D(R),M(R)",7(2),550,0,0.6,23.9,77.7,0.1,1.3,0.2,6.4
Mitchell van Bergen,"Reims,",23,", AM(LR),FW",3(9),420,1,0.8,7.6,73.6,0.5,0.1,0,6.4
Mateo Kovacic,"Chelsea,",28,", M(CL)",5(6),634,1,0.7,43.8,83.4,0.1,1.6,0.1,6.39
Thomas Henry,"Verona,",28,", FW",13(2),1031,0,0.9,14.1,54.5,0,0.3,0.1,6.39
Cristiano Ronaldo,"Man Utd,",37,", M(L),FW",4(6),520,0,0.6,15.8,76.6,0,0.1,0,6.39
Joaquín Correa,"Inter,",28,", AM(CL),FW",3(10),332,1,0.3,6.8,73,0,0.3,0.2,6.39
Victor Chust,"Cadiz,",22,", D(C)",9(2),852,0,0.1,35.5,83.1,0,5.1,0,6.39
Matheus Henrique,"Sassuolo,",24,", M(C)",4(5),484,0,0.9,27.9,85.7,0,1.3,0,6.39
Sanjin Prcic,"Strasbourg,",29,", M(C)",9(4),789,1,0.4,39.2,84.1,0.4,4.2,0.2,6.39
Rubén Vargas,"Augsburg,",24,", AM(CLR),FW",5(6),491,1,0.5,11.5,54.8,0.1,0.3,0,6.39
Rodrigo Riquelme,"Girona,",22,", AM(C)",9(4),798,0,0.5,15.2,74.1,0.2,0.4,0,6.39
Jérémy Le Douaron,"Brest,",24,", AM(L),FW",6(5),521,0,0.1,8,73.9,0.1,0,0,6.39
Charles Pickel,"Cremonese,",25,", M(C)",12(2),1011,0,0.6,27.9,82.1,0,0.9,0,6.39
Nemanja Maksimovic,"Getafe,",27,", M(C)",10(2),718,0,0.3,15.8,82.6,0.1,0.3,0,6.39
Marlon Santos,"Monza,",27,", D(C)",10(1),826,0,0.1,48.8,92.9,0.3,1.9,0,6.39
Sofyan Amrabat,"Fiorentina,",26,", DMC",10(3),819,0,0.5,44.2,90.8,0.4,4.8,0,6.39
Michail Antonio,"West Ham,",32,", D(R),M(CLR),FW",6(8),605,1,0.5,7.6,56.6,0.1,0.1,0,6.39
Miguel Veloso,"Verona,",36,", M(C)",10(4),824,0,0.9,26.6,76.3,1,2.3,0.1,6.38
Gonçalo Guedes,"Wolves,",26,", AM(CLR),FW",8(4),693,1,0.8,14.1,75.1,0.6,0.7,0,6.38
Leandro Paredes,"Juventus,",28,", DMC",3(6),385,0,0.7,28.7,94.6,0.4,2.1,0,6.38
Thomas Delaine,"Strasbourg,",30,", D(L),M(LR)",8(4),714,1,0.4,22.9,70.5,0.7,0.3,0,6.38
Elvis Rexhbecaj,"Augsburg,",25,", M(C)",14,1223,0,0.3,25.4,60.1,0.1,0.9,0,6.38
Íñigo Eguaras,"Almeria,",30,", M(C)",6(5),495,1,0.5,25.9,84.9,0.1,1.8,0.3,6.38
Rodri,"Real Betis,",22,", AM(LR)",10(1),704,0,0.3,29.2,90.3,0.2,0.8,0,6.38
Joseba Zaldúa,"Cadiz,",30,", D(R)",7(3),640,1,0.2,21.4,70.1,0.3,1.1,0,6.38
Lee Buchanan,"Werder Bremen,",21,", D(L),M(L)",1(8),217,0,0.2,9.9,75.3,0.1,0.9,0,6.38
Sergi Gómez,"Espanyol,",30,", D(CR)",10(1),895,0,0.1,40.6,86.6,0.1,3.4,0,6.38
Thilo Kehrer,"West Ham,",26,", D(CLR),M(R)",13,1170,0,0.2,47.3,85.5,0.1,2,0,6.38
Alexis Claude-Maurice,"Lens,",24,", AM(CL)",1(8),213,2,0.6,9.9,80.9,0.1,0.1,0,6.38
Fred,"Man Utd,",29,", M(C)",4(7),394,0,0.8,22.8,81.3,0.1,0.7,0.1,6.38
Daniel-Kofi Kyereh,"Freiburg,",26,", AM(CLR),FW",5(4),432,0,0.2,15,79.3,0,0.2,0,6.38
Josko Gvardiol,"RBL,",20,", D(CL)",8(5),765,0,0.3,55,89.1,0.1,3.3,0,6.37
Nicolò Cambiaghi,"Empoli,",21,", Forward",1(8),247,0,0.2,9,81.5,0,0.3,0,6.37
Riccardo Saponara,"Fiorentina,",30,", AM(CL)",4(8),445,2,0.8,14.6,81.1,0.3,0.3,0.1,6.37
Gianluca Caprari,"Monza,",29,", AM(CLR),FW",13(2),971,1,0.9,26.5,85.4,0.5,0.7,0,6.37
Philippe Coutinho,"Aston Villa,",30,", M(CLR)",6(6),570,0,0.5,22.3,82.4,0.2,0.4,0,6.37
Falaye Sacko,"Montpellier,",27,", D(CR),M(R)",10(2),882,2,0.8,29.6,82.3,0.4,0.8,0,6.37
Jeison Murillo,"Sampdoria,",30,", D(C)",7(2),638,0,0.1,37.4,82.2,0,2.4,0,6.37
Alex Ferrari,"Sampdoria,",28,", D(CR)",10(2),869,0,0.3,37.5,85.1,0,2.5,0,6.37
Lucas Boyé,"Elche,",26,", AM(L),FW",9(3),736,2,0.6,15.1,80.1,0.4,0.8,0.1,6.37
Tommaso Pobega,"AC Milan,",23,", M(C)",5(4),444,0,0.3,19.8,75.8,0,1,0,6.37
Steve Cook,"Nottingham Forest,",31,", D(C)",11(1),959,0,0.3,37.9,80.7,0.1,2.7,0,6.37
Clément Vidal,"AC Ajaccio,",22,", D(C)",6(3),574,0,0.1,34,80.7,0.1,3.1,0,6.37
Enzo Tchato Mbiayi,"Montpellier,",20,", D(R)",7(5),690,1,0.3,19.6,75.3,0.6,0.6,0,6.37
Grejohn Kyei,"Clermont Foot,",27,", FW",6(8),596,1,0.2,8.7,70.5,0.1,0.4,0,6.37
Mathieu Coutadeur,"AC Ajaccio,",36,", M(C)",9(3),805,0,0.6,45.3,85.3,0.1,3.4,0,6.37
Ilia Gruev,"Werder Bremen,",22,", DMC",9(4),718,0,0.4,26.3,87.4,0.3,1.1,0,6.37
Kevin Trapp,"Eintracht Frankfurt,",32,", GK",15,1350,0,0,21.5,59.1,0,3.6,0,6.37
Cristian Gamboa,"Bochum,",33,", D(R),M(R)",15,1279,0,0.6,30.1,67,0.7,3.7,0,6.37
Nicolas Haas,"Empoli,",26,", M(C)",9(3),748,0,0.4,19.2,76.1,0,0.6,0,6.37
Mahdi Camara,"Brest,",24,", D(CR),DMC",7(3),585,0,0.3,24.6,88.2,0,0.6,0,6.36
Romain Hamouma,"AC Ajaccio,",35,", M(CLR),FW",8(2),598,1,1,16.9,81.7,0.9,0.5,0,6.36
Mehdi Léris,"Sampdoria,",24,", M(CLR)",10(3),850,1,0.4,22.4,71.8,0.1,1.1,0,6.36
Isaac Success,"Udinese,",26,", AM(LR),FW",8(7),760,3,0.6,16.4,64.6,0,0.4,0,6.36
Leandro Barreiro,"Mainz,",22,", DMC",7(6),666,0,0.5,12.2,70.9,0.1,0.3,0,6.36
Juan Cruz,"Osasuna,",30,", D(CL)",11(2),1004,0,0.6,27.4,81.2,0.7,0.7,0,6.36
Largie Ramazani,"Almeria,",21,", FW",9(5),800,0,0.5,11.3,69,0.1,0.6,0.1,6.36
Martin Hongla,"Verona,",24,", D(C),DMC",6(3),524,0,0.3,22.6,80.8,0.1,1.3,0,6.36
Aritz Elustondo,"Real Sociedad,",28,", D(CR)",7(4),619,0,0.3,31.7,84.5,0.2,1.6,0,6.36
Lewis O'Brien,"Nottingham Forest,",24,", D(L),M(CL)",6(5),524,0,0.4,17.5,79.7,0,0.2,0,6.35
Stanley Nsoki,"Hoffenheim,",23,", D(CL)",7(2),644,0,0.1,45.2,80.3,0,2,0,6.35
Raúl García,"Athletic Bilbao,",36,", M(CLR),FW",2(11),348,1,0.2,8.5,66.4,0.1,0.3,0.1,6.35
Adam Armstrong,"Southampton,",25,", AM(CLR),FW",11(3),879,1,0.7,14.6,77.5,0.1,0.5,0,6.35
Jamie Vardy,"Leicester,",35,", AM(L),FW",8(7),750,4,0.4,7.2,59.3,0,0.1,0,6.35
Gauthier Gallon,"Troyes,",29,", GK",12,1080,0,0.1,24.1,70.6,0,3.3,0,6.35
Jean-Paul Boëtius,"Hertha Berlin,",28,", AM(CL),FW",5(6),572,0,0.7,20.1,73.8,0.1,1.3,0,6.35
Arnaud Souquet,"Montpellier,",30,", D(CR),M(R)",3(7),339,0,0.3,10.3,75.7,0.1,0.4,0.1,6.35
Remo Freuler,"Nottingham Forest,",30,", DMC",9(2),834,0,0.3,32.5,80.4,0.1,1.2,0,6.35
Kike García,"Osasuna,",33,", FW",3(11),419,0,0.4,6.1,71.8,0,0,0,6.35
Pedro Bigas,"Elche,",32,", D(CL)",12(1),972,0,0,38.3,82.1,0.1,2.5,0,6.35
Adama Soumaoro,"Bologna,",30,", D(CR)",9(1),786,0,0.1,34.1,92.4,0,1,0,6.35
Denis Huseinbasic,"FC Koln,",21,", Midfielder",3(6),372,1,0.4,14.8,85.7,0,0.4,0,6.34
Mattia Caldara,"Spezia,",28,", D(C)",6(3),598,0,0.1,31.3,76.6,0,1.2,0,6.34
Fabio Miretti,"Juventus,",19,", AM(C)",6(7),621,1,0.8,19.8,72.1,0.4,0.5,0,6.34
Antonín Barak,"Fiorentina,",28,", AM(CR)",8(4),705,0,0.7,23.7,79.9,0,1,0,6.34
Tolgay Arslan,"Udinese,",32,", M(C)",6(8),507,0,0.2,16.4,83.8,0,1.4,0,6.34
Riad Nouri,"AC Ajaccio,",37,", Midfielder",6(8),726,1,1,17.3,76.9,1.2,0.5,0,6.34
Samú Costa,"Almeria,",22,", M(C)",8(3),766,0,0.5,32.1,80.5,0,3,0,6.34
Anthony Elanga,"Man Utd,",20,", AM(LR)",5(5),371,1,0.5,10.5,78.1,0.1,0.2,0,6.34
Yasser Larouci,"Troyes,",21,", D(L)",9(4),750,0,0.7,23.5,79.7,0.6,0.4,0.2,6.34
Pierrick Capelle,"Angers,",35,", D(L),M(CLR)",6(6),577,1,0.3,21.3,83.6,0.2,0.9,0,6.34
Dennis Appiah,"Nantes,",30,", D(CLR),M(R)",9(6),796,0,0.3,25.1,75.9,0.3,0.6,0,6.34
Giulio Maggiore,"Salernitana,",24,", M(C)",9(1),659,0,0.3,35.1,77.2,0.1,1.2,0.1,6.34
