name,team,age,position,apps,minutesPlayed,shotsTotal,shotOboxTotal,shotSixYardBox,shotPenaltyArea,rating
Ivan Rakitic,"Sevilla,",34,", M(C)",11,524,0.7,0.5,0,0.2,6.28
Damien da Silva,"Lyon,",34,", D(C)",5,156,0.2,0,0,0.2,6.28
Gabriel Gudmundsson,"Lille,",23,", D(L),M(LR)",5,105,0.2,0.2,0,0,6.28
Dennis Praet,"Leicester,",28,", AM(CR)",7,263,0.1,0,0,0.1,6.28
Himad Abdelli,"Angers,",23,", Midfielder",7,228,0.4,0.1,0,0.3,6.28
Stuart Armstrong,"Southampton,",30,", AM(CLR)",14,690,0.9,0.3,0,0.6,6.28
Jesús Navas,"Sevilla,",37,", D(R),M(R)",11,624,0.5,0.3,0,0.2,6.28
Paulinho,"Bayer Leverkusen,",22,", AM(CLR)",4,80,0.5,0.3,0,0.3,6.28
Valery Fernández,"Girona,",23,", M(L)",9,397,0.4,0.1,0,0.3,6.28
Lorenz Assignon,"Rennes,",22,", D(R)",5,177,0.4,0.2,0.2,0,6.28
Steven Fortès,"Lens,",30,", D(C)",1,6,0,0,0,0,6.28
Albert Sambi Lokonga,"Arsenal,",23,", DMC",6,196,0,0,0,0,6.28
Thorgan Hazard,"Borussia Dortmund,",29,", M(CLR),FW",14,455,0.6,0.2,0.1,0.2,6.28
Nicolás González,"Fiorentina,",24,", M(CLR),FW",6,185,1.7,0.5,0.3,0.8,6.28
Pedro Obiang,"Sassuolo,",30,", DMC",5,154,0,0,0,0,6.28
Andreas Bruus,"Troyes,",23,", D(R)",9,505,0.2,0.1,0,0.1,6.28
Enzo Millot,"VfB Stuttgart,",20,", Midfielder",11,350,0.5,0.2,0,0.4,6.27
Julian Jeanvier,"Auxerre,",30,", D(C)",9,728,0.4,0,0.2,0.2,6.27
Khalil Fayad,"Montpellier,",18,", Midfielder",9,326,0.4,0.3,0,0.1,6.27
Ángel Algobia,"Getafe,",23,", Midfielder",8,359,0.3,0.1,0,0.1,6.27
Cyriel Dessers,"Cremonese,",27,", FW",13,865,2.1,0.2,0.1,1.8,6.27
Ezequiel Ponce,"Elche,",25,", AM(L),FW",13,506,0.9,0.1,0.2,0.7,6.27
Andrea Barberis,"Monza,",28,", M(C)",7,312,0.3,0.1,0,0.1,6.27
Yanis Cimignani,"AC Ajaccio,",20,", Midfielder",8,276,0.8,0.6,0,0.1,6.27
Clément Grenier,"Mallorca,",31,", M(CL)",10,404,0.2,0.1,0,0.1,6.27
Darko Churlinov,"VfB Stuttgart,",22,", M(R)",1,26,0,0,0,0,6.27
Kenji-Van Boto,"Auxerre,",26,", Defender",1,90,1,1,0,0,6.27
Oriol Romeu,"Southampton,",31,", DMC",1,75,0,0,0,0,6.27
Djené Dakonam,"Getafe,",30,", D(C)",12,1004,0.2,0,0,0.2,6.27
Matteo Ruggeri,"Atalanta,",20,", M(L)",4,112,0.8,0.5,0,0.3,6.27
Marcos Antônio,"Lazio,",22,", DMC",8,264,0,0,0,0,6.27
Mario Gila,"Lazio,",22,", D(C)",4,86,0,0,0,0,6.27
Keidi Bare,"Espanyol,",25,", DMC",11,328,0.4,0.1,0,0.3,6.27
Alejandro Garnacho,"Manchester United,",18,", Forward",3,84,0.7,0,0,0.7,6.27
Yves Bissouma,"Tottenham,",26,", M(C)",14,602,0.4,0.4,0,0,6.27
Marco Faraoni,"Verona,",31,", D(R),M(R)",8,480,1.3,0.6,0.3,0.4,6.27
Angelo Fulgini,"Mainz 05,",26,", AM(CLR),FW",14,490,0.4,0.2,0.1,0.1,6.27
Yannik Keitel,"Freiburg,",22,", DMC",11,345,0,0,0,0,6.27
Tanguy Ndombélé,"Napoli,",25,", M(C)",13,467,0.9,0.5,0,0.5,6.26
Aitor Paredes,"Athletic Bilbao,",22,", Defender",3,21,0,0,0,0,6.26
Léo Leroy,"Montpellier,",22,", DMC",9,251,0.4,0.1,0,0.3,6.26
Oscar Ureña,"Girona,",19,", Midfielder",3,99,0.3,0,0,0.3,6.26
Orel Mangala,"Nottingham Forest,",24,", M(C)",7,267,0.6,0.6,0,0,6.26
Gonzalo Escalante,"Cremonese,",29,", DMC",9,556,0.7,0.2,0,0.4,6.26
Andrea Petagna,"Monza,",27,", FW",10,534,0.8,0.2,0,0.6,6.26
Armando Broja,"Chelsea,",21,", FW",12,290,0.5,0,0,0.5,6.26
Brian Ocampo,"Cadiz,",23,", M(L)",10,562,0.5,0.2,0,0.3,6.26
Emre Can,"Borussia Dortmund,",28,", D(CLR),DMC",10,394,0.3,0.1,0,0.2,6.26
Neal Maupay,"Everton,",26,", AM(C),FW",10,554,1.3,0.2,0.3,0.8,6.26
Almamy Touré,"Eintracht Frankfurt,",26,", D(CR),M(R)",3,164,0.3,0,0,0.3,6.26
Gonçalo Paciência,"Celta Vigo,",28,", FW",10,328,1.5,0.5,0,1,6.26
Dogan Alemdar,"Rennes,",20,", GK",3,225,0,0,0,0,6.26
Paul Akouokou,"Real Betis,",24,", DMC",6,235,0.3,0.3,0,0,6.26
José Mari,"Cadiz,",35,", DMC",10,282,0.2,0.2,0,0,6.26
Marvin Schwäbe,"FC Koln,",27,", GK",15,1350,0,0,0,0,6.26
Álvaro Fernández,"Espanyol,",24,", GK",4,360,0,0,0,0,6.26
Rares Ilie,"Nice,",19,", Midfielder",4,149,1,0,0,1,6.26
Gauthier Hein,"Auxerre,",26,", AM(R)",14,672,0.7,0.2,0.1,0.4,6.26
Lois Diony,"Angers,",29,", AM(L),FW",8,437,1.3,0.1,0,1.1,6.26
Iké Ugbo,"Troyes,",24,", FW",13,385,0.5,0.2,0,0.3,6.26
Curtis Jones,"Liverpool,",21,", AM(CL)",4,170,1,0.3,0,0.8,6.26
Marcin Bulka,"Nice,",23,", GK",2,180,0,0,0,0,6.26
Yanis Massolin,"Clermont Foot,",20,", Midfielder",2,36,0,0,0,0,6.26
Jim Allevinah,"Clermont Foot,",27,", AM(LR)",13,542,0.9,0.2,0,0.7,6.25
Dion Lopy,"Reims,",20,", DMC",11,608,0.5,0.5,0,0,6.25
Erhan Masovic,"Bochum,",24,", D(C)",12,719,0.1,0,0,0.1,6.25
Pablo Sarabia,"Paris Saint-Germain,",30,", D(L),M(CLR),FW",12,314,0.3,0.1,0,0.2,6.25
Oliver Burke,"Werder Bremen,",25,", AM(LR),FW",14,242,0.6,0.1,0,0.4,6.25
Emile Smith Rowe,"Arsenal,",22,", AM(CL)",4,48,0.5,0.3,0,0.3,6.25
Christian Pulisic,"Chelsea,",24,", M(CLR),FW",13,415,0.8,0.3,0,0.5,6.25
Kevin Bonifazi,"Bologna,",26,", D(C)",7,415,0.3,0,0,0.3,6.25
Daniele Verde,"Spezia,",26,", AM(CLR)",8,278,1.3,0.6,0,0.6,6.25
Valerio Verre,"Sampdoria,",28,", AM(CL),FW",14,426,0.7,0.5,0,0.2,6.25
Alexis Claude-Maurice,"Nice,",24,", AM(CL)",2,64,1,1,0,0,6.25
Benjamin Tahirovic,"Roma,",19,", Midfielder",1,21,0,0,0,0,6.25
Dyego Sousa,"Almeria,",33,", FW",10,302,0.8,0.1,0.1,0.6,6.25
Jacek Góralski,"Bochum,",30,", DMC",3,143,0,0,0,0,6.25
Nicola Murru,"Sampdoria,",27,", D(L),M(L)",5,134,0,0,0,0,6.25
Oliver Zandén,"Toulouse,",21,", Defender",5,143,0.4,0.2,0.2,0,6.25
Szymon Zurkowski,"Fiorentina,",25,", M(C)",2,30,1,0.5,0,0.5,6.25
Tommaso Milanese,"Cremonese,",20,", Midfielder",1,11,0,0,0,0,6.25
Kieran Tierney,"Arsenal,",25,", D(CL),M(L)",12,346,0.4,0.3,0,0.2,6.25
Lucas Alario,"Eintracht Frankfurt,",30,", FW",10,234,0.8,0.2,0,0.6,6.25
Grigoris Kastanos,"Salernitana,",24,", AM(CR)",8,258,1,0.8,0,0.3,6.25
Chumi,"Almeria,",23,", Defender",7,386,0.1,0,0,0.1,6.25
Sardar Azmoun,"Bayer Leverkusen,",27,", AM(C),FW",8,277,1.4,0,0.1,1.3,6.25
Kingsley Ehizibue,"Udinese,",27,", D(R),M(R)",11,339,0.2,0.1,0,0.1,6.25
Braian Cufré,"Mallorca,",25,", D(L),DMC",3,193,1,0.7,0,0.3,6.25
Luca Kilian,"FC Koln,",23,", D(C)",13,1099,0.3,0,0.1,0.2,6.24
Jon Moncayola,"Osasuna,",24,", DMC",14,873,1.2,0.9,0,0.4,6.24
Nacho,"Real Madrid,",32,", D(CLR)",7,141,0,0,0,0,6.24
Tom Davies,"Everton,",24,", M(C)",7,297,0.7,0.3,0,0.4,6.24
Christophe Hérelle,"Brest,",30,", D(CR)",5,338,0,0,0,0,6.24
Liam Henderson,"Empoli,",26,", AM(C)",13,600,0.4,0.1,0,0.3,6.24
Matthis Abline,"Rennes,",19,", Forward",10,96,0.6,0,0.2,0.4,6.24
Ander Herrera,"Athletic Bilbao,",33,", M(C)",6,239,0.5,0.3,0,0.2,6.24
Cédric Hountondji,"Angers,",28,", D(C)",15,1338,0.4,0,0.1,0.3,6.24
Nicolò Zaniolo,"Roma,",23,", AM(CR),FW",11,772,2,0.7,0.2,1.1,6.24
Taiwo Awoniyi,"Nottingham Forest,",25,", FW",13,512,1.2,0.1,0.3,0.8,6.24
Birger Meling,"Rennes,",27,", D(LR),DMC",9,276,0,0,0,0,6.24
Mert Müldür,"Sassuolo,",23,", D(R)",1,7,0,0,0,0,6.24
Gonzalo Montiel,"Sevilla,",25,", D(CR),M(R)",8,589,0.3,0,0,0.3,6.24
Josip Stanisic,"Bayern Munich,",22,", D(R)",6,143,0,0,0,0,6.24
Nordine Kandil,"Strasbourg,",21,", Midfielder",3,36,0.3,0.3,0,0,6.24
Cédric Avinel,"AC Ajaccio,",36,", D(C)",9,696,0.2,0,0.2,0,6.24
Jens Stage,"Werder Bremen,",26,", M(C)",14,560,0.3,0,0,0.3,6.24
Daniel Caligiuri,"Augsburg,",34,", D(R),M(CLR),FW",10,255,0.5,0.1,0,0.4,6.24
Ismaël Diallo,"AC Ajaccio,",25,", D(L)",12,927,0.1,0.1,0,0,6.24
Ryan Fraser,"Newcastle,",28,", M(CLR),FW",8,311,0.8,0.4,0.1,0.3,6.24
Achraf Dari,"Brest,",23,", D(C)",10,720,0.4,0.1,0,0.3,6.24
Helibelton Palacios,"Elche,",29,", D(R)",9,707,0.3,0,0,0.3,6.24
Adrien Tameze,"Verona,",28,", M(C)",14,1061,0.4,0.2,0.1,0.1,6.24
Bruno Amione,"Sampdoria,",20,", D(C)",5,390,0.4,0,0,0.4,6.24
Kaan Ayhan,"Sassuolo,",28,", D(CR),DMC",10,543,0.1,0.1,0,0,6.24
Chris Wood,"Newcastle,",31,", FW",14,265,0.4,0,0,0.4,6.24
Roberto Torres,"Osasuna,",33,", AM(CLR)",2,9,0,0,0,0,6.24
Lilian Egloff,"VfB Stuttgart,",20,", Midfielder",9,231,0.9,0.4,0,0.4,6.23
Jean Onana,"Lens,",22,", DMC",7,145,0.1,0.1,0,0,6.23
Kevin Mbabu,"Fulham,",27,", D(R),M(R)",6,144,0,0,0,0,6.23
Marc Albrighton,"Leicester,",33,", D(R),M(LR)",3,28,0.3,0,0,0.3,6.23
Brennan Johnson,"Nottingham Forest,",21,", AM(CLR),FW",15,1189,1.3,0.3,0,1,6.23
Ander Barrenetxea,"Real Sociedad,",20,", AM(LR)",4,59,0.3,0,0,0.3,6.23
Dimitri Foulquier,"Valencia,",29,", D(CLR),M(R)",9,283,0.1,0,0,0.1,6.23
Arial Mendy,"Clermont Foot,",28,", D(L)",5,218,0.4,0.2,0,0.2,6.23
Aymen Barkok,"Mainz 05,",24,", AM(CR)",6,77,0.2,0.2,0,0,6.23
Erik Botheim,"Salernitana,",22,", Forward",14,326,0.3,0.1,0.1,0.1,6.23
Jaidon Anthony,"Bournemouth,",23,", AM(L)",10,265,0.6,0.3,0.1,0.2,6.23
Junior Firpo,"Leeds,",26,", D(L),M(L)",2,114,0,0,0,0,6.23
Kilian Fischer,"Wolfsburg,",22,", D(R)",3,112,0,0,0,0,6.23
Samuel Edozie,"Southampton,",19,", Forward",8,150,0.3,0.1,0,0.1,6.23
Domagoj Bradaric,"Salernitana,",22,", D(L),M(L)",10,501,0.4,0.3,0,0.1,6.23
Florent Ogier,"Clermont Foot,",33,", D(C)",9,670,0.2,0.1,0,0.1,6.23
Mark Travers,"Bournemouth,",23,", GK",8,675,0,0,0,0,6.23
Michel Aebischer,"Bologna,",25,", AM(CR)",13,623,0.7,0.2,0,0.5,6.23
Javi Hernández,"Girona,",24,", Defender",10,364,0.4,0.2,0,0.2,6.23
Arnaut Danjuma,"Villarreal,",25,", AM(L),FW",9,478,0.9,0,0.1,0.8,6.23
Munir El Haddadi,"Getafe,",27,", AM(LR),FW",8,228,0.9,0.4,0,0.5,6.23
Rayan Raveloson,"Auxerre,",25,", DMC",13,726,0.8,0.3,0,0.5,6.23
Joe Bryan,"Nice,",29,", D(L),M(CL)",5,166,0.2,0,0,0.2,6.23
Raúl Guti,"Elche,",25,", DMC",11,622,0.5,0.3,0,0.2,6.23
Anthony Lozano,"Cadiz,",29,", AM(L),FW",12,757,1.1,0.3,0,0.8,6.22
Kristoffer Askildsen,"Lecce,",21,", M(C)",12,503,0.8,0.6,0,0.2,6.22
Ignacio Pussetto,"Sampdoria,",26,", AM(CLR),FW",5,150,0.4,0,0,0.4,6.22
Alexis Beka Beka,"Nice,",21,", DMC",8,275,0.4,0.4,0,0,6.22
Moussa Diarra,"Toulouse,",22,", D(C)",11,551,0.1,0,0.1,0,6.22
Tom Cairney,"Fulham,",31,", M(CR)",15,330,0.5,0.3,0,0.3,6.22
Manu Trigueros,"Villarreal,",31,", M(CLR),FW",6,248,0.3,0.3,0,0,6.22
Kingsley Schindler,"FC Koln,",29,", D(R),M(R),FW",14,480,0,0,0,0,6.22
James Garner,"Everton,",21,", M(C)",6,138,0.3,0.2,0,0.2,6.22
Radamel Falcao,"Rayo Vallecano,",36,", FW",12,398,1.1,0.3,0,0.8,6.22
Rafael Borré,"Eintracht Frankfurt,",27,", FW",14,400,0.7,0.1,0,0.6,6.22
Vasilios Lampropoulos,"Bochum,",32,", D(C)",9,475,0.4,0.1,0.1,0.2,6.22
Dan James,"Fulham,",25,", AM(CLR),FW",8,307,1.3,0.1,0.3,0.9,6.22
Davide Zappacosta,"Atalanta,",30,", D(LR),M(LR)",2,92,0,0,0,0,6.22
Bryan Gil,"Tottenham,",21,", AM(CLR)",1,6,0,0,0,0,6.22
Fabio Chiarodia,"Werder Bremen,",17,", Defender",1,2,0,0,0,0,6.22
Frank Tsadjout,"Cremonese,",23,", Forward",3,101,1,0.3,0,0.7,6.22
Lucas Moura,"Tottenham,",30,", AM(CLR),FW",8,93,0.1,0,0,0.1,6.22
Malcom Adu,"Athletic Bilbao,",21,", Forward",1,4,1,1,0,0,6.22
Marek Rodák,"Fulham,",25,", GK",2,180,0,0,0,0,6.22
Sasa Kalajdzic,"Wolverhampton,",25,", FW",1,46,1,0,1,0,6.22
Luca Pfeiffer,"VfB Stuttgart,",26,", FW",11,404,0.8,0.3,0.3,0.3,6.22
Sergi Guardiola,"Real Valladolid,",31,", FW",11,381,0.9,0.3,0.1,0.5,6.22
Julian Baumgartlinger,"Augsburg,",34,", DMC",6,259,0.3,0.2,0.2,0,6.22
Carles Pérez,"Celta Vigo,",24,", AM(CR),FW",14,599,0.9,0.4,0,0.5,6.22
Aridane Hernández,"Osasuna,",33,", D(C)",3,144,0,0,0,0,6.22
Lorenzo De Silvestri,"Bologna,",34,", D(R),M(R)",9,517,0.4,0.1,0,0.3,6.22
Petko Hristov,"Spezia,",23,", D(C)",8,317,0.1,0,0,0.1,6.22
Ibrahima Koné,"Lorient,",23,", FW",14,294,0.2,0,0,0.2,6.22
M'Baye Niang,"Auxerre,",27,", AM(LR),FW",10,561,1.3,0.3,0.1,0.9,6.22
Cheick Keita,"Reims,",19,", Defender",2,121,0,0,0,0,6.22
Franco Russo,"Mallorca,",28,", D(C)",2,78,0,0,0,0,6.22
Jon Magunacelaya,"Real Sociedad,",21,", Midfielder",2,64,0.5,0,0,0.5,6.22
Juanmi Latasa,"Getafe,",21,", Forward",6,58,0.8,0.2,0,0.7,6.22
Roger,"Elche,",31,", FW",8,430,0.5,0,0.1,0.4,6.21
Pietro Pellegri,"Torino,",21,", FW",11,370,0.5,0,0,0.5,6.21
Jérémie Boga,"Atalanta,",25,", AM(CLR),FW",6,73,0.2,0,0,0.2,6.21
Toma Basic,"Lazio,",26,", M(C)",11,274,0.5,0.3,0,0.2,6.21
Nicolás Fernández Mercau,"Elche,",22,", M(L)",8,290,0.1,0,0,0.1,6.21
Ondrej Duda,"FC Koln,",28,", AM(C),FW",13,694,0.9,0.3,0,0.6,6.21
Abdul Mumin,"Rayo Vallecano,",24,", D(C)",2,101,0,0,0,0,6.21
Giulian Biancone,"Nottingham Forest,",22,", D(CLR),M(LR)",2,16,0,0,0,0,6.21
Pierre-Emerick Aubameyang,"Barcelona,",33,", M(CLR),FW",1,8,1,0,0,1,6.21
Robin Gosens,"Inter,",28,", D(L),M(CL)",12,235,0.3,0,0.2,0.1,6.21
Tommaso Augello,"Sampdoria,",28,", D(L)",14,1090,0.2,0.1,0,0.1,6.21
Yayah Kallon,"Verona,",21,", Forward",12,404,0.7,0.3,0,0.3,6.21
Sulemana,"Verona,",19,", Midfielder",5,142,1.2,0.8,0,0.4,6.21
Nikola Moro,"Bologna,",24,", DMC",5,150,0.2,0.2,0,0,6.21
Ismaël Boura,"Lens,",22,", M(L)",7,62,0.3,0.1,0,0.1,6.21
Márton Dárdai,"Hertha Berlin,",20,", D(C)",7,177,0.1,0,0,0.1,6.21
Lucas Pérez,"Cadiz,",34,", AM(CR),FW",13,589,1.2,0.6,0.2,0.4,6.2
Gianluca Gaetano,"Napoli,",22,", Midfielder",3,33,0.7,0.7,0,0,6.2
Jonas Martin,"Lille,",32,", M(CL)",8,158,0,0,0,0,6.2
Roberto Piccoli,"Verona,",21,", FW",4,159,1,0,0,1,6.2
Gaëtan Charbonnier,"Auxerre,",33,", AM(C),FW",6,253,1.2,0.3,0,0.8,6.2
Houboulang Mendes,"Almeria,",24,", D(CR)",7,500,0,0,0,0,6.2
Benjamin Lecomte,"Espanyol,",31,", GK",10,900,0,0,0,0,6.2
Jean-Philippe Mateta,"Crystal Palace,",25,", FW",11,276,1,0.2,0.1,0.7,6.2
Jesús Corona,"Sevilla,",29,", D(R),M(CLR),FW",1,63,0,0,0,0,6.2
Rico Lewis,"Manchester City,",18,", Defender",3,36,0,0,0,0,6.2
Rúben Vinagre,"Everton,",23,", D(L),M(L)",2,24,0,0,0,0,6.2
Serhou Guirassy,"Rennes,",26,", AM(L),FW",1,22,2,0,0,2,6.2
Thomas Cannon,"Everton,",19,", Forward",1,16,1,0,0,1,6.2
Hugo Duro,"Valencia,",23,", AM(L),FW",10,390,1.1,0.1,0.1,0.9,6.2
Mattia Destro,"Empoli,",31,", FW",10,459,1.8,0.3,0.1,1.4,6.2
Rodrigo Battaglia,"Mallorca,",31,", M(C)",11,594,0.2,0.1,0,0.1,6.2
Luca Netz,"Borussia M.Gladbach,",19,", D(L),M(L)",7,139,0,0,0,0,6.2
Antonio Sánchez,"Mallorca,",25,", AM(CR)",14,579,0.6,0.4,0,0.3,6.2
Rubén Alcaraz,"Cadiz,",31,", DMC",10,513,0.9,0.6,0,0.3,6.2
Calum Chambers,"Aston Villa,",27,", D(CR),DMC",3,100,0,0,0,0,6.2
Fábio,"Nantes,",32,", D(LR),M(R)",6,225,0.5,0.2,0.2,0.2,6.2
Ibrahim Amadou,"Angers,",29,", D(C),DMC",6,400,0.3,0.2,0,0.2,6.2
Jack Hendry,"Cremonese,",27,", D(C)",3,187,0,0,0,0,6.2
Abdou Harroui,"Sassuolo,",24,", DMC,M(R)",12,283,0.8,0.6,0,0.2,6.2
Eddie Nketiah,"Arsenal,",23,", FW",12,142,0.7,0.1,0.2,0.4,6.2
Kevin Paredes,"Wolfsburg,",19,", M(L)",7,174,0.1,0,0,0.1,6.2
Hugo Siquet,"Freiburg,",20,", D(R),M(R)",2,15,0,0,0,0,6.2
Ivan Radovanovic,"Salernitana,",34,", D(C),DMC",8,564,0.9,0.9,0,0,6.2
Jack Colback,"Nottingham Forest,",33,", D(L),M(CL)",4,144,0,0,0,0,6.2
Thomas Delaney,"Sevilla,",31,", DMC",8,307,0.4,0.1,0,0.3,6.2
Kelechi Iheanacho,"Leicester,",26,", AM(C),FW",10,211,1,0.3,0,0.7,6.19
Salvatore Molina,"Monza,",30,", DMC,M(LR)",5,229,0.2,0,0,0.2,6.19
Christian Gytkjær,"Monza,",32,", FW",11,331,0.8,0.1,0.2,0.5,6.19
Abdoulaye Bamba,"Angers,",32,", D(LR),M(R)",7,372,0,0,0,0,6.19
Jon Morcillo,"Athletic Bilbao,",24,", AM(L)",8,49,0.1,0,0,0.1,6.19
Tony Jantschke,"Borussia M.Gladbach,",32,", D(CR),DMC",4,87,0,0,0,0,6.19
Ryan Gravenberch,"Bayern Munich,",20,", DMC",10,175,0.6,0.3,0,0.3,6.19
Giacomo Quagliata,"Cremonese,",22,", D(L)",12,407,0.8,0.3,0,0.4,6.19
Kevin Lasagna,"Verona,",30,", AM(CL),FW",13,844,2.5,0.7,0.3,1.5,6.19
Jesse Lingard,"Nottingham Forest,",29,", AM(CLR),FW",13,814,0.8,0.4,0,0.4,6.19
Emanuel Vignato,"Bologna,",22,", AM(CL)",8,239,0.1,0,0,0.1,6.19
José Carlos Lazo,"Almeria,",26,", Midfielder",1,19,2,1,0,1,6.19
Cristhian Mosquera,"Valencia,",18,", Defender",2,53,0.5,0,0,0.5,6.19
Karol Fila,"Strasbourg,",24,", D(R)",2,46,0.5,0.5,0,0,6.19
Arne Maier,"Augsburg,",23,", M(C)",11,530,0.8,0.6,0,0.2,6.19
Dimitrios Nikolaou,"Spezia,",24,", D(C)",14,1149,0.4,0.2,0,0.1,6.19
Emirhan Ilkhan,"Torino,",18,", M(C)",4,88,0.5,0.5,0,0,6.19
Bebé,"Rayo Vallecano,",32,", AM(LR),FW",4,57,1,1,0,0,6.19
Jacob Bruun Larsen,"Hoffenheim,",24,", AM(CL),FW",11,290,0.5,0.2,0.1,0.3,6.19
Shon Weissman,"Real Valladolid,",26,", FW",11,559,1.3,0.2,0.1,1,6.19
Aleix Vidal,"Espanyol,",33,", D(R),M(LR)",9,448,0.2,0.1,0,0.1,6.19
Maximilian Philipp,"Wolfsburg,",28,", AM(CLR),FW",3,115,0.3,0,0,0.3,6.19
Silvère Ganvoula,"Bochum,",26,", FW",9,146,0.8,0.2,0,0.6,6.19
Niklas Tauer,"Mainz 05,",21,", Midfielder",3,92,0.3,0,0,0.3,6.19
Nathaniel Clyne,"Crystal Palace,",31,", D(LR),M(R)",8,582,0,0,0,0,6.19
Ibrahima Diallo,"Southampton,",23,", DMC",9,452,0.3,0.3,0,0,6.19
Cole Palmer,"Manchester City,",20,", Midfielder",7,100,0.3,0,0,0.3,6.18
Ángel Rodríguez,"Mallorca,",35,", FW",5,146,1.2,0,0,1.2,6.18
Noah Weißhaupt,"Freiburg,",21,", Forward",8,106,0.1,0,0,0.1,6.18
Nampalys Mendy,"Leicester,",30,", M(C)",6,147,0.2,0.2,0,0,6.18
Marash Kumbulla,"Roma,",22,", D(C)",3,43,0,0,0,0,6.18
Asier Villalibre,"Athletic Bilbao,",25,", FW",4,91,1,0,0,1,6.18
Pablo Ibáñez,"Osasuna,",24,", Midfielder",4,31,0.5,0.3,0,0.3,6.18
Alexis Saelemaekers,"AC Milan,",23,", M(R)",7,245,1.1,0.6,0,0.6,6.18
Antonio Blanco,"Cadiz,",22,", Midfielder",3,159,0,0,0,0,6.18
Çaglar Söyüncü,"Leicester,",26,", D(C)",1,72,0,0,0,0,6.18
Chris Richards,"Crystal Palace,",22,", D(C)",3,45,0.3,0,0,0.3,6.18
Daniel Ciofani,"Cremonese,",37,", FW",12,238,0.8,0.1,0.2,0.5,6.18
Ilyés Chétti,"Angers,",27,", Defender",2,57,0,0,0,0,6.18
Manu Morlanes,"Villarreal,",23,", DMC",4,147,0,0,0,0,6.18
Mehmet Can Aydin,"Schalke 04,",20,", M(R)",7,206,0.4,0.1,0,0.3,6.18
Nikolas Nartey,"VfB Stuttgart,",22,", M(CL)",2,47,0.5,0.5,0,0,6.18
Souleymane Cissé,"Clermont Foot,",20,", Defender",1,3,0,0,0,0,6.18
Nicolás Melamed,"Espanyol,",21,", AM(L)",9,176,0.3,0.2,0,0.1,6.18
Manuel Gulde,"Freiburg,",31,", D(C)",3,80,0,0,0,0,6.18
Mato Jajalo,"Udinese,",34,", M(C)",3,61,0.7,0.7,0,0,6.18
Gaël Kakuta,"Lens,",31,", M(CLR),FW",2,20,0.5,0.5,0,0,6.18
Warren Bondo,"Monza,",19,", Midfielder",4,56,0.3,0.3,0,0,6.18
Daniele Montevago,"Sampdoria,",19,", Forward",4,203,1.8,0,0,1.8,6.17
Qazim Laçi,"AC Ajaccio,",26,", M(C)",8,206,0.5,0.5,0,0,6.17
Jordan Larsson,"Schalke 04,",25,", AM(CR),FW",9,336,1,0.2,0,0.8,6.17
Tete Morente,"Elche,",26,", AM(CLR)",11,719,1,0.2,0.2,0.6,6.17
Antonios Papadopoulos,"Borussia Dortmund,",23,", Midfielder",1,12,1,0,0,1,6.17
Igor Julio,"Fiorentina,",24,", D(C),M(L)",10,724,0.2,0,0,0.2,6.17
Julio Enciso,"Brighton,",18,", Forward",2,79,2,1,0,1,6.17
Kingsley Ehizibue,"FC Koln,",27,", D(R),M(R)",1,62,1,1,0,0,6.17
Carney Chukwuemeka,"Chelsea,",19,", Midfielder",3,43,0.3,0,0,0.3,6.17
Milos Pantovic,"Union Berlin,",26,", AM(CLR)",8,169,0.8,0.1,0,0.6,6.17
Maxwel Cornet,"West Ham,",26,", D(L),M(LR),FW",5,88,0.8,0,0.2,0.6,6.17
Suso,"Sevilla,",29,", AM(CLR),FW",4,84,1,0.8,0,0.3,6.17
Emmanuel Dennis,"Nottingham Forest,",25,", M(LR),FW",9,342,0.9,0.2,0,0.7,6.16
Ismail Jakobs,"Monaco,",23,", D(L),M(L)",12,334,0.3,0.1,0,0.3,6.16
Josha Vagnoman,"VfB Stuttgart,",21,", D(LR),M(R)",8,508,0.8,0.1,0.1,0.5,6.16
Sada Thioub,"Angers,",27,", M(LR)",14,418,0.2,0.1,0,0.1,6.16
Tariq Lamptey,"Brighton,",22,", D(R),M(R)",11,181,0.1,0.1,0,0,6.16
Emmanuel Gyasi,"Spezia,",28,", M(LR),FW",13,1045,1.3,0.2,0.1,1.1,6.16
Ibrahima Sissoko,"Strasbourg,",25,", D(C),DMC",5,225,0.8,0.2,0,0.6,6.16
Eduardo Quaresma,"Hoffenheim,",20,", D(C)",4,86,0,0,0,0,6.16
Jan Bednarek,"Southampton,",26,", D(C)",2,160,0.5,0,0,0.5,6.16
Johan Mojica,"Villarreal,",30,", D(L),M(L)",5,183,0.2,0.2,0,0,6.16
Marin Jakolis,"Angers,",25,", Forward",1,27,2,0,1,1,6.16
Siriki Dembélé,"Bournemouth,",26,", AM(CL),FW",1,7,0,0,0,0,6.16
Youssouf M'Changama,"Auxerre,",32,", M(C)",11,294,0.2,0.2,0,0,6.16
Mohamed Bayo,"Lille,",24,", FW",9,211,0.7,0,0.3,0.3,6.16
Youssef En-Nesyri,"Sevilla,",25,", FW",10,354,1.6,0,0.1,1.5,6.16
Jean Botué,"AC Ajaccio,",20,", Midfielder",4,163,1.5,0.5,0.3,0.8,6.16
Martin Adeline,"Reims,",19,", Midfielder",4,89,0.3,0.3,0,0,6.16
