name,team,age,position,apps,minutesPlayed,shotsTotal,shotOboxTotal,shotSixYardBox,shotPenaltyArea,rating
Harry Wilson,"Fulham,",25,", AM(CLR)",7,267,0.9,0.3,0,0.6,6.16
Rémy Dugimont,"Auxerre,",36,", Forward",10,101,0.4,0.3,0,0.1,6.16
Francesco Caputo,"Sampdoria,",35,", FW",15,1100,1.3,0.3,0.1,0.9,6.16
Flavius Daniliuc,"Nice,",21,", D(CR)",2,91,0,0,0,0,6.15
Mathias Olesen,"FC Koln,",21,", Midfielder",4,98,0,0,0,0,6.15
Lyanco,"Southampton,",25,", D(C)",7,231,0.4,0.3,0,0.1,6.15
Matteo Cancellieri,"Lazio,",20,", Forward",13,184,0.3,0.1,0.1,0.2,6.15
Eden Hazard,"Real Madrid,",31,", M(CLR),FW",3,98,0.7,0,0,0.7,6.15
Salvi Sánchez,"Rayo Vallecano,",31,", AM(R)",10,259,0.2,0,0,0.2,6.15
Giangiacomo Magnani,"Verona,",27,", D(C)",4,142,0,0,0,0,6.15
Hwang Hee-Chan,"Wolverhampton,",26,", AM(CLR),FW",11,322,0.5,0.2,0,0.3,6.15
Alessio Zerbin,"Napoli,",23,", Forward",4,52,0.3,0,0,0.3,6.15
Jack Stephens,"Southampton,",28,", D(CR)",2,46,0,0,0,0,6.15
Jesús Vázquez,"Valencia,",19,", D(L)",4,148,0.8,0.3,0,0.5,6.15
Levin Öztunali,"Union Berlin,",26,", M(CLR)",1,6,0,0,0,0,6.15
Michel Adopo,"Torino,",22,", Midfielder",4,102,0,0,0,0,6.15
Timothy Fosu-Mensah,"Bayer Leverkusen,",24,", D(CR)",7,110,0.3,0.3,0,0,6.15
Abdallah Sima,"Angers,",21,", AM(R),FW",12,554,0.7,0.1,0.1,0.5,6.15
Adam Forshaw,"Leeds,",31,", M(C)",3,47,0,0,0,0,6.15
Lohann Doucet,"Nantes,",20,", Midfielder",6,60,0.2,0,0,0.2,6.15
Viktor Kovalenko,"Spezia,",26,", M(C)",7,326,0.6,0.1,0,0.4,6.15
Bernardo Espinosa,"Girona,",33,", D(C)",8,500,0.4,0,0.1,0.3,6.15
Marco D'Alessandro,"Monza,",31,", M(LR)",7,263,0.6,0.1,0,0.4,6.15
Hannes Wolf,"Borussia M.Gladbach,",23,", M(CLR)",4,51,0,0,0,0,6.15
Gerzino Nyamsi,"Strasbourg,",25,", D(C)",8,658,0.4,0,0,0.4,6.15
Antonin Bobichon,"Angers,",27,", AM(CL)",3,15,0.3,0.3,0,0,6.15
Nicolò Rovella,"Juventus,",21,", DMC",3,23,0.7,0.7,0,0,6.15
Joe Gelhardt,"Leeds,",20,", FW",11,162,0.7,0.3,0,0.5,6.15
Fede San Emeterio,"Cadiz,",25,", DMC",13,797,0.2,0.1,0,0.2,6.15
Toni Villa,"Real Valladolid,",27,", AM(CL)",2,91,0,0,0,0,6.15
Yanis Begraoui,"Toulouse,",21,", Forward",2,52,0,0,0,0,6.15
Mohamed Elneny,"Arsenal,",30,", DMC",3,94,0,0,0,0,6.14
Takuma Asano,"Bochum,",28,", AM(CLR),FW",6,403,1.3,0.5,0,0.8,6.14
Sam Surridge,"Nottingham Forest,",24,", FW",8,132,0.4,0,0,0.4,6.14
Gerard Yepes,"Sampdoria,",20,", Midfielder",5,198,0.2,0,0,0.2,6.14
Jaime Seoane,"Getafe,",25,", M(C)",9,274,0.1,0.1,0,0,6.14
Billal Brahimi,"Nice,",22,", Forward",10,323,0.3,0.2,0,0.1,6.14
Diadié Samassékou,"Hoffenheim,",26,", DMC",2,34,0,0,0,0,6.14
Jairo Riedewald,"Crystal Palace,",26,", D(CL),DMC",3,39,0,0,0,0,6.14
Simo,"Espanyol,",17,", Defender",3,68,0,0,0,0,6.14
Duje Caleta-Car,"Marseille,",26,", D(C)",1,7,0,0,0,0,6.14
Mateusz Klich,"Leeds,",32,", M(C)",11,188,0.3,0.2,0,0.1,6.14
Andrea Belotti,"Roma,",28,", FW",12,360,0.8,0,0.1,0.7,6.14
Aster Vranckx,"AC Milan,",20,", M(C)",4,46,0,0,0,0,6.14
Jean-Daniel Akpa Akpro,"Empoli,",30,", D(R),M(CLR)",6,201,0.2,0.2,0,0,6.14
Axel Camblan,"Brest,",19,", Forward",3,32,0.3,0,0,0.3,6.14
Leandro Sanca,"Spezia,",22,", Forward",3,23,0,0,0,0,6.14
Denis Genreau,"Toulouse,",23,", M(C)",8,88,0,0,0,0,6.14
Mohamed Achi,"Nantes,",20,", Midfielder",2,34,0.5,0.5,0,0,6.14
Raoul Bellanova,"Inter,",22,", M(R)",9,107,0.2,0,0.1,0.1,6.13
Diego Valencia,"Salernitana,",22,", Forward",7,139,0.1,0,0,0.1,6.13
Deniz Undav,"Brighton,",26,", FW",8,94,0.8,0,0.1,0.6,6.13
Thórir Helgason,"Lecce,",22,", M(C)",6,148,0.2,0.2,0,0,6.13
Tristan Dingomé,"Troyes,",31,", M(C)",7,80,0.4,0.3,0,0.1,6.13
Flynn Downes,"West Ham,",23,", M(C)",6,267,0.3,0,0,0.3,6.13
Stephy Mavididi,"Montpellier,",24,", AM(LR),FW",6,335,1.3,0.5,0,0.8,6.13
Franck Kessie,"Barcelona,",25,", M(C)",7,214,0.9,0.3,0.1,0.4,6.13
Waniss Taibi,"Angers,",20,", Midfielder",7,132,0.1,0,0.1,0,6.13
Brandon Baiye,"Clermont Foot,",21,", Midfielder",6,46,0,0,0,0,6.13
Georginio Wijnaldum,"Roma,",32,", M(CLR)",1,11,1,1,0,0,6.13
Logan Costa,"Toulouse,",21,", Defender",1,45,0,0,0,0,6.13
Kristijan Bistrovic,"Lecce,",24,", DMC",10,436,0.7,0.6,0,0.1,6.13
Manolo Gabbiadini,"Sampdoria,",31,", AM(CLR),FW",13,573,1.7,1,0,0.7,6.13
Mads Bech Sørensen,"Brentford,",23,", D(CL)",3,18,0,0,0,0,6.13
Yvandro Borges Sanches,"Borussia M.Gladbach,",18,", M(L)",3,25,0.3,0.3,0,0,6.13
Omar El Hilali,"Espanyol,",19,", Defender",5,90,0,0,0,0,6.13
Youssef Maleh,"Fiorentina,",24,", M(C)",7,299,1,0.3,0.1,0.6,6.13
Angelo Ogbonna,"West Ham,",34,", D(C)",2,25,0,0,0,0,6.13
Nicola Sansone,"Bologna,",31,", AM(LR),FW",8,247,1.3,0.5,0,0.8,6.13
Domingos Quina,"Elche,",23,", M(CL)",9,262,0.7,0.7,0,0,6.12
Edoardo Bove,"Roma,",20,", Midfielder",5,43,0.6,0,0,0.6,6.12
Pablo Durán,"Celta Vigo,",21,", Forward",3,26,0,0,0,0,6.12
Kristoffer Ajer,"Brentford,",24,", D(CR),DMC",6,504,0.2,0,0.2,0,6.12
Nathan Ngoumou,"Borussia M.Gladbach,",22,", Midfielder",8,172,0.1,0.1,0,0,6.12
Kenan Karaman,"Schalke 04,",28,", AM(CLR),FW",9,358,1.3,0.2,0.1,1,6.12
Alessandro Cortinovis,"Verona,",21,", Midfielder",1,6,0,0,0,0,6.12
El Chadaille Bitshiabu,"Paris Saint-Germain,",17,", Defender",1,7,0,0,0,0,6.12
Emil Bohinen,"Salernitana,",23,", M(C)",6,139,0.3,0.3,0,0,6.12
Robin Olsen,"Aston Villa,",32,", GK",1,55,0,0,0,0,6.12
Josan,"Elche,",33,", D(R),M(R)",12,389,0.2,0,0,0.2,6.12
Willian José,"Real Betis,",31,", FW",10,264,0.8,0.3,0,0.5,6.12
Sébastien Corchia,"Nantes,",32,", D(R),M(R)",13,362,0.1,0.1,0,0,6.12
Mario Hermoso,"Atletico Madrid,",27,", D(CL)",3,120,0.3,0,0.3,0,6.12
Diego Costa,"Wolverhampton,",34,", FW",6,415,2.7,0,0.3,2.3,6.11
Beñat Turrientes,"Real Sociedad,",20,", Midfielder",6,102,0,0,0,0,6.11
Salomón Rondón,"Everton,",33,", FW",7,104,0.6,0.3,0,0.3,6.11
José Machín,"Monza,",26,", M(C)",4,170,0.5,0,0,0.5,6.11
Florent Mollet,"Schalke 04,",31,", AM(CLR)",9,408,1.2,0.8,0,0.4,6.11
Patrick Bamford,"Leeds,",29,", AM(CLR),FW",10,429,1.7,0.3,0.5,0.9,6.11
Faride Alidou,"Eintracht Frankfurt,",21,", AM(L)",8,117,0.3,0,0,0.3,6.11
Aaron Wan-Bissaka,"Manchester United,",25,", D(R),M(R)",1,4,0,0,0,0,6.11
Marvin Senaya,"Strasbourg,",21,", Defender",1,8,0,0,0,0,6.11
Timothée Kolodziejczak,"Schalke 04,",31,", D(CL),M(L)",1,25,0,0,0,0,6.11
Noah Holm,"Reims,",21,", Forward",6,95,0.2,0.2,0,0,6.11
Kevin Spadanuda,"AC Ajaccio,",25,", M(L)",10,464,0.3,0,0,0.3,6.11
Muhammed Damar,"Hoffenheim,",18,", Midfielder",4,127,0.3,0,0,0.3,6.11
Kristjan Asllani,"Inter,",20,", M(C)",7,187,0.6,0.6,0,0,6.11
Batista Mendy,"Angers,",22,", D(C),DMC",13,1039,0.2,0,0,0.2,6.11
Nils Petersen,"Freiburg,",34,", FW",12,151,0.3,0.2,0,0.2,6.11
Emerson,"West Ham,",28,", D(L),M(L)",7,223,0.3,0,0,0.3,6.11
Antoine Mendy,"Nice,",18,", Defender",2,10,0,0,0,0,6.11
Curro Sánchez,"Almeria,",26,", Midfielder",2,41,0.5,0,0,0.5,6.11
Warren Zaïre-Emery,"Paris Saint-Germain,",16,", Midfielder",4,24,0,0,0,0,6.1
Patrick Osterhage,"Bochum,",22,", M(C)",10,337,0.2,0.1,0,0.1,6.1
Bradley Barcola,"Lyon,",20,", Forward",7,76,0.1,0,0,0.1,6.1
José Ángel Pozo,"Rayo Vallecano,",26,", AM(C)",6,71,0.2,0.2,0,0,6.1
Abdoulaye Doucouré,"Everton,",29,", M(C)",7,183,0.3,0,0,0.3,6.1
Aster Vranckx,"Wolfsburg,",20,", M(C)",1,7,0,0,0,0,6.1
Cafú,"Nottingham Forest,",29,", M(C)",1,6,0,0,0,0,6.1
Darline Yongwa,"Lorient,",22,", Defender",2,38,0,0,0,0,6.1
Marlos Moreno,"Troyes,",26,", AM(LR)",1,3,0,0,0,0,6.1
Moi Parra,"Getafe,",20,", Midfielder",1,9,0,0,0,0,6.1
Danny Latza,"Schalke 04,",33,", M(C)",9,178,0.2,0.1,0,0.1,6.1
Jack Stacey,"Bournemouth,",26,", D(R),M(R)",6,130,0.2,0,0,0.2,6.1
Abdoul Kader Bamba,"Nantes,",28,", AM(LR)",5,77,0.2,0.2,0,0,6.09
Jay Stansfield,"Fulham,",20,", FW",3,86,0.7,0,0,0.7,6.09
Yann Karamoh,"Torino,",24,", AM(LR),FW",6,123,0.7,0.3,0,0.3,6.09
Juan Perea,"VfB Stuttgart,",22,", Forward",8,106,0,0,0,0,6.09
Mickaël Malsa,"Real Valladolid,",26,", DMC",4,36,0,0,0,0,6.09
Enzo Roco,"Elche,",30,", D(C)",11,798,0.4,0,0,0.4,6.09
Eldor Shomurodov,"Roma,",27,", FW",6,115,1,0.5,0,0.5,6.09
Chrislain Matsima,"Lorient,",20,", Defender",3,34,0,0,0,0,6.09
Jamaal Lascelles,"Newcastle,",29,", D(C)",5,107,0.2,0,0,0.2,6.09
Nabili Zoubdi Touaizi,"Espanyol,",21,", Forward",1,2,0,0,0,0,6.09
Ousmane Camara,"Angers,",19,", Defender",2,180,0,0,0,0,6.09
Ricardo Pepi,"Augsburg,",19,", FW",4,95,0.3,0,0,0.3,6.09
Patrick Pentz,"Reims,",25,", GK",7,630,0,0,0,0,6.09
Eliot Matazo,"Monaco,",20,", DMC",7,356,0.1,0.1,0,0,6.09
Tim Lemperle,"FC Koln,",20,", Forward",3,31,0.3,0,0,0.3,6.09
Fran Pérez,"Valencia,",20,", Midfielder",2,19,0,0,0,0,6.09
Gregoire Defrel,"Sassuolo,",31,", AM(CR),FW",4,124,1.3,0.5,0.5,0.3,6.09
Hianga'a M'Bock,"Brest,",22,", DMC",2,15,0,0,0,0,6.09
Ben Pearson,"Bournemouth,",27,", DMC",5,215,0.2,0.2,0,0,6.08
Albin Ekdal,"Spezia,",33,", M(C)",11,493,0.5,0.2,0,0.4,6.08
Tobias Sippel,"Borussia M.Gladbach,",34,", GK",3,270,0,0,0,0,6.08
Ado Onaiwu,"Toulouse,",27,", Forward",12,279,0.6,0.3,0,0.3,6.08
Lago Junior,"Mallorca,",31,", M(L)",5,48,0.4,0.2,0,0.2,6.08
Nathanaël Mbuku,"Reims,",20,", AM(CLR),FW",6,60,0.3,0.2,0,0.2,6.08
Francisco Portillo,"Almeria,",32,", M(CLR)",10,196,0,0,0,0,6.08
Carlos Baleba,"Lille,",18,", Midfielder",6,61,0.2,0.2,0,0,6.08
Gonzalo Villar,"Sampdoria,",24,", DMC",14,659,0.1,0.1,0,0,6.08
Javier Manquillo,"Newcastle,",28,", D(LR),M(R)",1,10,0,0,0,0,6.08
Peter Pekarík,"Hertha Berlin,",36,", D(LR),M(R)",1,7,0,0,0,0,6.08
Sidi Sané,"Schalke 04,",19,", Forward",1,24,0,0,0,0,6.08
Pep Chavarría,"Rayo Vallecano,",24,", Defender",5,62,0,0,0,0,6.08
Mariano Díaz,"Real Madrid,",29,", FW",4,20,0.3,0,0,0.3,6.08
Yussuf Poulsen,"RB Leipzig,",28,", AM(R),FW",7,127,0.1,0,0,0.1,6.08
Sergi Canós,"Brentford,",25,", M(LR)",4,71,0.3,0,0,0.3,6.08
Delano Burgzorg,"Mainz 05,",24,", AM(L)",10,204,0.4,0.3,0,0.1,6.07
Yoann Touzghar,"AC Ajaccio,",36,", FW",6,243,0.3,0,0,0.3,6.07
Donny van de Beek,"Manchester United,",25,", M(C)",4,85,0.3,0,0,0.3,6.07
Luca de la Torre,"Celta Vigo,",24,", M(CL)",5,50,0,0,0,0,6.07
Halil Dervisoglu,"Brentford,",22,", AM(C),FW",1,7,1,1,0,0,6.07
Joe Rothwell,"Bournemouth,",27,", M(CL)",2,15,0,0,0,0,6.07
Laurin Ulrich,"VfB Stuttgart,",17,", Midfielder",1,5,0,0,0,0,6.07
Samuele Vignato,"Monza,",18,", Forward",2,7,0,0,0,0,6.07
Ryan Fredericks,"Bournemouth,",30,", D(R),M(R)",8,453,0,0,0,0,6.07
Marlon Mustapha,"Mainz 05,",21,", Forward",5,66,0.4,0.2,0,0.2,6.07
Rob Holding,"Arsenal,",27,", D(CR)",4,12,0,0,0,0,6.07
Oliver Skipp,"Tottenham,",22,", DMC",6,131,0.2,0,0,0.2,6.07
Chem Campbell,"Wolverhampton,",19,", Midfielder",5,69,0.4,0,0,0.4,6.07
Felix Afena-Gyan,"Cremonese,",19,", Forward",7,218,0.4,0.1,0,0.3,6.07
Veljko Birmancevic,"Toulouse,",24,", Midfielder",8,167,0.4,0.1,0,0.3,6.07
Cédric Soares,"Arsenal,",31,", D(LR),M(R)",2,28,0,0,0,0,6.07
Jordan Amavi,"Getafe,",28,", D(L),M(L)",4,192,0,0,0,0,6.07
Tim Skarke,"Union Berlin,",26,", AM(CLR)",3,51,1.3,1,0,0.3,6.06
Loren Morón,"Real Betis,",28,", FW",2,13,0,0,0,0,6.06
Mamady Diarra,"Cadiz,",22,", Forward",2,66,1.5,0,0,1.5,6.06
Andrey Lunev,"Bayer Leverkusen,",31,", GK",1,90,0,0,0,0,6.06
Roberto Arroyo,"Real Valladolid,",19,", Forward",1,14,0,0,0,0,6.06
Samu Sáiz,"Girona,",31,", AM(CL)",6,190,0.3,0.2,0.2,0,6.06
Mark Uth,"FC Koln,",31,", AM(CR),FW",4,45,0.3,0,0,0.3,6.06
Fabio Quagliarella,"Sampdoria,",39,", FW",12,324,1.4,0.3,0,1.1,6.06
Eren Dinkçi,"Werder Bremen,",20,", AM(R)",3,48,0.3,0.3,0,0,6.06
Marcin Listkowski,"Lecce,",24,", Forward",5,75,0.2,0,0,0.2,6.06
Robert Navarro,"Real Sociedad,",20,", Midfielder",8,151,0.8,0.1,0,0.6,6.06
Luca Waldschmidt,"Wolfsburg,",26,", AM(CLR),FW",7,277,0.3,0.1,0,0.1,6.05
Saidy Janko,"Bochum,",27,", D(R),M(R)",7,260,0,0,0,0,6.05
Portu,"Getafe,",30,", M(CLR),FW",11,378,0.5,0.2,0.1,0.3,6.05
Dani Gómez,"Espanyol,",24,", FW",6,62,0,0,0,0,6.05
Luka Koleosho,"Espanyol,",18,", Midfielder",2,22,0,0,0,0,6.05
Diego Demme,"Napoli,",31,", DMC",3,20,0,0,0,0,6.05
Javi Llabrés,"Mallorca,",20,", Forward",1,16,0,0,0,0,6.05
Kalvin Phillips,"Manchester City,",27,", D(C),DMC",1,1,0,0,0,0,6.05
Mehdi Zeffane,"Clermont Foot,",30,", D(LR),M(R)",1,19,0,0,0,0,6.05
Pablo Rodríguez,"Lecce,",21,", Forward",4,50,0,0,0,0,6.05
Carlos Vinícius,"Fulham,",27,", FW",9,325,0.6,0,0.1,0.4,6.05
Will Hughes,"Crystal Palace,",27,", M(CLR)",8,85,0.3,0,0,0.3,6.05
Ruan,"Sassuolo,",23,", D(C)",2,44,0.5,0,0,0.5,6.05
Karamoko Dembele,"Brest,",19,", Forward",9,92,0.4,0.1,0,0.3,6.04
Abdón Prats,"Mallorca,",30,", FW",10,130,0.5,0.1,0,0.4,6.04
Oier Zarraga,"Athletic Bilbao,",23,", M(CR)",9,219,0.8,0.6,0,0.2,6.04
Nicolai Rapp,"Werder Bremen,",25,", D(C),DMC",7,67,0.1,0,0,0.1,6.04
Irvin Cardona,"Brest,",25,", AM(L),FW",10,225,0.4,0,0,0.4,6.04
Bobby Clark,"Liverpool,",17,", Midfielder",1,7,0,0,0,0,6.04
Fran Delgado,"Real Betis,",21,", Defender",1,11,0,0,0,0,6.04
Jan Paul van Hecke,"Brighton,",22,", D(C)",1,2,0,0,0,0,6.04
Malcolm Ebiowei,"Crystal Palace,",19,", AM(R)",3,32,0,0,0,0,6.04
Robert Wagner,"Freiburg,",19,", Midfielder",1,7,0,0,0,0,6.04
Fidel,"Elche,",33,", M(CLR)",4,168,0.3,0,0,0.3,6.04
Kévin Keben,"Toulouse,",18,", Midfielder",10,298,0.1,0,0,0.1,6.04
El Bilal Touré,"Reims,",21,", FW",3,91,0.3,0.3,0,0,6.04
David Strelec,"Spezia,",21,", Forward",7,165,0.4,0,0.1,0.3,6.04
Jason Berthomier,"Clermont Foot,",32,", AM(C)",2,21,0,0,0,0,6.04
Jonjo Shelvey,"Newcastle,",30,", M(C)",3,34,0,0,0,0,6.03
Junior Stanislas,"Bournemouth,",33,", M(CLR)",4,58,0.3,0.3,0,0,6.03
Julius Beck,"Spezia,",17,", Midfielder",1,9,0,0,0,0,6.03
Mario Suárez,"Rayo Vallecano,",35,", D(C),M(C)",1,5,0,0,0,0,6.03
Mateo Joseph,"Leeds,",19,", Forward",1,1,0,0,0,0,6.03
Vladimír Darida,"Hertha Berlin,",32,", M(CLR),FW",3,29,0,0,0,0,6.03
Juanjo Narváez,"Real Valladolid,",27,", Midfielder",5,147,0.6,0,0,0.6,6.03
Alex Oxlade Chamberlain,"Liverpool,",29,", M(CLR)",3,30,0,0,0,0,6.03
Lennart Grill,"Union Berlin,",23,", GK",4,360,0,0,0,0,6.03
Timothy Chandler,"Eintracht Frankfurt,",32,", D(R),M(LR)",4,78,0,0,0,0,6.03
Fisnik Asllani,"Hoffenheim,",20,", Forward",3,40,0.7,0,0.3,0.3,6.02
Jon Karrikaburu,"Real Sociedad,",20,", Forward",6,87,0.8,0.3,0,0.5,6.02
Arnau Puigmal,"Almeria,",21,", Midfielder",7,238,0.6,0.3,0,0.3,6.02
Casemiro,"Real Madrid,",30,", DMC",1,7,0,0,0,0,6.02
Christopher Wooh,"Lens,",21,", D(C)",1,3,0,0,0,0,6.02
Manor Solomon,"Fulham,",23,", AM(CL)",1,24,0,0,0,0,6.02
Maximiliano Gómez,"Valencia,",26,", FW",3,106,1,0.3,0,0.7,6.02
Michael Keane,"Everton,",29,", D(CR)",1,22,0,0,0,0,6.02
Pablo Muñoz,"Rayo Vallecano,",19,", Midfielder",2,11,0,0,0,0,6.02
Pablo Torre,"Barcelona,",19,", Midfielder",1,13,0,0,0,0,6.02
Samuel Di Carmine,"Cremonese,",34,", FW",2,26,0.5,0,0,0.5,6.02
Taïryk Arconte,"Brest,",19,", Midfielder",1,25,1,0,0,1,6.02
Unai Vencedor,"Athletic Bilbao,",22,", DMC",6,135,0.5,0,0,0.5,6.02
Kike Salas,"Sevilla,",20,", D(C)",5,280,0.4,0,0,0.4,6.02
Souleymane Isaak Touré,"Marseille,",19,", Defender",5,66,0,0,0,0,6.02
Billy Gilmour,"Brighton,",21,", DMC",4,13,0,0,0,0,6.02
Jérôme Roussillon,"Wolfsburg,",29,", D(L),M(L)",4,19,0,0,0,0,6.01
Béni Makouana,"Montpellier,",20,", Forward",5,103,0.8,0.2,0,0.6,6.01
Marco Pasalic,"Borussia Dortmund,",22,", Midfielder",1,10,1,1,0,0,6.01
Santiago Arzamendia,"Cadiz,",24,", M(L)",4,256,0.8,0.3,0,0.5,6.01
Valentín Carboni,"Inter,",17,", Midfielder",1,2,0,0,0,0,6.01
Yildirim Çetin,"Lecce,",25,", D(C)",1,21,0,0,0,0,6.01
Alan Virginius,"Lille,",19,", Forward",5,63,0.4,0,0,0.4,6.01
Patrick Herrmann,"Borussia M.Gladbach,",31,", M(LR),FW",13,107,0.5,0.2,0.1,0.2,6.01
Kerim Çalhanoglu,"Schalke 04,",20,", D(L),M(L)",3,60,0.3,0,0,0.3,6.01
Baila Diallo,"Clermont Foot,",21,", Defender",2,32,0,0,0,0,6.01
Joel Roca,"Girona,",17,", Midfielder",2,11,0,0,0,0,6.01
Saman Ghoddos,"Brentford,",29,", AM(CLR),FW",6,32,0,0,0,0,6
Randy Nteka,"Rayo Vallecano,",25,", AM(C),FW",7,62,0.3,0,0.1,0.1,6
Álex Centelles,"Almeria,",23,", D(L)",1,1,0,0,0,0,6
Álex Revuelta,"Getafe,",22,", Defender",1,1,0,0,0,0,6
Ander Capa,"Athletic Bilbao,",30,", D(R),M(R)",1,1,0,0,0,0,6
Antonín Barak,"Verona,",28,", AM(CR)",1,23,0,0,0,0,6
Ayman Azhil,"Bayer Leverkusen,",21,", DMC",1,1,0,0,0,0,6
Carlos Domínguez,"Celta Vigo,",21,", D(C)",1,1,0,0,0,0,6
Chadi Riad,"Barcelona,",19,", Defender",1,1,0,0,0,0,6
Connor Ronan,"Wolverhampton,",24,", M(CL)",1,1,0,0,0,0,6
Conor Coventry,"West Ham,",22,", DMC",1,1,0,0,0,0,6
Duccio Degli Innocenti,"Empoli,",19,", Midfielder",1,1,0,0,0,0,6
Emil Krafth,"Newcastle,",28,", D(CR)",1,1,0,0,0,0,6
Esteban Saveljich,"Rayo Vallecano,",31,", D(C)",1,1,0,0,0,0,6
Ethan Nwaneri,"Arsenal,",15,", Midfielder",1,1,0,0,0,0,6
Finn Becker,"Hoffenheim,",22,", M(C)",1,2,0,0,0,0,6
Jamal Lowe,"Bournemouth,",28,", AM(CLR),FW",1,1,0,0,0,0,6
Jeremy Sarmiento,"Brighton,",20,", Forward",2,6,0.5,0,0,0.5,6
Joshua Quarshie,"Hoffenheim,",18,", Defender",1,1,0,0,0,0,6
Marquinhos,"Arsenal,",19,", Forward",1,1,0,0,0,0,6
Matt Ritchie,"Newcastle,",33,", D(L),M(CLR)",1,1,0,0,0,0,6
Morgan Sanson,"Aston Villa,",28,", M(CLR)",1,1,0,0,0,0,6
Nathan Redmond,"Southampton,",28,", AM(CLR),FW",1,1,0,0,0,0,6
Nelson Weiper,"Mainz 05,",17,", Forward",1,4,0,0,0,0,6
Rocco Reitz,"Borussia M.Gladbach,",20,", M(C)",1,2,0,0,0,0,6
Romain Salin,"Rennes,",38,", GK",1,1,0,0,0,0,6
Sanoussy Ba,"RB Leipzig,",18,", Defender",1,1,0,0,0,0,6
Stefan Radu,"Lazio,",36,", D(CL)",1,1,0,0,0,0,6
Tyrese Francois,"Fulham,",22,", Midfielder",1,1,0,0,0,0,6
Williot Swedberg,"Celta Vigo,",18,", Midfielder",1,33,0,0,0,0,6
Lucas Höler,"Freiburg,",28,", AM(CLR),FW",7,96,0.1,0,0,0.1,6
Djed Spence,"Tottenham,",22,", D(R),M(R)",3,3,0.3,0,0,0.3,5.99
Lukas Petkov,"Augsburg,",22,", Forward",7,140,0.3,0.3,0,0,5.99
Stefan Lainer,"Borussia M.Gladbach,",30,", D(R),M(R)",4,28,0,0,0,0,5.99
Valentin Antov,"Monza,",22,", D(C)",4,169,0,0,0,0,5.99
Alberto del Moral,"Villarreal,",22,", Midfielder",1,4,0,0,0,0,5.99
Diego López,"Valencia,",20,", Forward",1,9,0,0,0,0,5.99
Emiliano Marcondes,"Bournemouth,",27,", AM(C)",1,8,0,0,0,0,5.99
Karim Bellarabi,"Bayer Leverkusen,",32,", M(CLR),FW",2,49,0,0,0,0,5.99
Marko Milovanovic,"Almeria,",19,", Forward",2,14,0.5,0,0,0.5,5.99
Awer Mabil,"Cadiz,",27,", AM(LR),FW",5,163,0.6,0.2,0,0.4,5.99
Jacopo Sala,"Spezia,",31,", D(LR),M(CR)",6,108,0,0,0,0,5.99
Cameron Archer,"Aston Villa,",20,", FW",6,44,0,0,0,0,5.99
Diego Carlos,"Aston Villa,",29,", D(C)",2,180,2,0.5,0.5,1,5.99
Emmanuel Ekong,"Empoli,",20,", Forward",2,18,0.5,0.5,0,0,5.99
Ramón Terrats,"Girona,",22,", Midfielder",6,139,0.5,0.3,0,0.2,5.99
Fabrizio Angileri,"Getafe,",28,", D(L),M(L)",8,514,0.4,0.3,0,0.1,5.99
Josh Onomah,"Fulham,",25,", M(CL)",2,14,0,0,0,0,5.99
Ajdin Hrustic,"Verona,",26,", M(CLR)",5,222,0.6,0.2,0,0.4,5.98
Jaime Mata,"Getafe,",34,", FW",7,39,0.1,0,0,0.1,5.98
Adrian Grbic,"Lorient,",26,", FW",2,23,1.5,1.5,0,0,5.98
Axel Gueguin,"Montpellier,",17,", Forward",2,12,0,0,0,0,5.98
Franck Ribéry,"Salernitana,",39,", AM(CL),FW",1,36,0,0,0,0,5.98
Ignatius Ganago,"Lens,",23,", AM(LR),FW",4,58,0.3,0.3,0,0,5.98
Jacopo Segre,"Torino,",25,", Midfielder",1,20,0,0,0,0,5.98
Marcel Wenig,"Eintracht Frankfurt,",18,", Midfielder",1,3,0,0,0,0,5.98
Mikael Ellertsson,"Spezia,",20,", Midfielder",11,164,0.2,0.2,0,0,5.98
Adil Aouchiche,"Lorient,",20,", AM(CL)",3,41,0.3,0,0,0.3,5.97
Patrick Berg,"Lens,",25,", M(C)",3,22,0,0,0,0,5.97
Tom Bischof,"Hoffenheim,",17,", Midfielder",1,14,0,0,0,0,5.97
Junior Sambia,"Salernitana,",26,", D(R),M(CR)",5,50,0,0,0,0,5.97
Pol Lozano,"Espanyol,",23,", M(C)",4,13,0,0,0,0,5.97
Kevin-Prince Boateng,"Hertha Berlin,",35,", M(CLR),FW",7,103,0,0,0,0,5.96
Dele Alli,"Everton,",26,", M(CL),FW",2,38,0,0,0,0,5.96
Dominique Heintz,"Bochum,",29,", D(CL)",4,342,0.3,0,0,0.3,5.96
Joel Pohjanpalo,"Bayer Leverkusen,",28,", FW",1,3,0,0,0,0,5.96
Juan Cabal,"Verona,",21,", Defender",3,53,0,0,0,0,5.96
Luke Harris,"Fulham,",17,", Midfielder",2,5,0,0,0,0,5.96
Kenedy,"Real Valladolid,",26,", D(L),M(LR)",1,14,1,1,0,0,5.96
Halid Sabanovic,"Angers,",23,", Defender",4,260,0,0,0,0,5.96
Joseph Hodge,"Wolverhampton,",20,", Midfielder",3,78,0.3,0,0,0.3,5.96
